"title","wikibase_item","Studio"
"مثل آب برای شکلات (فیلم)","Q5196238","studio = | distributor = [[میرامکس]] "
"نوامبر (فیلم ۲۰۰۴)","Q979675","studio = IFC Productions "
"نفرین (فیلم ۲۰۰۵)","Q2053980","studio = Xanadeux Company "
"عیالوار (فیلم ۱۹۵۸)","Q1647525","studio = | distributor = [[پارامونت پیکچرز]] "
"بانویی در ون","Q18758160","studio = {{فهرست ساده"
"برای زندگی (فیلم)","Q151784","studio = | distributor = ساموئل گلدوین کمپانی "
"آتش در دریا","Q22238173","studio = | distributor = "
"دوست‌داشتنی‌تر از این نبودی","Q1262492","studio = [[کلمبیا پیکچرز]] "
"دوباره بنواز، سام","Q767819","studio = [[آرتور پ جاکوبز]] "
"تازه شروع شده","Q27701445","studio = [[برود گرین پیکچرز]]{{سخ}}[[انترتینمنت وان]] "
"صدای بلند","Q1989142","studio = | distributor = [[استودیوهای قرن بیستم"
"و کشتی به راهش ادامه می‌دهد","Q18437","studio = | distributor = [[گومون]]{{سخ}}[[مجموعه کرایتریون]] (دی‌وی‌دی) "
"خانه پر او. هنری","Q1481710","studio = | distributor = [[فاکس قرن بیستم]] "
"ویکفیلد (فیلم)","Q21647291","studio = Mockingbird Pictures "
"نقطه توخالی (فیلم ۲۰۱۶)","Q27942964","studio = | distributor = "
"مدرسه‌ای برای مزدوران (فیلم ۱۹۶۰)","Q1530069","studio = [[بریتیش اینترنشنال پیکچرز]] "
"گذرگاه (فیلم ۱۹۹۰)","Q7728178","studio = | budget = "
"عکس (فیلم)","Q63728411","studio = [[ویل پکر پروداکشن]] "
"مهمانی ساحل روانی","Q3410050","studio = | distributor = [[Strand Releasing"
"پروانه و شمشیر","Q2928987","studio = | editing = ما چونگ ییو{{سخ}}وونگ جینگ چونگ{{سخ}}موی تونگ لیت "
"بچه‌ها نگاهمان می‌کنند","Q2526645","studio = | distributor = اسکالرا فیلم "
"فروشگاه بزرگ (فیلم)","Q775321","studio = | distributor = "
"عشق و گلوله‌ها","Q761688","studio = آی تی سی اینترمنت <ref>{{cite web"
"قرار ملاقات با یک رؤیا","Q4656268","studio = | editing = آنی بارکر "
"زمان رنگین کمانی","Q23044955","studio = بردران داپلاس "
"فرنکلین","Q164224","studio = | distributor = C "
"دربان (فیلم ۲۰۲۰)","Q97738159","studio = Double Dutch International{{سخ}}Smash Media{{سخ}}CR8IV DNA{{سخ}}Gora Films{{سخ}}Anamorphic Media{{سخ}}Immediate Media Partners "
"شاهزاده کوچک من","Q1327078","studio = پرودوکسیون باریرا{{سخ}}[[کانال+]]{{سخ}}[[فرانسه ۲]] "
"شیطان از آکاساوا آمد","Q1197362","studio = سی‌سی‌سی فیلمز "
"دریاچه زامبی‌ها","Q1536145","studio = {{plainlist"
"ملکه اسپانیا (فیلم)","Q23925057","studio = | distributor = "
"مسافرخانه بریدکیج (فیلم)","Q562442","studio = | distributor = "
"ساعت خوش (فیلم ۲۰۱۵)","Q28682695","studio = | distributor = "
"مهر پنجم (فیلم ۱۹۷۶)","Q786472","studio = | distributor = "
"ترمینال سرعت","Q25760","studio = | distributor = [[استودیو سینمایی والت دیزنی]] "
"سین جیم (فیلم)","Q618527","studio = | distributor = [[ترایستار پیکچرز]] "
"زنی با موهای شرابی بلوند","Q1848335","studio = | distributor = [[وارنر برادرز]] "
"تحت بازداشت","Q115484","studio = | distributor = "
"پزشکان (فیلم ۱۹۳۴)","Q3233229","studio = [[مترو گلدوین مایر]] "
"شهرستان رینتری","Q582281","studio = | distributor = [[مترو گلدوین مایر]] "
"رومئو و ژولیت (فیلم ۱۹۱۶)","Q3940834","studio = | distributor = فاکس فیلم کورپوریشن "
"راه شیری (فیلم ۱۹۳۶)","Q2481635","studio = | distributor = [[پارامونت پیکچرز]] "
"باتری (فیلم ۲۰۱۲)","Q15633859","studio = [[O. hannah Films]] "
"کسی برای دوست داشتن (فیلم ۱۹۹۴)","Q3489796","studio = | distributor = "
"ممنوع (فیلم ۱۹۸۴)","Q1281134","studio = | distributor = Anthea Films "
"پاریس منهتن","Q2084770","studio = | distributor = "
"مصائب آنا","Q260365","studio = | distributor = [[یونایتد آرتیستس]] "
"من کاپاتاز هستم","Q3801242","studio = | distributor = "
"قصاب (فیلم ۱۹۷۰)","Q1196689","studio = | distributor =سینه‌راما ریلیزینگ ([[ایالات متحده آمریکا]]) "
"سکه‌هایی از بهشت","Q2719978","studio = [[مترو گلدوین مایر]] "
"طبقه پنجم","Q16252530","studio = {{فهرست ساده"
"اورلی (فیلم)","Q18354351","studio = {{Plainlist"
"کارآگاه گجت ۲","Q132374","studio = [[والت دیزنی پیکچرز]]{{سخ}}Fountain Productions "
"بوسه مرگ (فیلم ۱۹۴۷)","Q1197547","studio = | distributor = [[استودیو قرن بیستم]] "
"بله، بانو","Q4446299","studio = | cinematography = بیل وونگ چونگ پیو <ref name=""yes-madam""/> "
"بازی‌های خودمانی","Q84338721","studio = | cinematography = فرانک واتس "
"آبادی زامبی‌ها در دل کویر","Q1432953","studio = یوروسینه "
"عشق و ازدواج","Q3819146","studio = | distributor = "
"یک داستان عاشقانه","Q4004404","studio = | distributor = "
"عزیزان کوچک","Q773655","studio = | distributor = [[پارامونت پیکچرز]] "
"نمایش هالیوود ۱۹۲۹","Q981032","studio = | distributor = [[مترو گلدوین مایر]] "
"تنها (فیلم ۱۹۸۷)","Q841390","studio = | distributor = "
"دروغ بزرگ (فیلم)","Q794707","studio = | distributor = [[وارنر برادرز]] "
"روزی دیگر در بهشت (فیلم)","Q2012272","studio = | distributor = [[تریمارک پیکچرز]] "
"فروشگاه در خیابان اصلی","Q595196","studio = | distributor = "
"کلیمت (فیلم)","Q568465","studio = | distributor = "
"مدیریت (فیلم)","Q468565","studio = [[اکو فیلمز]]{{سخ}}Image Entertainment{{سخ}}[[Sidney Kimmel Entertainment"
"یکشنبه‌ای فوق‌العاده","Q2296238","studio = [[توهو]] "
"جعبه جادویی (فیلم)","Q1134041","studio = | distributor = [[بریتیش لاین فیلمز]] "
"فیلم صامت (فیلم)","Q834385","studio = کراسبو پروداکشنز "
"آکادمی کرانستون: منطقه هیولا","Q89186672","studio = [[Ánima Estudios]]{{سخ}}[[دابل نگتیو]]{{سخ}}Prime Focus World{{سخ}}Fifth Dimension Films "
"گینتاما: پایان","Q100595898","studio = [[Bandai Namco Pictures]] "
"متأسفم، شماره اشتباه است","Q1262450","studio = Hal Wallis Productions "
"بالاتر از جنگ","Q11611022","studio = سینما سیتی "
"تکن: دودمان","Q113555647","studio = استودیو هیباری{{سخ}}لارکس انترتینمنت "
"تخم‌مرغ فرشته","Q1754057","studio = [[استودیو دین]] "
"تونل (فیلم ۲۰۱۶)","Q24113685","studio = | distributor = [[شوباکس]] "
"انگیزه (فیلم ۲۰۲۳)","Q119819397","studio = | distributor = [[پن استودیوز]] "
"۹ (فیلم ۲۰۰۵)","Q277435","studio = [[دانشگاه کالیفرنیا، لس‌آنجلس]] Animation Workshop "
"زن نازنین","Q786222","studio = | distributor = "
"بوب قمارباز","Q1257189","studio = | distributor = "
"اتصال کوتاه ۲","Q2005019","studio = The [[Lawrence Turman"
"گول‌خوردگان","Q1304524","studio = سینما سنتر فیلمز "
"شبح اپرا (فیلم ۱۹۸۹)","Q505325","studio = بره‌تون فیلم پروداکشنز{{سخ}}دی جی انترتینمنت "
"زیگفلد کبیر","Q470218","studio = | distributor = [[مترو گلدوین مایر]] "
"پرواز آزمایشی (فیلم)","Q1197352","studio = | distributor = [[مترو گلدوین مایر]] "
"ینتل (فیلم)","Q780469","studio = [[باربارا استرایسند]]{{سخ}}لدبروک اینترتینمنتز{{سخ}}[[یونایتد آرتیستز]] "
"بدذات (فیلم ۱۹۵۶)","Q164008","studio = | distributor = [[وارنر برادرز]] "
"تارزان، مرد گوریلی (فیلم ۱۹۵۹)","Q7687005","studio = | distributor = [[مترو گلدوین مایر]] "
"لحظه به لحظه","Q6897165","studio = Mervyn Le Roy Productions "
"نمک زمین (فیلم ۲۰۱۴)","Q16736285","studio = دکیا فیلم "
"دانشکده پلیس: مأموریت مسکو","Q924756","studio = | distributor = [[وارنر برادرز]] "
"زمان (فیلم ۲۰۰۶)","Q483909","studio = | distributor = [[Happinet Corporation"
"لرد اجور می‌میرد (فیلم)","Q4305942","studio = [[Twickenham Film Studios]] "
"بربرها (فیلم ۱۹۸۷)","Q1211241","studio = [[شرکت گروه کانن]]{{سخ}}کانن ایتالیا "
"آنا (فیلم ۱۹۵۱)","Q1080924","studio = | distributor = "
"بدون سرنخ","Q774547","studio = [[ITC Entertainment"
"زاردوز","Q147845","studio = | distributor = [[فاکس قرن بیستم]] "
"تاریخ (فیلم ۱۹۸۷)","Q11034168","studio = | distributor = "
"زمانی که دزد بودم","Q7091907","studio = | distributor = [[مترو گلدوین مایر]] "
"کرینگتون","Q2658045","studio = [[استودیوکانال]]{{سخ}}ایوستن فیلم "
"دوئل آرام","Q2005033","studio = [[دای‌ای فیلم]] "
"دختران خطرناک هستند","Q388675","studio = | distributor = "
"دنیای آپو","Q622376","studio = | distributor = "
"زیردریایی زرد (فیلم)","Q1131791","studio = | distributor = [[یونایتد آرتیستس]] "
"سوپرمن/بتمن: آخرالزمان","Q3129837","studio = [[وارنر برادرز انیمیشن]]{{سخ}}[[وارنر پریمیر]]{{سخ}}[[دی‌سی کامیکس]] "
"به نام پادشاه ۳: آخرین مأموریت","Q17563594","studio = | distributor = "
"کیک‌بوکسور ۴","Q1740828","studio = | distributor = Kings Road Entertainment "
"ماشین مرگ","Q1181240","studio = | distributor = "
"آنسوی رنگین‌کمان سیاه","Q4900081","studio = کروموود پرداکشنز "
"پسر خوب، پسر بد","Q5582454","studio = | distributor = Mukta Arts Ltd "
"فقط قوی باش","Q765489","studio = | distributor = [[فاکس قرن بیستم]] "
"کارآگاه جوان دی: ظهور اژدهای دریایی","Q14326808","studio = | distributor = "
"این زمین مال من است (فیلم ۱۹۵۹)","Q2947134","studio = Universal Pictures "
"سایه‌ها در بهشت (فیلم ۲۰۱۰)","Q1638905","studio = | distributor = Gorilla Pictures "
"دزدان (فیلم ۲۰۱۵)","Q25396930","studio = | distributor = "
"خانواده پلیس ۳","Q4352870","studio = | distributor = [[تریمارک پیکچرز]] "
"هاکلبری فین (فیلم ۱۹۷۴)","Q965149","studio = [[ریدرز دایجست]] "
"مقبره شیطان (فیلم ۲۰۰۹)","Q3706292","studio = | cinematography = توماس ال کالوی "
"پلیس سامورایی ۲: انتقام مرگبار","Q20899569","studio = | cinematography = کریس فاولیسی "
"مسیر غرب (فیلم)","Q1197962","studio = [[Harold Hecht Productions]] "
"عمیق (فیلم ۱۹۷۷)","Q494367","studio = {{ubl"
"شمشیر طلایی","Q1171234","studio = یونیورسال استودیوز "
"فاصله میان ما و آسمان","Q64532481","studio = بلک برد پروداکشنز{{سخ}}تریپاد پروداکشنز "
"اتفاق (فیلم ۲۰۰۱)","Q11170739","studio = | distributor = "
"داستان واقعی (فیلم ۲۰۰۰)","Q562550","studio = | distributor = "
"حیوان آدم‌نما","Q830558","studio = پاریس فیلم "
"برادر شیطان","Q1777093","studio = | distributor = [[مترو گلدوین مایر]] "
"پنجه گربه (فیلم)","Q4023768","studio = [[هارولد لوید]] "
"داستان یک لاک‌پشت: ماجراهای سامی","Q785058","studio = ان‌ویو پیکچرز{{سخ}}ایلومیناتا پیکچرز{{سخ}}[[استودیوکانال]] "
"جسددزدها (فیلم ۱۹۹۳)","Q257514","studio = | distributor = [[وارنر برادرز]] "
"ماکسیمم (فیلم)","Q6795834","studio = | distributor = "
"فوکس‌فایر (فیلم ۱۹۹۶)","Q1440232","studio = [[Rysher Entertainment]] "
"شبح اپرا (فیلم ۱۹۹۸)","Q1170077","studio = سینه ۲۰۰۰{{سخ}}فوکوس فیلمز{{سخ}}مدوزا پرودوسیونه{{سخ}}وزارت فعالیت‌ها و میراث فرهنگی ایتالیا{{سخ}}رته‌ایتالیا "
"غیرقانونی (فیلم ۱۹۵۵)","Q5998863","studio = | distributor = [[وارنر برادرز]] "
"آقای شگفت‌انگیز (فیلم)","Q538909","studio = | distributor = [[وارنر برادرز]] "
"سیرانو دو برژراک (فیلم ۱۹۵۰)","Q784181","studio = [[Stanley Kramer Productions]] "
"مرا سه بار بکش","Q18165705","studio = | distributor = "
"آرزوهای بزرگ (فیلم ۱۹۱۷)","Q3776129","studio = | distributor = [[پارامونت پیکچرز]] "
"فانتوم‌ها (فیلم)","Q8905685","studio = [[Dimension Films]]{{سخ}}Fuji Creative{{سخ}}NEO Motion Pictures "
"کره (فیلم ۲۰۱۱)","Q1018042","studio = [[واینستین کمپانی]] "
"سایه (فیلم ۱۹۹۴)","Q1546938","studio = Bregman/Baer Productions, Inc. "
"شرق شرق است","Q1278073","studio = {{پم"
"عروسی مانسون","Q945586","studio = | distributor = [[فوکوس فیچرز]] "
"ودکا لیموترش","Q1767580","studio = | distributor = "
"مایا (فیلم)","Q6796652","studio = شرکت تولیدی برادران کینگ "
"جیمی هالیوود","Q1688957","studio = | distributor = [[پارامونت پیکچرز]] "
"عزم راسخ","Q1448274","studio = [[والت دیزنی پیکچرز]] "
"خارپشتی در مه","Q260138","studio = | distributor = "
"آینه تاریک (فیلم)","Q576249","studio = International Pictures{{سخ}}Nunnally Johnson Productions "
"پس‌تصویر (فیلم)","Q27043749","studio = آکسون استودیو "
"جغد خاکستری (فیلم)","Q1240641","studio = | distributor = [[فاکس قرن بیستم]] (بریتانیا) "
"تیکر (فیلم ۲۰۰۱)","Q611364","studio = | distributor = [[آرتیسان اینترتیمنت]] "
"متولد اوین","Q61788482","studio = توندوسکی فیلمز، گلدن گرلز فیلم "
"شتاب (فیلم ۲۰۱۹)","Q78345499","studio = | distributor = "
"پینوکیو ۳۰۰۰","Q967661","studio = | budget = ۱۲ میلیون دلار "
"خانم پتیگرو برای یک روز زندگی می‌کند","Q1576633","studio = | distributor = [[فوکس فیچرز]] "
"شیشه پاک‌کن","Q3552072","studio = [[رنک اورگانیزیشن]] "
"گلادیاتور (فیلم ۱۹۹۲)","Q1479218","studio = پرایس انترتینمنت "
"استالین (فیلم ۲۰۰۶)","Q7597248","studio = | distributor = [[Anjana Productions]] "
"کشتن یک کشیش","Q1196270","studio = [[فرانسه ۳]] "
"مبارز اهل کنتاکی","Q2016076","studio = رپابلیک پیکچرز "
"بوفا!","Q2625472","studio = | distributor = [[پارامونت پیکچرز]] "
"قسمت سوم شب","Q64148","studio = | distributor = "
"به‌سوی رؤیا","Q6057920","studio = | distributor = "
"همیشه به همسر خود بگویید","Q2188440","studio = | distributor = [[سیمور هیکس"
"پدر عروس (فیلم ۱۹۹۱)","Q2566505","studio = Sandollar Productions "
"رؤیا (فیلم ۲۰۰۸)","Q484679","studio = | distributor = [[شوباکس]] "
"مرز (فیلم ۱۹۸۲)","Q1545841","studio = [[یونیورسال استودیوز]]{{سخ}}[[آر.ک.ئو]] "
"نگهبان شب (فیلم ۱۹۷۳)","Q669324","studio = | distributor = [[Embassy Pictures]] "
"سه خوک فسقلی (فیلم)","Q1218152","studio = والت دیزنی "
"غروب (فیلم ۲۰۱۸)","Q48672559","studio = | distributor = Mozinet "
"ظلمت","Q1811797","studio = Sigma Cinematografica Roma "
"ای مرد خوش‌شانس!","Q2306978","studio = | distributor = [[برادران وارنر]] "
"صخره سیاه (فیلم ۲۰۱۲)","Q12102623","studio = | cinematography = هیلاری اسپرا "
"شیفته دخترها","Q498764","studio = {{Plainlist"
"بانوی آزادی (فیلم)","Q2295262","studio = | distributor = [[یونایتد آرتیستس]] "
"افسانه (فیلم ۲۰۱۴)","Q15987830","studio = [[14 Reels Entertainment]]{{سخ}}[[Varahi Chalana Chitram]] "
"تیرانداز (فیلم ۱۹۹۵)","Q2625451","studio = | distributor = Conquistador Entertainment "
"من تنها نیستم","Q73918180","studio = آوالانش اینترتینمنت{{سخ}}Serjical Strike Entertainment "
"داستان ناگفته سه پادشاهی","Q95572774","studio = CREDEUS Inc. "
"فتنه‌گر (فیلم ۲۰۲۳)","Q111962660","studio = {{فهرست ساده"
"اوه خدای من","Q115165632","studio = | distributor = "
"کارتیکیا ۲","Q108816194","studio = | distributor = [[زی استودیوز]]{{سخ}}انترتینمنت یی‌۴ ([[کرالا]]) "
"شنا در شب","Q117842595","studio = {{Plainlist"
"دوز و کلک","Q865983","studio = بریتیش اینترنشنال پیکچرز "
"عشق بازیگری","Q3739910","studio = [[آر. ک. ئو]] "
"۱۷۷۶ (فیلم)","Q3597744","studio = | distributor = [[کلمبیا پیکچرز]] "
"دمدمی‌مزاج","Q3067113","studio = | distributor = [[پارامونت پیکچرز]] "
"۲:۲۲ (فیلم ۲۰۱۷)","Q4633009","studio = Lightstream Pictures, Pandemonium Films "
"حمله سری","Q2018159","studio = | distributor = [[یونایتد آرتیستز]] "
"ازجان‌گذشتگان (فیلم ۱۹۴۳)","Q3494033","studio = [[کلمبیا پیکچرز]] "
"سگ‌دو (فیلم ۱۹۶۰)","Q3234756","studio = | distributor = [[پارامونت پیکچرز]] "
"سست‌عفاف","Q1278385","studio = گینزبرو پیکچرز "
"از وقتی تو رفتی","Q1620639","studio = [[Selznick International Pictures]] "
"باج (فیلم ۱۹۸۰)","Q9089818","studio = | distributor = [[فاکس قرن بیستم]] "
"آرزوهای بزرگ (فیلم ۱۹۳۴)","Q5599126","studio = [[یونیورسال استودیوز]] "
"دانشکده پلیس ۵","Q1475462","studio = | distributor = [[وارنر برادرز]] "
"شانگهای (فیلم ۲۰۱۲)","Q7488394","studio = استودیو گرین "
"میلی (فیلم ۱۹۷۵)","Q1303341","studio = [[Mohan Studios]] "
"رفیقه‌ها","Q2351289","studio = | distributor = تیتانوس "
"آرماگدون (فیلم ۱۹۷۷)","Q2861710","studio = | distributor = "
"توت‌فرنگی و شکلات (فیلم)","Q925448","studio = | distributor = [[میرامکس]] (ایالات متحده آمریکا) "
"شش همسر باربابلو","Q3283989","studio = | distributor = "
"یک دم رسوایی","Q3549030","studio = | distributor = [[پارامونت پیکچرز]] "
"فرشتگان گناه","Q2565704","studio = | distributor = سیناپس "
"کی-۹ (فیلم)","Q1027810","studio = کمپانی گوردون "
"درباره شب قبل (فیلم ۱۹۸۶)","Q1535888","studio = | distributor = [[ترایستار پیکچرز]] "
"منطقه آزاد (فیلم)","Q1247320","studio = | distributor = [[باک فیلمز]] "
"لوستر (فیلم)","Q2244167","studio = | distributor = [[TLA Releasing]] "
"تور (فیلم ۲۰۱۶)","Q27581922","studio = کیم کی دوک فیلم "
"انتقام (فیلم ۲۰۰۲)","Q2255005","studio = | distributor = "
"شانس تو (فیلم)","Q973722","studio = [[ویلیج رودشو پیکچرز]]{{سخ}}[[فلاور فیلمز]]{{سخ}}[[دنیس دی نووی]] "
"کاسه طلایی (فیلم)","Q1774070","studio = [[Merchant Ivory Productions]]{{سخ}}TF1 International "
"تاختن در گردباد","Q2008975","studio = | distributor = [[Walter Reade"
"کارآگاه کی: راز جزیره گم‌شده","Q18653838","studio = جنریشن بلو فیلمز<ref>{{cite web"
"کودک دل‌شکسته (فیلم ۱۹۷۲)","Q1338889","studio = پالومار پیکچرز "
"آن‌ها (فیلم ۲۰۰۲)","Q759225","studio = | distributor = "
"نیروی حمله","Q757857","studio = | distributor = "
"زندان در آتش ۲","Q3877734","studio = | distributor = "
"شیطان در ساعت ۴","Q1197370","studio = [[کلمبیا پیکچرز]] "
"مشت بیدارشده","Q7583679","studio = | distributor = کمپانی فیلم داک لی (هنگ کنگ) "
"همچنان قدم‌زنان","Q874074","studio = CineQuanon "
"میمون بدبو","Q5509301","studio = | distributor = [[برادران وارنر پیکچرز]] "
"صبح بخیر، بابل","Q1089326","studio = | distributor = "
"بلیدر (فیلم)","Q598865","studio = کامیکازه "
"قلدرها (فیلم ۱۹۹۸)","Q3018359","studio = <!-- or: "
"دختر شیطان (فیلم ۲۰۰۷)","Q5267294","studio = | distributor = مانکی من فیلمز "
"قلب تیره (فیلم ۲۰۱۷)","Q27890349","studio = یونگ فیلم "
"دریا در حال تماشا است","Q5366998","studio = | distributor = "
"چتر آبی (فیلم ۲۰۱۳)","Q2840289","studio = {{Plainlist"
"به دانگ مک گال خوش آمدید","Q496718","studio = | distributor = "
"۴ دلقک","Q3791256","studio = [[رابرت یانگسون]] "
"برلین الکساندرپلاتز (فیلم ۲۰۲۰)","Q67400758","studio = [[انترتینمنت وان]]{{سخ}}سامرهاوس فیلم‌پردوکسیون{{سخ}}وایلد ات آرت{{سخ}}تزد. د. اف "
"جستجو ۱","Q5663271","studio = <!-- or: "
"دیوار صوت (فیلم)","Q5664598","studio = | distributor = "
"چنگ برمه‌ای","Q1631964","studio = نیکاتسو "
"خدمتکار نامرتب","Q1197663","studio = | distributor = [[پارامونت پیکچرز]] "
"فنی (فیلم ۱۹۶۱)","Q1395728","studio = | distributor = [[وارنر برادرز]] "
"سلام-خداحافظ","Q3129892","studio = Darryl F. Zanuck Productions "
"دلیر (فیلم ۱۹۲۹)","Q2414837","studio = | distributor = [[فاکس فیلم]] "
"خشم سیاه (فیلم)","Q1660686","studio = [[وارنر برادرز]] "
"گری‌ستوک: افسانه تارزان، ارباب گوریل‌ها","Q780951","studio = | distributor = [[وارنر برادرز]] "
"تابو (فیلم ۱۹۳۱)","Q587579","studio = | distributor = [[پارامونت پیکچرز]] "
"پیرمرد و دریا (فیلم ۱۹۹۹)","Q177145","studio = | distributor = "
"خویشاوندان (فیلم ۱۹۸۹)","Q610103","studio = | distributor = [[پارامونت پیکچرز]] "
"بازدیدکنندگان (فیلم ۲۰۱۳)","Q15052361","studio = | distributor = [[Cinedigm]] "
"پیشتازان فضا ۶: کشور کشف‌نشده","Q579757","studio = | distributor = [[پارامونت پیکچرز]] "
"ورود (فیلم ۱۹۹۶)","Q540318","studio = [[آرتیسان اینترتیمنت]] "
"بهترین بهترین‌ها","Q1467897","studio = The Movie Group{{سخ}}SVS Company, Inc.{{سخ}}Kuys Entertainment "
"پرس‌وجو (فیلم ۲۰۰۶)","Q1167685","studio = | distributor = نیو ایمیج - میلنیوم فیلمز {{small"
"یک جدایی خشن","Q43208803","studio = | distributor = اسکرین مدیا فیلم "
"عمو درو","Q48818131","studio = <!--Per Poster Billing-->{{Plainlist"
"زوج‌های ناسازگار (فیلم)","Q4353765","studio = | editing = موی تونگ لیت{{سخ}}نورمن وونگ{{سخ}}ییپ وای کونگ "
"وحشی سواران","Q1775628","studio = [[پارامونت پیکچرز]] "
"دیگر در این دنیا احساس در خانه بودن نمی‌کنم","Q28051209","studio = [[ایکس‌وای‌زد فیلمز]]{{سخ}}ساینس فیلمز "
"دیوانه (فیلم ۲۰۰۱)","Q2393892","studio = نکست ویو فیلم "
"نانا (فیلم)","Q1057558","studio = | distributor = "
"تنها در تاریکی (فیلم ۱۹۸۲)","Q3043487","studio = | distributor = [[نیو لاین سینما]] "
"لانسلو دو لاک","Q2723413","studio = [[Mara Films]]<br>[[Laser Productions]]<br>[[دفتر رادیو تلویزیون فرانسه]]<br>[[Gerico Sound]] "
"مردانی از بهشت","Q1536287","studio = | distributor = [[نیکاتسو]] و همرز "
"فصل باران آمد","Q1573661","studio = [[فاکس قرن بیستم]] "
"یک عروسی","Q1306424","studio = [[رابرت آلتمن]] "
"بر عشق ما می‌بارد","Q259831","studio = | distributor = [[Nordisk Tonefilm]] "
"ریحان (فیلم)","Q810171","studio = شوکریر لیمیتید پروداکشن "
"محبت (فیلم ۱۹۸۵)","Q12448064","studio = | distributor = "
"عشق غیرممکن!","Q7262814","studio = | distributor = [[یاش راج فیلمز]] "
"لات‌های کثیف فاسد (فیلم)","Q185248","studio = | distributor = [[اوریون پیکچرز]] "
"استانبول زیر بال‌هایم","Q12812998","studio = | distributor = "
"دزد دریایی (فیلم ۱۹۴۸)","Q960349","studio = [[مترو گلدوین مایر]] "
"فیلی کید","Q2262966","studio = | distributor = [[افتر دارک فیلمز]] "
"شاهزاده سیندرلا","Q2110710","studio = | distributor = "
"مه جنگ","Q466846","studio = | distributor = [[سونی پیکچرز کلاسیکس]] "
"دختر تانکی (فیلم)","Q2300632","studio = تریلوجی انترتینمنت گروپ "
"چهاردهمین یکشنبه از روزگاری عادی","Q118188969","studio = <!-- or: "
"بینوایان (فیلم ۱۹۱۷)","Q3655152","studio = استودیوی فاکس "
"طعمه (فیلم ۱۹۹۵)","Q1087039","studio = فرانس ۲ سینما{{سخ}}Little Bear production{{سخ}}M6 Films "
"شکل تاریک جرم","Q51844664","studio = | distributor = "
"آدمی (فیلم ۱۹۹۳)","Q4661142","studio = Aftab Pictures "
"ترانه‌های ممنوعه","Q2337953","studio = فیلم پولسکی "
"به دنبال مرد لاغر","Q1271874","studio = | distributor = [[مترو گلدوین مایر]] "
"آبی وحشی دوردست","Q2093130","studio = | distributor = [[فاندانگو]] (ایتالیا){{سخ}}[[ورنر هرتسوک]] "
"پلیگون","Q1524114","studio = [[سایوزمولتفیلم]] "
"ترافیک سنگین","Q1592638","studio = Steve Krantz Productions{{سخ}}[[Cine Camera]] "
"متکبرها","Q773964","studio = وین-فیلوز پروداکشنز "
"دیوار صوتی (فیلم ۱۹۵۲)","Q2717481","studio = | distributor = لاندن فیلمز{{سخ}}بریتیش لایون فیلمز{{سخ}}[[یونایتد آرتیستس]] "
"رود لندن","Q477839","studio = | distributor = "
"شبح اپرا (فیلم ۱۹۶۲)","Q1170215","studio = هَمِر فیلم پروداکشنز "
"به همراه برد در قطب جنوب","Q1722396","studio = | distributor = [[پارامونت پیکچرز]] "
"مردم عادی","Q1304986","studio = | distributor = [[مترو گلدوین مایر]] "
"به هندوستان قسم","Q5766817","studio = | distributor = "
"سه رفیق (فیلم ۱۹۳۸)","Q1040470","studio = [[مترو گلدوین مایر]] "
"آرزوهای تابستان، رؤیاهای زمستان","Q1440378","studio = [[ری استارک]] "
"تارزان و وادی طلا","Q4988024","studio = بَنر پروداکشنز "
"الیور توئیست (فیلم ۱۹۰۹)","Q4890733","studio = | distributor = "
"۲۰۳۰ (فیلم)","Q16823783","studio = Saigon Media "
"استرومبولی (فیلم)","Q1897342","studio = بِریت فیلم{{سخ}}[[آر.ک.ئو]] "
"آواتار (فیلم ۲۰۰۴)","Q4055418","studio = | distributor = [[نیو لاین سینما]] "
"مدرک (فیلم ۱۹۹۱)","Q3407500","studio = | distributor = [[Village Roadshow Limited#Roadshow Entertainment"
"حبس خانگی (فیلم)","Q1460493","studio = [[Rysher Entertainment]] "
"دوستان (فیلم ۲۰۰۱)","Q3429658","studio = Swargachitra "
"قطار هوایی (فیلم ۱۹۷۷)","Q340911","studio = | distributor = [[یونیورسال استودیوز]] "
"دونده (فیلم ۲۰۱۵)","Q17154325","studio = Paper Street Films{{سخ}}Back Lot Pictures "
"چارلی سنت کلاود","Q581201","studio = [[یونیورسال استودیوز]] "
"نام کوچک: کارمن","Q2296139","studio = | distributor = [[Parafrance Films"
"پایان خشونت","Q451250","studio = | distributor = [[مترو گلدوین مایر]] "
"شمشیرباز (فیلم)","Q16933688","studio = | distributor = "
"یکه و تنها","Q501182","studio = اینترسکوپ کامونیکیشنز "
"رهاندن (فیلم)","Q2707855","studio = [[اسپای‌گلس اینترتیمنت]] "
"صدای ماه","Q18442","studio = | distributor = "
"قهرمان ده‌اینچی","Q2363832","studio = | distributor = "
"به من تکیه کن","Q1199323","studio = | distributor = [[برادران وارنر]] "
"بیداری مدیسون","Q2356205","studio = | distributor = "
"آخرین مرتدان","Q521876","studio = {{فهرست ناگلوله‌ای"
"بعدازظهر من با مارگاریت","Q1169451","studio = ICE3{{سخ}}K.J.B. Production "
"نگهبان گذرگاه","Q1141286","studio = | distributor = [[میرامکس]] "
"زندگی خصوصی الیزابت و اسکس","Q1420016","studio = [[برادران وارنر]] "
