"title","weighted_tags","wikibase_item","PersonID","primaryName","status","QID.imdb","imdb.status"
"Hugo Arcier","classification.ores.articletopic/Culture.Biography.Biography*|999|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|977|classification.ores.articletopic/Geography.Regions.Europe.Europe*|855","Q30726948","nm1691859","Hugo Arcier","match",NA,NA
"Marina Stavenhagen","classification.ores.articletopic/Geography.Regions.Americas.North America|661|classification.ores.articletopic/Culture.Biography.Biography*|970|classification.ores.articletopic/Culture.Biography.Women|742","Q27575814","nm000823974",NA,NA,"nm0823974",NA
"Isolde Schmitt-Menzel","classification.ores.articletopic/History and Society.History|563|classification.ores.articletopic/Geography.Regions.Europe.Western Europe|966|classification.ores.articletopic/Geography.Regions.Europe.Europe*|901|classification.ores.articletopic/Culture.Biography.Biography*|986|classification.ores.articletopic/Culture.Biography.Women|965","Q1554697","nm2852407","Isolde Schmitt-Menzel","match",NA,NA
"Abdelaziz Alhamza","classification.ores.articletopic/Geography.Regions.Asia.West Asia|492|classification.ores.articletopic/Geography.Regions.Asia.Asia*|530|classification.ores.articletopic/Culture.Biography.Biography*|985|classification.ores.articletopic/Culture.Media.Media*|705","Q27744642","nm9126568","Abdelaziz Alhamza","match",NA,NA
"George Munroe","classification.ores.articletopic/Culture.Sports|972|classification.ores.articletopic/Culture.Biography.Biography*|964|classification.ores.articletopic/Geography.Regions.Americas.North America|789","Q3179708","nm0120457","Elinor Bunin","not exact match",NA,NA
"Sun Ma Sze-tsang","classification.ores.articletopic/Geography.Regions.Asia.Asia*|994|classification.ores.articletopic/Culture.Biography.Biography*|954|classification.ores.articletopic/Geography.Regions.Asia.East Asia|998","Q8276684","nm2808170","Sze Tsang Sun-Ma","not exact match","nm2115862",NA
"William Lancaster","classification.ores.articletopic/Culture.Biography.Biography*|390|classification.ores.articletopic/Culture.Linguistics|410","Q1455816","nm0484111","Bill Lancaster","not exact match",NA,NA
"Doug Harvey (arbitre)","classification.ores.articletopic/Culture.Sports|996|classification.ores.articletopic/Culture.Biography.Biography*|971","Q3037940","nm2330604","Doug Harvey","not exact match",NA,NA
"Pantea Bahram","classification.ores.articletopic/Culture.Media.Media*|812|classification.ores.articletopic/Culture.Media.Films|880|classification.ores.articletopic/Culture.Biography.Biography*|996","Q3362461","nm4204262",NA,NA,"nm1650024",NA
"Robert Kaufman","classification.ores.articletopic/Culture.Media.Films|946|classification.ores.articletopic/Culture.Biography.Biography*|974|classification.ores.articletopic/Culture.Media.Media*|936","Q3435570","nm0442247",NA,NA,"nm0442099",NA
"Shunji Fujimura","classification.ores.articletopic/Geography.Regions.Asia.Asia*|906|classification.ores.articletopic/Geography.Regions.Asia.East Asia|968|classification.ores.articletopic/Culture.Biography.Biography*|544|classification.ores.articletopic/Culture.Literature|769","Q2511563","nm000297789",NA,NA,"nm0297789",NA
"Vendela Vida","classification.ores.articletopic/Geography.Regions.Americas.North America|740|classification.ores.articletopic/Culture.Biography.Women|924|classification.ores.articletopic/Culture.Biography.Biography*|989|classification.ores.articletopic/Culture.Literature|923","Q3555416","nm2905972","Vendela Vida","match",NA,NA
"Miguel Mas","classification.ores.articletopic/Culture.Biography.Biography*|992","Q3288842","nm0042162","Roberto Aurel","not exact match","nm1042162",NA
"Hermine Körner","classification.ores.articletopic/Culture.Biography.Women|869|classification.ores.articletopic/Culture.Media.Music|156|classification.ores.articletopic/Culture.Biography.Biography*|992|classification.ores.articletopic/Geography.Regions.Europe.Europe*|901|classification.ores.articletopic/Geography.Regions.Europe.Western Europe|943|classification.ores.articletopic/History and Society.History|577","Q78375","nm00477990",NA,NA,"nm0477990",NA
"Mauren Brodbeck","classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|607|classification.ores.articletopic/Culture.Biography.Biography*|983","Q97290678","nm0110776","Mauren Brodbeck","match",NA,NA
"Yoshie Hayasaka","classification.ores.articletopic/Culture.Media.Music|338|classification.ores.articletopic/Culture.Biography.Biography*|937|classification.ores.articletopic/Geography.Regions.Asia.Asia*|834","Q3544749","nm1499303","Yoshie Hayasaka","match",NA,NA
"Bob Dermer","classification.ores.articletopic/Culture.Media.Media*|895|classification.ores.articletopic/Culture.Biography.Biography*|601|classification.ores.articletopic/Geography.Regions.Americas.North America|602|classification.ores.articletopic/Culture.Media.Television|832","Q2907631","nm0220438",NA,NA,"nm0220429",NA
"Norm Prescott","classification.ores.articletopic/Geography.Regions.Americas.North America|652|classification.ores.articletopic/Culture.Media.Television|809|classification.ores.articletopic/Culture.Biography.Biography*|977|classification.ores.articletopic/Culture.Media.Media*|957|recommendation.link/exists|1","Q3343707","nm0696123",NA,NA,"nm0584135",NA
