"title","wikibase_item","Studio"
"Baoh","Q91917","studio = [[Pierrot (animación)"
"Twixt","Q2408534","studio = American Zoetrope "
"Given (película)","Q115812510","studio = | presupuesto = "
"My Soul to Take","Q374449","studio = Rogue Pictures "
"Aishiteruze Baby","Q409888","studio = [[TMS Entertainment]] "
"Echelon Conspiracy","Q1212068","studio = Dark Castle Entertainment "
"Chaos Dragon","Q19363389","studio = [[Silver Link]], [[Connect (estudio de animación)"
"Escuela de verano (película)","Q42911348","studio = [[Estudios Churubusco"
"Idol Densetsu Eriko","Q2338821","studio = [[Ashi Productions]] "
"Soy libre","Q7571975","studio = * Round House Studios * CTS <br>([[Londres"
"Gun Frontier","Q3109643","studio = [[Vega Entertainment]] "
"Adriana Ubani","Q119535335","studio = | proyectos representativos = "
"Sin compasión","Q8028217","studio = | imdb = 0111196 "
"Operación E","Q3354057","studio = [[España]] [[Francia]] [[Colombia]] "
"Kakurenbo","Q2994573","studio = |recaudación = "
"Sister Cities","Q21528052","studio = Cannonball Productions "
"Forushandeh","Q22344480","studio = Memento Films Production<br>Asghar Farhadi Production<br>Arte France Cinéma "
"El diablo entre las piernas","Q85756632","studio = | sincat = "
"Cecilia (película)","Q5056401","studio = |imdb = 0080508 "
"Ōkami Kakushi","Q1204015","studio = [[Anime International Company"
"Jamesy Boy","Q16251996","studio = * Star Thrower Entertainment * Synergics Films * Gama Entertainment Partners "
"A Few Best Men","Q198560","studio = Quickfire Films "
"Pirates II: Stagnetti's Revenge","Q7216","studio = Digital Playground "
"And So It Goes","Q4753356","studio = [[Castle Rock Entertainment]]<br>Foresight Unlimited<br>Envison Entertainment "
"The Angriest Man in Brooklyn","Q7713813","studio = * AMIB Productions * Cargo Entertainment * Films de Force Majeure * Landscape Entertainment * Prominent Media Group * Vedette Finance "
"The First Great Train Robbery","Q546471","studio = |sincat = }} '''''The First Great Train Robbery''''' (en español: '''''El primer gran asalto al tren''''' o '''''El gran robo al tren''''') es una película británica de criminales de 1978 dirigida por [[Michael Crichton]] y protagonizada por [[Sean Connery]] y [[Donald Sutherland]] y [[Lesley-Anne Down]]. La obra cinematográfica está basada en el libro ''The Great Train Robbery'' escrita por el mismo director y ambos están basados, aunque vagamente, en un hecho real.<ref>John Hansen (13 de diciembre de 2021). [https://reviewsfrommycouch.com/2021/12/movies/great-train-robbery-review/ ‘Great Train Robbery’ (1978) a sharp but stiff procedural] {{en}}. ''Reviews from My Couch''. Consultado el 3 de marzo de 2023. </ref> == Argumento == Es el 1855. La [[guerra de Crimea]] entre [[Imperio británico"
"Marino y la Patrulla Oceánica","Q711948","studio = [[Terebi Doga]] "
"Jorge el curioso 2: Sigue a ese mono","Q3230419","studio = [[ComCast]] "
"The Royal Tailor","Q18340952","studio = Bidangil Pictures<br>Waw Pictures "
"Over Her Dead Body","Q743129","studio = |imdb = 0785007 "
"La rafle","Q700573","studio = |imdb = 1382725 "
"Dear White People","Q16249806","studio = Duly Noted<br />Homegrown Pictures<br />Code Red Films "
"Tokyo Magnitude 8.0","Q714520","studio = [[BONES]] "
"Hombres salvajes, bestias salvajes","Q1983769","studio = |presupuesto = "
"Vanishing on 7th Street","Q1213427","studio = Herrick Entertainment<br />Mandalay Vision "
"Hoshi no Koe","Q264812","studio = [[CoMix Wave Inc.]] "
"Beasts of the Southern Wild","Q166462","studio = [[Journeyman Pictures]]<br />[[Cinereach]]<br />Court 13 Pictures "
"The To Do List","Q3989653","studio = |imdb = 1758795 "
"Seisho Monogatari","Q1199206","studio = [[Tezuka Productions]] "
"Dororo (película)","Q3037131","studio = |imdb = 0780503 "
"Buñuel en el laberinto de las tortugas (película)","Q65127418","studio = Glow Animation<br />Hampa Animation "
"Lucky Star","Q1164805","studio = [[Sigma Sound Studios]] <small>([[Nueva York]])</small> "
"Major (manga)","Q702497","studio = Studio Hibari (ep. 1-78) <br /> SynergySP (ep. 79-154) "
"Samurai Deeper Kyo","Q621603","studio = [[Studio Deen]] "
"The Walking Deceased","Q19512111","studio = {{plainlist"
"Un hombre inocente","Q2365668","studio = |sincat = }} '''''Un hombre inocente''''' (título original: ''An Innocent Man'') es una película de acción [[estadounidense]] de 1989 dirigida por [[Peter Yates]] y protagonizada por [[Tom Selleck]], [[F. Murray Abraham]] y [[Laila Robins]]. == Argumento == Jimmie Rainwood es un hombre trabajador que vive pacíficamente con su mujer. Un fatídico día, dos policías corruptos que van buscando a un importante narcotraficante se equivocan de dirección y asaltan la casa de Rainwood. Una vez dentro ellos se dan cuenta del error que han cometido. Aún así deciden continuar con la farsa para evitar negativas consecuencias al respecto dejando para ello restos de drogas por toda la casa y deteniendo a Rainwood. Tras pasar un tiempo en prisión el juicio ocurre, donde una vez más el falso testimonio de los policías y una cadena de errores judiciales hacen que sea condenado a seis años de cárcel por tráfico de drogas. Luego Rainwood sufrirá terribles situaciones dentro de la cárcel. Aún así él y su familia, lejos de quedarse de brazos cruzados, emprenderán una larga lucha para que se reconozca la injusticia cometida y se le otorgue la libertad.<ref>[https://www.sensacine.com/peliculas/pelicula-51928/ UN HOMBRE INOCENTE] ''Sensacine''. Consultado el 30 de septiembre de 2023.</ref> == Reparto == {"
"Mis tardes con Margueritte","Q1169451","studio = | imdb = 1455151 "
"Feast of Love","Q148387","studio = GreeneStreet Films<br />Lakeshore Entertainment<br />Metro-Goldwyn-Mayer<br />Revelations Entertainment "
"Manny & Lo","Q1516532","studio = [[Sony Picture Classics]] "
"Asu no Yoichi!","Q752373","studio = [[Anime International Company"
"Earth Girl Arjuna","Q1931468","studio = [[Satelight]] "
"Game Change","Q655980","studio = [[HBO Films]]<br />[[Playtone]] "
"Toni Erdmann","Q23838395","studio = |presupuesto = "
"Valentina (película de 2021)","Q110363314","studio = Abano Producións - Antaruxa - El Gatoverde Producciones - Sparkle animation "
"Igby Goes Down","Q768931","studio = [[United Artists]] "
"Longitud de guerra","Q6522496","studio = |imdb = 0218412 "
"The Road Within","Q19818418","studio = }} '''''The Road Within''''' es una película estadounidense de 2014, escrita y dirigida por [[Gren Wells]]. Es una nueva versión de la película alemana 2010, ''[[Vincent Wants to Sea]]''. El estreno tuvo lugar en el en el Festival de Cine de Los Ángeles de 2014. Fue distribuida por ""Well Go USA Entertainment"" y presentada en las salas de cine desde abril de 2015.<ref>{{cita web"
"Reagan (película)","Q104144784","studio = MJM Entertainment "
"Tari Tari","Q618201","studio = [[P.A. Works]] "
"Nagato Yuki-chan no Shōshitsu","Q11654890","studio = [[Satelight]] "
"Adiós a las armas (película de 1957)","Q1629592","studio = |imdb = 0050379 "
"Cementerio general 2","Q22000033","studio = |presupuesto = "
"Taxi a Gibraltar","Q62280706","studio = | presupuesto = "
"Transformers: Cybertron","Q1753555","studio = [[Gonzo (animación)"
"Mawaru Penguindrum","Q25059","studio = [[Brain's Base]] "
"Phantom: Requiem for the Phantom","Q2568674","studio = Earth Create, [[KSS]] "
"Parental guidance","Q3384891","studio = [[Walden Media]]<br>Chernin Entertainment<br>Face Productions "
"Origen: espíritus del pasado","Q1303713","studio = |recaudación = "
"Tres pisos","Q83437869","studio = | música = Franco Piersanti "
"The Great Battle","Q30945885","studio = }}'''''The Great Battle''''' (en [[hangul]], 안시성; en [[hanja]], 安市城; [[RR]]= Ansi-seong) también conocida como '''La gran batalla'''<ref>{{Cita web"
".hack//SIGN","Q932962","studio = [[Bee Train]] "
"Tokyo!","Q485759","studio = Bitters End,<br />Picnic,<br />Comme des Cinémas,<br />Sponge<ref name=""company"">http://www.imdb.com/title/tt0976060/companycredits</ref> "
"Pawn (película de 2020)","Q65241567","studio = | música = "
"Give it 2 Me","Q1635691","studio = Sarm Studios ([[Londres]]) "
"Poesía sin fin","Q23925082","studio = }} '''''Poesía sin fin''''' es una película chilena-francesa de [[Cine dramático"
"El diario de Carlota","Q5824678","studio = [[Ciudad de la Luz]] ([[Alicante]]) "
"Diario de un hooligan","Q937351","studio = Vertigo Films<br /> Rockstar Games"
"Fish Tank","Q557596","studio = |presupuesto = 3&nbsp;000&nbsp;000 "
"Futakoi Alternative","Q6503143","studio = [[Ufotable]] "
"Fase Dos del Universo cinematográfico de Marvel","Q51963356","studio = [[Marvel Studios]] "
"Karas (anime)","Q1325783","studio = [[Tatsunoko Production]] "
"En tierra de sangre y miel","Q1459759","studio = [[GK Films]] "
"Canta y no llores","Q18640854","studio = Estudios y Laboratorios Clasa "
"The Amazing Maurice","Q102036265","studio = {{lista simple"
"Lady Chatterley's Lover (película de 2015)","Q20899485","studio = | imdb = 4116030 "
"Capitán Harlock: Pirata Espacial (película)","Q7572454","studio = [[Toei Animation]], [[Marza Animation Planet]] "
"Suburbia (película)","Q3502714","studio = [[New World Pictures]] "
"Uchū Patrol Luluco","Q22696372","studio = [[Trigger (compañia)"
"Liberación (película)","Q174436","studio = [[Mosfilm]]<br/>[[Deutsche Film AG"
"The King and the Clown","Q51743","studio = |imdb = 0492835 "
"Onegai☆Twins","Q1145118","studio = [[Dōme]] "
"My Father the Hero (película de 1994)","Q1156953","studio = |imdb = 0110612 "
"3×3 Ojos","Q229817","studio = [[Toei Animation]] "
"Salmon fishing in the Yemen","Q602256","studio = [[Lionsgate]]<br />[[BBC Films]]<br />Kudos Pictures<br />Davis Films "
"Holiday in the Sun","Q1201227","studio = [[Dualstar Entertainment]]<br />[[Atlantis Paradise Island]]<br />Tapestry Films "
"Witchblade (anime)","Q2030675","studio = [[Gonzo (animación)"
"Basquash!","Q810437","studio = [[Satelight]] "
"The Two Faces of January","Q3523132","studio = [[StudioCanal]]<br />[[Working Title Films]] "
"Hybrid Child","Q3544898","studio = [[Studio Deen]] "
"El ángel de Budapest (película)","Q5352532","studio = [[Filmteam]]<ref name=""Origo"" /><br />[[Boomerang TV]]<ref name=""filmhu"" /><br />[[RTVE]]<ref name=""filmhu"" /> "
"Yakitate!! Japan","Q696934","studio = [[Sunrise]] "
"Purasangre (película de 2016)","Q28445673","studio = |presupuesto = $30.000.000 pesos "
"Revival of Evangelion","Q2720295","studio = [[Gainax]] "
"El Supermagnetrón","Q712171","studio = [[Toei Animation]] "
"Bem","Q64140654","studio = Land Q Studio, [[Production I.G]], [[NAS]] "
"Driver: el desafío","Q1259427","studio = EMI Films "
"The Candidate for Goddess","Q699961","studio = [[XEBEC]] "
"Beatless","Q18339064","studio = [[Diomedéa]] "
"Princess Princess","Q1139741","studio = [[Studio Deen]] "
"DinoZaurs","Q4385651","studio = [[Sunrise]] "
"Macross 7","Q1883055","studio = [[Production Reed"
"Mahōjin Guru Guru","Q1374301","studio = [[Nippon Animation]] "
"El Gato con Botas (película de 1969)","Q1195553","studio = [[Toei Animation]] "
"La vida moderna de Rocko: Cambio de chip","Q33129461","studio = | presupuesto = 15 millones de [[dólar estadounidense"
"009-1","Q1203945","studio = [[Ishimori Entertainment]] "
"Bungaku Shōjo","Q486793","studio = [[Production I.G]] "
"Vacaciones en Las Vegas","Q930887","studio = Jerry Weintraub Productions "
"Demonios 2","Q1269678","studio = DACFILM Rome "
"Andrew Zimmern","Q2405404","studio = | proyectos representativos = "
"Los tres chiflados (película de 2000)","Q17507211","studio = [[American Broadcasting Company]] "
"Chillerama","Q3387234","studio = ArieScope Pictures "
"Chōdenji Machine Voltes V","Q2487098","studio = [[Sunrise]] "
"Ace wo Nerae!","Q340121","studio = TMS Entertainment "
"Le Havre (película)","Q736498","studio = Sputnik<br />Pyramide Productions<br />Pandora Film "
"The Quiet Ones","Q3522392","studio = [[Hammer Film Productions]] "
"Ángel de fuego","Q21528903","studio = Estudios Churubusco "
"Boys Love","Q2761746","studio = |imdb = "
"Manaria Friends","Q22079740","studio = [[CygamesPictures]] "
"The Soul Cages","Q1091545","studio = [[Studio Guillaume Tell]], Paris;<br /> Villa Salviati, Migliarino, Italy "
"The Greatest (película)","Q185061","studio = Barbarian Film Group<br />Oceana Media Finance<br />Silverwood Films<br />Irish DreamTime "
"Steamboat Bill Jr.","Q1365572","studio = |imdb = 0019421 "
"Crónicas mutantes","Q1955804","studio = Isle of Man Film<br />[[Grosvenor Park]] "
"Valente Quintero (película)","Q7910710","studio = Estudios América "
"The Hunt for Gollum","Q293219","studio = Rickety Shack Films "
"Pulgasari","Q1137583","studio = |imdb = 0089851 "
"El Americano: The Movie","Q16241878","studio = [[Animex Producciones]] "
"She's Having a Baby","Q910178","studio = Hughes Entertainment "
"Grace Unplugged","Q13580949","studio = |imdb = "
"Las aventuras de Peter Pan (anime)","Q702046","studio = [[Nippon Animation]] "
"Animal Kingdom (película)","Q1144983","studio = |presupuesto = $5.000.000 "
"En las afueras de la ciudad","Q3785474","studio = | imdb = 1920956 "
"Mr. Jingles","Q6928787","studio = T&T Productions <br> Crossbow 5 Entertainment "
"Dennō Coil","Q1189698","studio = Madhouse "
"I Shot Andy Warhol","Q1582860","studio = [[BBC Films"
"Narutaru","Q1888512","studio = [[Planet Entertainment]] "
"Hairspray Live!","Q22908803","studio = |presupuesto = "
"Reggaeton The Movie","Q76483698","studio = Reggaeton The Movie Films, LLC "
"Karin (manga)","Q1068865","studio = [[J.C.Staff]] "
"El retiro (película)","Q66112606","studio = [[The Walt Disney Company]] "
"I, Pet Goat II","Q16201137","studio = Heliofant "
"Death Machine","Q1181240","studio = [[Sony BMG Entertainment]] }} '''''Death Machine''''' (conocida como ''Máquina letal'' en [[Hispanoamérica]] y [[España]]) es una [[película cinematográfica"
"Karneval","Q611650","studio = [[Manglobe]]<ref name=history223>{{cita web "
"Peligrosamente infiltrada","Q948726","studio = |imdb = 1766094 "
"Kenzen Robo Daimidaler","Q11387159","studio = [[TNK]] "
"Los boinas verdes","Q478333","studio = Warner Brothers Burbank Studios "
"Thelma Dorantes","Q6145693","studio = | proyectos representativos = "
"Sailor Moon R movie","Q636444","studio = | recaudación = "
"Gundam SEED Destiny","Q286569","studio = [[Sunrise]] "
"Hombres de acero","Q122623","studio = [[Arco Films S.L.]] "
"Mahoromatic","Q1155222","studio = [[Gainax]] "
"Burn Up Excess","Q403501","studio = [[Anime International Company"
"Wish I Was Here","Q14578326","studio = [[Double Feature Films]]<br />[[Worldview Entertainment]] "
"All Cheerleaders Die","Q15040714","studio = Modernciné "
"Ie Naki Ko Remi (anime)","Q2452999","studio = [[Nippon Animation]] "
"Xam'd: Lost Memories","Q1022109","studio = [[BONES]] "
"La tierra y la sombra","Q19824753","studio = |imdb = 4663992 "
"Ana Karenina (película de 1997)","Q84147","studio = [[Lenfilm]] "
"Split Second","Q2624555","studio = [[Muse Productions]] "
"Think Like a Man Too","Q13522857","studio = Rainforest Films "
"Charlie Wilson (cantante)","Q1067043","studio = }} '''Charles Kent ""Charlie"" Wilson''' ([[Tulsa]], [[Oklahoma]], [[Estados Unidos]]; [[29 de enero]] de [[1953]]), más conocido como '''Charlie Wilson''', es un [[cantante]], [[compositor]], [[productor discográfico"
"Saga of Tanya the Evil: La película","Q85808368","studio = | presupuesto = "
"Elephant White","Q2882477","studio = Nu Image<br />Millennium Films "
"El llanto de la tortuga","Q10922227","studio = | imdb = 0071765 "
"Subway (película)","Q634729","studio = |imdb = "
"Diary of a Mad Black Woman","Q252097","studio = Tyler Perry Studios "
"Kamichama Karin","Q931473","studio = [[Satelight]] "
"Shūmatsu no Izetta","Q24897610","studio = [[Ajia-do Animation Works]] "
"Our Idiot Brother","Q1372081","studio = Dune Entertainment<br />Big Beach Films<br />Likely Story<br />The Weinstein Company "
"Primero soy mexicano","Q2843547","studio = Estudios y Laboratorios Azteca "
"Mazinger Z vs. Devilman","Q338108","studio = [[Toei Animation]] "
"Perman","Q700320","studio = [[TMS Entertainment]] "
"Fushigi no Kuni no Alice","Q1669352","studio = [[Nippon Animation]] "
"Shigeo Tokuda","Q3024995","studio = | proyectos representativos = "
"1984 (comercial de televisión)","Q203383","studio = Fairbanks Films, Nueva York "
"Devil's Due","Q15040718","studio = [[Davis Entertainment]] "
"El techo de cristal","Q20827757","studio = |presupuesto = "
"Crooked Hearts","Q18636418","studio = |sincat = }} '''''Crooked Hearts''''' ('''''Secretos de familia''''' en España y '''''Corazones perdidos''''' en Hispanoamérica) es una película dramática de 1991 dirigida por [[Michael Boatman"
"Worried About the Boy","Q4020988","studio = }} '''''Worried About the Boy''''' es una película de televisión [[Inglaterra"
"La princesa Sara","Q702071","studio = [[Nippon Animation]] "
"Sola (película de 2023)","Q117871629","studio = | imdb = "
"Espejismo (película)","Q8778548","studio = |imdb = 0068955 "
"Antonia (película de 1995)","Q155089","studio = |presupuesto = "
"Aprendiendo a conducir","Q18151617","studio = Lavender Pictures<br>Core Pictures "
"Ready to Rumble","Q1500944","studio = |recinto musical = "
"Hadashi no Gen 2","Q4117046","studio = | presupuesto = "
"76 89 03","Q5652941","studio = | imdb = "
"Walker, Texas Ranger: Trial by Fire","Q2542389","studio = | país = Estados Unidos "
"La langosta azul","Q20962270","studio = |imdb = "
"Alicia en el país de las maravillas (película de 1933)","Q1120277","studio = | presupuesto = "
"Puni Puni Poemi","Q132053","studio = [[J.C.Staff]] "
"Scooby-Doo y el Monstruo del Lago Ness","Q2120435","studio = [[Hanna-Barbera Productions, Inc.]] "
"Transformers: The Headmasters","Q2407494","studio = [[Toei Animation]] "
"In Dubious Battle","Q19829347","studio = | imdb = 4411618 }} '''''In Dubious Battle''''' (en español '''''En lucha incierta''''', '''''Batalla incierta''''' y '''''La lucha del campo''''') es una película estadounidense de drama de 2016 dirigida y producida por [[James Franco]], basada en la novela homónima del ganador del [[Premio Nobel de Literatura]] [[John Steinbeck]], con el guion adaptado por Matt Rager. La película presenta un elenco compuesto por Franco, [[Nat Wolff]], [[Josh Hutcherson]], [[Vincent D'Onofrio]], [[Robert Duvall]], [[Selena Gomez]], [[Keegan Allen]] y [[Ed Harris]]. Fue estrenada mundialmente en el [[Festival Internacional de Cine de Venecia]] el 3 de septiembre de 2016.<ref name=worldpremiere>{{cita web "
"The Big O","Q974411","studio = [[Sunrise]] "
"Mary's Land","Q18431905","studio = | imdb = 3346766 "
"Daltanias, el robot del futuro (anime)","Q710394","studio = [[Toei Animation]] "
"Beast Wars II","Q2017815","studio = [[Ashi Productions]]<br>[[Nihon Ad Systems]] "
"Las delicias del poder","Q620570","studio = [[Estudios Churubusco]] "
"Live in Bucharest: The Dangerous Tour","Q1779172","studio = |recinto musical = [[Estadio Lia Manoliu]]<br/>[[Bucarest]], [[Rumania]] "
"Tsai Ming-liang","Q698710","studio = | proyectos representativos = "
"Gone to Earth (película)","Q614854","studio = [[Powell y Pressburger"
"Do Começo ao Fim","Q302842","studio = Pequena Central "
"Mañana (película de 2015)","Q21855700","studio = Move Movie<br>Mars Films<br>Mely Productions<br>[[France 2 Cinéma]] "
"RahXephon","Q95072","studio = [[BONES]] "
"Rollerball (película de 2002)","Q383844","studio = |presupuesto = $70 millones "
"Contigo no, bicho","Q60501397","studio = | presupuesto = "
"Fruits Basket: Prelude","Q112235726","studio = | presupuesto = "
"Assassination of a High School President","Q739440","studio = [[Vertigo Enterteiment]] "
"Haru wo Daiteita","Q1203306","studio = Trinet Entertainment "
"Fire Birds","Q408102","studio = |sincat = }} '''''Fire Birds''''' (en español: ''Pájaros de fuego'' y ''Águilas de fuego'') es una película de acción [[Estados Unidos"
"Digital Monster X-Evolution","Q1195683","studio = [[Toei Animation]] "
"Di Gi Charat","Q645307","studio = Madhouse "
"Joker Game","Q11310834","studio = |imdb = 3446906 "
"Shock Corridor","Q1940924","studio = }} '''''Shock Corridor''''' es una [[Cine de los Estados Unidos"
"The Last Princess","Q22973601","studio = }}'''''The Last Princess''''' (en [[hangul]], 덕혜옹주;, en [[hanja]], 德惠翁主, [[RR]]= Deokhye-ongju) también conocida como '''Princess Deokhye''', es una [[película]] [[surcoreana]] de género histórico-[[drama]] estrenada el [[3 de agosto]] del [[2016]].<ref>[http://revistacultural.ecosdeasia.com/imperio-independencia-y-demencia-the-last-princess-2016-de-hur-jin-ho/ Imperio, (In)dependencia y demencia: The Last Princess (2016), de Hur Jin-ho]</ref><ref>[https://mydramalist.com/12174-the-last-princess The Last Princess (2016)]</ref> La película está basada en la novela ""Deokhyeongjoo"" de Kwon Bi-young. Y describe la vida de la Princesa coreana Deokhye en Japón, después de que el gobierno imperial japonés la obligara a mudarse ahí con tan sólo 13 años, y los numerosos intentos de la Princesa por regresar a Corea.<ref>[https://en.yna.co.kr/view/AEN20160729005200315 (Movie Review) Life is swept away in historical turmoil in 'The Last Princess']</ref> == Sinopsis == En [[1925]], [[Corea]] está gobernada por Japón y la joven [[Princesa Deokhye]], la última princesa de la Dinastía Joseon de 13 años, es secuestrada y obligada a mudarse a [[Japón]] para asistir a la escuela allí. Extrañando su hogar, después de terminar la escuela, intenta regresar varias veces, pero el general pro-japonés Han Taek-soo se lo impide. Con las duras condiciones de la época, Deokhye lucha para mantener la esperanza del pueblo coreano. Un día, cuando la Princesa se reúne con su amigo y amor de la infancia, Kim Jang-han, ahora llamado ""Kazuma Eiko"" un teniente oficial del ejército imperial japonés, que en secreto forma parte del movimiento de independencia de Corea, este planea una operación secreta para trasladar a Deokhye y su hermano Yi Un a [[Shanghái]], sede del Gobierno Provisional de la República de Corea. Sin embargo su plan falla luego de que Taek-soo los descubriera, y termina separando a Deokhye y a Jang-han, lo que ocasiona que pierdan el contacto entre ellos. En [[1931]] Deokhye ahora una mujer adulta, se ve obligada a casarse con el Conde Takeyuki So, y poco después de dar a luz a su hija comienza a desarrollar esquizofrenia. Décadas después de haber sido obligado a separarse de Deokhye, Jang-han ahora un periodista, finalmente la encuentra en un hospital psiquiátrico japonés, donde la princesa había intentado quitarse la vida en varias ocasiones. Jang-han logra persuadir al gobierno de [[Corea del Sur]] para que le permita a la princesa entrar nuevamente al país. Finalmente después de 38 años alejada de su hogar y su pueblo, el 26 de enero de [[1962]], Deokhye logra regresar a su tierra natal junto a Jang-han, quien se convierte en su guardián.<ref>[https://wvw.drama3s.to/movie/the-last-princess-2016-2582.html Drama "
"Drive-Thru (película)","Q2746506","studio = | distribución = [[Lions Gate Entertainment]] "
"Angel Heart","Q531723","studio = [[TMS Entertainment]] "
"Camp Nowhere","Q1406309","studio = [[The Walt Disney Company]] "
"A Fairly Odd Christmas","Q2157682","studio = [[Nickelodeon]] "
"Kuromukuro","Q21780576","studio = [[P.A. Works]] "
"Marlowe","Q1759810","studio = | presupuesto = "
"Burning Down the House","Q4999835","studio = |catálogo = "
"Dance with Devils","Q20856873","studio = [[Brain's Base]] "
"El demonio de las armas","Q783258","studio = King Brothers Productions "
"Teo-neol","Q24113685","studio = | presupuesto = 51.9 millones de [[USD]] "
"Key the Metal Idol","Q1013851","studio = [[Pierrot (estudio)"
"Metal Skin Panic MADOX-01","Q4044090","studio = [[Anime International Company"
"Gunbuster 2","Q1072575","studio = [[Gainax]] "
"Copkiller","Q1131221","studio = |sincat = }} '''''Copkiller''''' es una película policíaca [[Italia"
"Mansfield Park (película)","Q291180","studio = The Arts Council of Englang<br />BBC Films "
"Cholo (película)","Q100276603","studio = }} '''''Cholo''''' es una [[película peruana]] de 1972 dirigida por [[Bernardo Batievsky]] y protagonizada por el [[Fútbol en el Perú"
"Chicas de Papi","Q1156977","studio = Tyler Perry Studios "
"Armored Trooper VOTOMS","Q965450","studio = Sunrise "
"La marca del vampiro","Q1170898","studio = [[Sony Pictures Studios"
"Ajustes de cuentas","Q496113","studio = | presupuesto = "
"Doraemon y el tren del tiempo","Q1309556","studio = | imagen = "
"El elefante desaparecido","Q20925631","studio = | imdb = 3424914 "
"Deca-Dence","Q65054581","studio = [[NUT (estudio de animación)"
"Dominion Tank Police","Q1238117","studio = [[Agent 21]] "
"Cold Fish (película)","Q1055069","studio = Nikkatsu "
"Billy Bathgate","Q863013","studio = [[Touchstone Pictures]] }} '''''Billy Bathgate''''' es una película del año [[anexo:cine en 1991"
"Kiss of Death (película)","Q2000941","studio = |sincat = }} '''''Kiss of Death''''' ('''''El sabor de la muerte''''' en España y '''''El beso de la muerte''''' en Hispanoamérica) es una película de suspenso de 1995 dirigida por [[Barbet Schroeder]] y protagonizada por [[David Caruso]], [[Samuel L. Jackson]] y [[Nicolas Cage]]. La producción cinematográfica es una adaptación de la película [[El beso de la muerte (película de 1947)"
"Solitary Man (película)","Q1753498","studio = }} '''''Solitary Man''''' es una película de 2009 codirigida por Brian Koppelman y David Levien. La película es protagonizada por [[Michael Douglas]], [[Susan Sarandon]], [[Jenna Fischer]], [[Jesse Eisenberg]], [[Mary-Louise Parker]] y [[Danny DeVito]].<ref>{{IMDb title"
"Harenchi Gakuen","Q2086005","studio = [[Nikkatsu]] "
"Gokudō-kun Man'yūki","Q577860","studio = Softx "
"Transformers: Nueva Generación","Q772381","studio = [[Gallop]] "
"Pánico en el metro","Q4291959","studio = PROFIT "
"Top Five","Q16993300","studio = IAC Films<br />[[Scott Rudin"
"Ozzy (película)","Q27842209","studio = [[Antena 3]]<br/>[[Metro-Goldwyn-Mayer]] "
"Scooby-Doo! Camp Scare","Q2636969","studio = Six Point Harness "
"The Heartbreak Kid (película de 1972)","Q1338889","studio = [[Palomar Pictures International]] "
"It's About Time (álbum de Jonas Brothers)","Q1052145","studio = |recinto musical = "
"Phantom (película de 2023)","Q112117180","studio = | música = "
"Arata Kangatari","Q1049825","studio = Satelight y JM Animation "
"Angelic Layer","Q533886","studio = [[BONES]] "
"El barbero de Siberia","Q471628","studio = Tri T "
"Cuando tejen las arañas","Q16491663","studio = | imdb = 0283297 "
"Trenes rigurosamente vigilados","Q738526","studio = [[Barrandov Studios]] "
"El gran milagro","Q161977","studio = | presupuesto = "
"Torappu ikka monogatari","Q2339582","studio = [[Nippon Animation]] "
"Madame de...","Q1444707","studio = }} '''''Madame de...''''' es una película [[Cine dramático"
"Emiya-san Chi no Kyō no Gohan","Q47035210","studio = [[Ufotable]] "
"Joe Somebody","Q1691477","studio = Regency Enterprises "
"Rush (película de 1991)","Q2363464","studio = |sincat = }} '''''Rush''''' ('''''Hasta el límite''''' en España y '''''Rush: un viaje al infierno''''' en Hispanoamérica) es una película policíaca de 1991 dirigida por Lili Fini Zanuck y protagonizada por [[Jason Patric]], [[Jennifer Jason Leigh]] y [[Sam Elliott]]. Es una adaptación de una novela de Kim Wozencraft hecha en un tiempo, donde los Estados Unidos intentaban desesperadamente reinventarse a sí mismos tras las conmociones de [[Guerra de Vietnam"
"Biohazard 4D-Executer","Q555851","studio = [[Visual Science Laboratory]] "
"Altered Carbon: Reenfundados","Q90302055","studio = | presupuesto = "
"Jewelpet","Q2634885","studio = [[Studio Comet]] "
"Mikey (película)","Q6849439","studio = [[Constantin Film]] "
"Lusers","Q21294191","studio = [[20th Century Fox]] }} '''''Lusers''''' es una película chileno-peruana-argentina de [[Comedia cinematográfica"
"Middle of Nowhere (película de 2008)","Q1677081","studio = Bold Films<br />Louisiana Media "
"Moero! Top Striker","Q909912","studio = [[Nippon Animation]]<br>[[AB Productions]] (Francia) "
"The Single Moms Club","Q7523876","studio = Tyler Perry Studios "
"Las ballenas de agosto","Q526305","studio = [[Metro-Goldwyn-Mayer]] "
"Ganbare! Kickers","Q1260373","studio = [[Pierrot (animación)"
"Hardware: Programado para matar","Q1230682","studio = |presupuesto = £ 960.000 libras esterlinas <br /> U$ 1'500.000 millones de dólares "
"Tercera llamada","Q18416398","studio = Las Naves Producciones "
"La biblioteca de los libros rechazados","Q60852749","studio = Sedif<br />Cine B<br />[[Pathé"
"The Dig","Q1411498","studio = | genre = [[Ambient music"
"Doki Doki! PreCure","Q605298","studio = [[Toei Animation]] "
"Entre dos amores","Q13497118","studio = |imdb = 0068541 }} '''''Entre dos amores''''' (también conocida en México como '''''La usurpadora''''') es una [[película]] [[España"
"Especialista en chamacas","Q5398759","studio = Estudios y Laboratorio San Ángel, S. A. "
"Víctimas del pecado","Q7944574","studio = [[Estudios Churubusco]] "
