"title","weighted_tags","wikibase_item","FilmID","primaryTitle","status","QID.imdb","imdb.status"
"Premios y nominaciones de El Gran Hotel Budapest","classification.ores.articletopic/History and Society.Society|419|classification.ores.articletopic/Culture.Media.Films|964|classification.ores.articletopic/Culture.Media.Media*|959","Q20716501","tt2278388","The Grand Budapest Hotel","not exact match",NA,NA
"Neon (personaje)","classification.ores.articletopic/Culture.Media.Media*|990|classification.ores.articletopic/Culture.Literature|989|classification.ores.articletopic/Culture.Media.Video_games|912|classification.ores.articletopic/Culture.Internet_culture|749|classification.ores.articletopic/Geography.Regions.Asia.Asia*|651|classification.ores.articletopic/Culture.Media.Films|538","Q110426581","tt12104902","Valorant","not exact match",NA,NA
"En la ardiente oscuridad","classification.ores.articletopic/Culture.Media.Media*|901|classification.ores.articletopic/Culture.Media.Music|141|classification.ores.articletopic/Culture.Media.Films|628|recommendation.image/exists|1","Q3272183","tt0051580","In Burning Darkness","not exact match",NA,NA
"Premios y nominaciones de Natalie Portman","classification.ores.articletopic/History and Society.Society|653|classification.ores.articletopic/Culture.Media.Films|818|classification.ores.articletopic/Culture.Biography.Biography*|476|classification.ores.articletopic/Culture.Media.Media*|729","Q6606786","tt0000204","Jésus devant Pilate","not exact match",NA,NA
"Películas rodadas en Almería","classification.ores.articletopic/Culture.Media.Films|468|classification.ores.articletopic/Culture.Media.Media*|655","Q3243881","tt1528100","Exodus: Gods and Kings","not exact match",NA,NA
"Premios y nominaciones de Eternal Sunshine of the Spotless Mind","classification.ores.articletopic/Culture.Media.Films|974|classification.ores.articletopic/History and Society.Society|649|classification.ores.articletopic/Culture.Media.Media*|814","Q6604821","tt0338013","Eternal Sunshine of the Spotless Mind","not exact match",NA,NA
"Clara se pierde en el bosque","classification.ores.articletopic/Culture.Media.Films|1000|classification.ores.articletopic/Culture.Media.Media*|1000","Q121704175","tt28291179","Clara se pierde en el bosque","match",NA,NA
"Premios recibidos por The Dark Knight","classification.ores.articletopic/Culture.Media.Films|932|classification.ores.articletopic/History and Society.Society|823|classification.ores.articletopic/Culture.Media.Media*|895","Q4434941","tt0468569","The Dark Knight","not exact match",NA,NA
"El juicio (película de 2023)","classification.ores.articletopic/Culture.Media.Films|1000|classification.ores.articletopic/Culture.Media.Media*|998|classification.ores.articletopic/Geography.Regions.Americas.South_America|926","Q121425304","tt11396282","The Trial","not exact match",NA,NA
"Teté Espinoza","classification.ores.articletopic/Culture.Media.Films|798|classification.ores.articletopic/Geography.Regions.Americas.North_America|554|classification.ores.articletopic/Culture.Media.Media*|880|classification.ores.articletopic/Culture.Biography.Biography*|993|classification.oneoff.T301028/mexico","Q51687537","tt8140282","Acá en la tierra","not exact match",NA,NA
"Le Chiffre","classification.ores.articletopic/Culture.Media.Media*|999|classification.ores.articletopic/Culture.Media.Films|994|classification.ores.articletopic/Culture.Media.Entertainment|637","Q2136439","tt0381061","Casino Royale","not exact match",NA,NA
"Talkartoons","classification.ores.articletopic/Culture.Media.Media*|515|classification.ores.articletopic/Culture.Media.Films|562|classification.ores.articletopic/Culture.Biography.Biography*|699","Q3980443","tt0141664","Noah's Lark","not exact match",NA,NA
"Física de los dibujos animados","classification.ores.articletopic/Culture.Media.Films|981|classification.ores.articletopic/Culture.Media.Media*|927","Q1108221","tt0096438","Who Framed Roger Rabbit","not exact match",NA,NA
"2037 (película)","classification.ores.articletopic/Geography.Regions.Asia.East_Asia|724|classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Geography.Regions.Asia.Asia*|615|classification.ores.articletopic/Culture.Media.Films|1000","Q111781383","tt28908",NA,NA,NA,NA
"Chamber (personaje de Valorant)","classification.ores.articletopic/Culture.Media.Media*|992|classification.ores.articletopic/Culture.Literature|990|classification.ores.articletopic/Culture.Media.Video_games|855|classification.ores.articletopic/Culture.Internet_culture|760|classification.ores.articletopic/Culture.Media.Films|718","Q116142593","tt12104902","Valorant","not exact match",NA,NA
"Churún Merú (1972)","classification.ores.articletopic/Culture.Media.Media*|999|classification.ores.articletopic/Geography.Regions.Americas.South_America|986|classification.ores.articletopic/Culture.Media.Films|999","Q117089905","tt26219540","Churun Meru","not exact match",NA,NA
"Bimbo (personaje)","classification.ores.articletopic/Culture.Media.Media*|954|classification.ores.articletopic/Culture.Media.Films|864|classification.ores.articletopic/Culture.Literature|846","Q3640084","tt0816234","Betty Boop's Hollywood Mystery","not exact match",NA,NA
"Premios y nominaciones de House M. D.","classification.ores.articletopic/Culture.Media.Media*|933|classification.ores.articletopic/Culture.Media.Television|651|classification.ores.articletopic/Culture.Media.Films|455|classification.ores.articletopic/History and Society.Society|671","Q171391","tt0412142","House","not exact match",NA,NA
"Yinka Edward","classification.ores.articletopic/Culture.Media.Media*|981|classification.ores.articletopic/Culture.Media.Films|979|classification.ores.articletopic/Culture.Biography.Biography*|754|classification.ores.articletopic/Geography.Regions.Africa.Africa*|743","Q39056551","tt2400272","Something Necessary","not exact match",NA,NA
"Premios y nominaciones de Avatar","classification.ores.articletopic/Culture.Media.Films|995|classification.ores.articletopic/History and Society.Society|745|classification.ores.articletopic/Culture.Media.Media*|919|classification.ores.articletopic/Culture.Sports|993","Q2558626","tt0499549","Avatar","not exact match",NA,NA
"Veladas en un caserío de Dikanka","classification.ores.articletopic/Culture.Literature|822|classification.ores.articletopic/Culture.Media.Films|499|classification.ores.articletopic/Geography.Regions.Europe.Eastern Europe|894|classification.ores.articletopic/History and Society.Society|405|classification.ores.articletopic/Culture.Media.Media*|871|recommendation.image_section/exists|1","Q318848","tt0057637","The Night Before Christmas","not exact match",NA,NA
"Buzz Buzzard","classification.ores.articletopic/Culture.Literature|500|classification.ores.articletopic/Culture.Media.Films|500|classification.ores.articletopic/Culture.Media.Media*|884","Q3647790","tt0040958","Wet Blanket Policy","not exact match",NA,NA
"Pambelé (serie de televisión)","classification.ores.articletopic/Culture.Media.Television|963|classification.ores.articletopic/Culture.Media.Media*|994|classification.ores.articletopic/Culture.Media.Films|554|classification.ores.articletopic/Geography.Regions.Americas.South_America|993","Q33020211","tt6311896","Pambelé","not exact match",NA,NA
"Películas con narrativa no lineal","classification.ores.articletopic/Culture.Media.Media*|974|classification.ores.articletopic/Culture.Media.Films|999","Q6630838","tt0446029","Scott Pilgrim vs. the World","not exact match",NA,NA
"Filmografía de Ryan Reynolds","classification.ores.articletopic/Culture.Media.Films|287|classification.ores.articletopic/History and Society.Education|598|classification.ores.articletopic/Culture.Biography.Biography*|598|classification.ores.articletopic/Culture.Media.Media*|946","Q23807921","tt5248776","Dragon's Lair: The Movie","not exact match",NA,NA
"Premios y nominaciones de Precious","classification.ores.articletopic/Culture.Media.Films|980|classification.ores.articletopic/History and Society.Society|905|classification.ores.articletopic/Culture.Biography.Biography*|301|classification.ores.articletopic/Culture.Media.Media*|818","Q6604854","tt0929632","Precious","not exact match",NA,NA
"Pizza Delivery","classification.ores.articletopic/Culture.Media.Media*|998|classification.ores.articletopic/Culture.Media.Television|991|classification.ores.articletopic/Culture.Media.Films|507","Q15142699","tt0769433","Pizza Delivery/Home Sweet Pineapple","not exact match",NA,NA
"Querido mentiroso","classification.ores.articletopic/Culture.Media.Films|661|classification.ores.articletopic/Culture.Performing arts|887|classification.ores.articletopic/Culture.Media.Media*|633|recommendation.link/exists|1","Q5091788","tt0881222","Cher menteur","not exact match",NA,NA
"Premios y nominaciones de Birdman o (la inesperada virtud de la ignorancia)","classification.ores.articletopic/Culture.Media.Films|995|classification.ores.articletopic/History and Society.Society|843|classification.ores.articletopic/Culture.Media.Media*|898","Q18786503","tt2562232","Birdman or (The Unexpected Virtue of Ignorance)","not exact match",NA,NA
"High School Musical (musical)","classification.ores.articletopic/Culture.Performing arts|987|classification.ores.articletopic/Culture.Media.Films|330|classification.ores.articletopic/Culture.Media.Media*|909|classification.ores.articletopic/Culture.Media.Music|675|recommendation.image_section/exists|1","Q2336119","tt0475293","High School Musical","not exact match",NA,NA
"Cine stoner","classification.ores.articletopic/Culture.Media.Media*|982|classification.ores.articletopic/Culture.Media.Films|999","Q457832","tt0780548","Kid Cannabis","not exact match",NA,NA
"Premios y nominaciones de Inside Out (película de 2015)","classification.ores.articletopic/Culture.Media.Media*|954|classification.ores.articletopic/Culture.Media.Films|995|classification.ores.articletopic/History and Society.Society|712|classification.ores.articletopic/Culture.Sports|32","Q21775771","tt2096673","Inside Out","not exact match",NA,NA
"Premios y nominaciones de Slumdog Millionaire","classification.ores.articletopic/Culture.Media.Films|952|classification.ores.articletopic/History and Society.Society|309|classification.ores.articletopic/Culture.Media.Media*|945","Q6604862","tt1010048","Slumdog Millionaire","not exact match",NA,NA
"Sony Pictures Studios","classification.ores.articletopic/Geography.Regions.Americas.North America|793|classification.ores.articletopic/Culture.Media.Films|780|classification.ores.articletopic/Culture.Media.Media*|938","Q2499130","tt0364828","Las Vegas","not exact match",NA,NA
"Omen (personaje)","classification.ores.articletopic/Culture.Media.Media*|998|classification.ores.articletopic/Culture.Literature|998|classification.ores.articletopic/Culture.Media.Video_games|995|classification.ores.articletopic/Culture.Internet_culture|990|classification.ores.articletopic/Culture.Media.Films|515","Q116146059","tt12104902","Valorant","not exact match",NA,NA
"Olvida los tambores","classification.ores.articletopic/Culture.Media.Films|562|classification.ores.articletopic/Culture.Media.Media*|562","Q6050369","tt0073483","Olvida los tambores","match",NA,NA
"Las fiestas (película de 2023)","classification.ores.articletopic/Culture.Media.Films|1000|classification.ores.articletopic/Culture.Media.Media*|1000","Q117360542","tt23036164","The Parties","not exact match",NA,NA
"Premios y nominaciones de Up","classification.ores.articletopic/Culture.Media.Films|963|classification.ores.articletopic/Culture.Media.Media*|952|classification.ores.articletopic/History and Society.Society|600","Q3249171","tt1049413","Up","not exact match",NA,NA
"Dr. No (personaje)","classification.ores.articletopic/Culture.Media.Films|784|classification.ores.articletopic/Culture.Media.Media*|923|classification.ores.articletopic/Culture.Literature|962|recommendation.image_section/exists|1|recommendation.image/exists|1","Q2053078","tt0055928","Dr. No","not exact match",NA,NA
"Harry Potter y el prisionero de Azkaban (banda sonora)","classification.ores.articletopic/Culture.Media.Media*|978|classification.ores.articletopic/Culture.Media.Music|460|classification.ores.articletopic/Culture.Media.Films|780","Q1148607","tt0304141","Harry Potter and the Prisoner of Azkaban","not exact match",NA,NA
"Premios y nominaciones de Inglourious Basterds","classification.ores.articletopic/Culture.Media.Media*|966|classification.ores.articletopic/History and Society.Society|777|classification.ores.articletopic/Culture.Media.Films|998","Q6604833","tt0361748","Inglourious Basterds","not exact match",NA,NA
"Los impactados","classification.ores.articletopic/Culture.Media.Films|1000|classification.ores.articletopic/Culture.Media.Media*|999","Q121704184","tt9009130","Los impactados","match",NA,NA
"Infierno grande","classification.ores.articletopic/Geography.Regions.Americas.South_America|651|classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000|classification.oneoff.T301028/argentina","Q76827661","tt10417498","Infierno grande","match",NA,NA
"Premios recibidos por Black Panther (película)","classification.ores.articletopic/Culture.Media.Media*|922|classification.ores.articletopic/Culture.Media.Films|996|classification.ores.articletopic/History and Society.Society|743","Q55617512","tt1825683","Black Panther","not exact match",NA,NA
"Premios y nominaciones de WALL·E","classification.ores.articletopic/Culture.Media.Media*|956|classification.ores.articletopic/Culture.Media.Films|996|classification.ores.articletopic/History and Society.Society|654","Q1089529","tt0910970","WALL·E","not exact match",NA,NA
"Héctor Valdez Martínez","classification.ores.articletopic/Culture.Media.Films|961|classification.ores.articletopic/Culture.Biography.Biography*|679|classification.ores.articletopic/Culture.Media.Media*|890","Q98872598","tt6927124","Malpaso","not exact match",NA,NA
"Transformers: Age of Extinction – The Score","classification.ores.articletopic/Culture.Media.Media*|933|classification.ores.articletopic/Culture.Media.Films|613","Q17151512","tt2109248","Transformers: Age of Extinction","not exact match",NA,NA
"Premios y nominaciones de Los Soprano","classification.ores.articletopic/Culture.Media.Television|532|classification.ores.articletopic/Culture.Media.Media*|943|classification.ores.articletopic/Culture.Media.Entertainment|423|classification.ores.articletopic/Culture.Media.Films|720","Q2720528","tt0141842","The Sopranos","not exact match",NA,NA
"Cine de espionaje","classification.ores.articletopic/Culture.Media.Media*|932|classification.ores.articletopic/Culture.Media.Films|996|recommendation.image/exists|1","Q2297927","tt0458876","O.H.M.S.","not exact match",NA,NA
"¡Mamá, quiero ser artista!","classification.ores.articletopic/Culture.Media.Media*|896|classification.ores.articletopic/Culture.Performing_arts|515|classification.ores.articletopic/Culture.Media.Films|629","Q21003221","tt1414584","¡Mamá, quiero ser artista!","match",NA,NA
"Skye (personaje)","classification.ores.articletopic/Culture.Media.Media*|994|classification.ores.articletopic/Culture.Literature|991|classification.ores.articletopic/Culture.Media.Video_games|938|classification.ores.articletopic/Culture.Internet_culture|843|classification.ores.articletopic/Culture.Media.Films|554","Q116142674","tt12104902","Valorant","not exact match",NA,NA
"La Negrita, el Milagro de Nuestra Señora de los Ángeles","classification.ores.articletopic/Culture.Media.Media*|999|classification.ores.articletopic/Culture.Media.Films|999","Q98071450","tt5739786","La Negrita: the Miracle of Our Lady of Los Angeles","not exact match",NA,NA
"Sova (personaje)","classification.ores.articletopic/Culture.Media.Media*|980|classification.ores.articletopic/Geography.Regions.Asia.Asia*|921|classification.ores.articletopic/Culture.Literature|917|classification.ores.articletopic/Culture.Internet_culture|870|classification.ores.articletopic/Culture.Media.Video_games|766|classification.ores.articletopic/Culture.Media.Films|507","Q116142793","tt12104902","Valorant","not exact match",NA,NA
"MTV Movie Awards 2013","classification.ores.articletopic/Culture.Media.Media*|943|classification.ores.articletopic/Culture.Media.Films|972","Q4516522","tt2806252","2013 MTV Movie Awards","not exact match",NA,NA
"Yen Sid","classification.ores.articletopic/Culture.Media.Media*|996|classification.ores.articletopic/Culture.Literature|749|classification.ores.articletopic/Culture.Media.Films|1000","Q3572177","tt13295940","Disney Learning: Phonics Quest","not exact match",NA,NA
"Frozen (musical)","classification.ores.articletopic/Culture.Performing_arts|997|classification.ores.articletopic/Culture.Media.Music|919|classification.ores.articletopic/Culture.Media.Media*|909|classification.ores.articletopic/Culture.Media.Films|893","Q30597506","tt2294629","Frozen","not exact match",NA,NA
"Colin Arthur","classification.ores.articletopic/Culture.Media.Films|992|classification.ores.articletopic/Culture.Media.Media*|978|classification.ores.articletopic/Culture.Biography.Biography*|835","Q67035725","tt0072684","Barry Lyndon","not exact match",NA,NA
"Miss Hokusai","classification.ores.articletopic/Culture.Visual arts.Visual arts*|999|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|999|classification.ores.articletopic/Culture.Media.Films|567|classification.ores.articletopic/Culture.Literature|995|recommendation.link/exists|1","Q29940472","tt3689910","Miss Hokusai","match",NA,NA
"Rebound (película de 2023)","classification.ores.articletopic/Geography.Regions.Asia.East_Asia|921|classification.ores.articletopic/Culture.Media.Media*|996|classification.ores.articletopic/Culture.Media.Films|998|classification.ores.articletopic/Geography.Regions.Asia.Asia*|859","Q116882535","tt27002199","Rebound","not exact match",NA,NA
"This is colombia HPTA!","classification.ores.articletopic/Culture.Media.Media*|952|classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Media.Films|987|classification.ores.articletopic/Geography.Regions.Americas.South_America|982","Q122418017","tt0515471","Episode #1.1","not exact match",NA,NA
"Premios y nominaciones de Ratatouille","classification.ores.articletopic/History and Society.Society|749|classification.ores.articletopic/Culture.Media.Media*|943|classification.ores.articletopic/Culture.Media.Films|956","Q2355648","tt0382932","Ratatouille","not exact match",NA,NA
"Girl Rising","classification.ores.articletopic/History and Society.Society|362|classification.ores.articletopic/Culture.Media.Media*|698|classification.ores.articletopic/Culture.Biography.Biography*|513|classification.ores.articletopic/Culture.Media.Films|593","Q15995098","tt2444946","Girl Rising","match",NA,NA
"Soy la puerta","classification.ores.articletopic/Culture.Literature|985|classification.ores.articletopic/Culture.Media.Media*|976|classification.ores.articletopic/Culture.Media.Films|810|classification.ores.articletopic/Culture.Media.Books|724","Q2061455","tt4522960","I Am the Doorway","not exact match",NA,NA
"Computer Animation Production System","classification.ores.articletopic/Culture.Media.Films|961|classification.ores.articletopic/Culture.Media.Media*|890|recommendation.image/exists|1","Q635983","tt0107688","The Nightmare Before Christmas","not exact match",NA,NA
"Cantante de playback","classification.ores.articletopic/Culture.Biography.Biography*|494|classification.ores.articletopic/Geography.Regions.Asia.South Asia|363|classification.ores.articletopic/Culture.Media.Films|935|classification.ores.articletopic/Geography.Regions.Asia.Asia*|457|classification.ores.articletopic/Culture.Media.Media*|737","Q1755412","tt0059742","The Sound of Music","not exact match",NA,NA
"Philippe Gaulier","classification.ores.articletopic/Culture.Media.Films|531|classification.ores.articletopic/Culture.Biography.Biography*|926|classification.ores.articletopic/Geography.Regions.Europe.Europe*|607","Q2917887","tt2511808","New Shoes: Today's Clowns in Europe","not exact match",NA,NA
"Fletch","classification.ores.articletopic/Culture.Media.Films|288|classification.ores.articletopic/Culture.Media.Books|987|classification.ores.articletopic/Culture.Literature|981|classification.ores.articletopic/Culture.Media.Media*|990","Q5230010","tt0089155","Fletch","match",NA,NA
"Brimstone (personaje)","classification.ores.articletopic/Culture.Literature|995|classification.ores.articletopic/Culture.Media.Media*|995|classification.ores.articletopic/Culture.Media.Video_games|983|classification.ores.articletopic/Culture.Internet_culture|967|classification.ores.articletopic/Culture.Media.Films|679","Q116142447","tt12104902","Valorant","not exact match",NA,NA
"Jardín de amapolas","classification.ores.articletopic/Culture.Media.Media*|984|classification.ores.articletopic/Culture.Media.Films|998","Q51886291","tt1885247","Field of Amapolas","not exact match",NA,NA
"Episodios de Mortified","classification.ores.articletopic/History and Society.Education|453|classification.ores.articletopic/Culture.Media.Films|270|classification.ores.articletopic/Geography.Regions.Europe.Eastern Europe|979|classification.ores.articletopic/STEM.Physics|979|classification.ores.articletopic/Geography.Regions.Europe.Northern Europe|834|classification.ores.articletopic/Geography.Regions.Europe.Europe*|976|classification.ores.articletopic/Culture.Media.Television|874|classification.ores.articletopic/Culture.Media.Media*|981|classification.ores.articletopic/STEM.STEM*|949|classification.ores.articletopic/Culture.Visual arts.Visual arts*|998|classification.ores.articletopic/History and Society.Politics and government|738","Q6590778","tt0495020","Mortified","not exact match",NA,NA
"Prey (película de 2019","classification.ores.articletopic/Culture.Media.Films|1000|classification.ores.articletopic/Culture.Media.Media*|1000","Q122714747","tt5699928","Prey","not exact match",NA,NA
"Ganso Gandy","classification.ores.articletopic/Culture.Literature|998|classification.ores.articletopic/Culture.Media.Films|964|classification.ores.articletopic/Culture.Media.Media*|665","Q2652126","tt0148203","Gandy the Goose","not exact match",NA,NA
"Megaguirus","classification.ores.articletopic/Culture.Media.Media*|932|classification.ores.articletopic/Culture.Media.Entertainment|864|classification.ores.articletopic/Geography.Regions.Asia.East Asia|821|classification.ores.articletopic/Culture.Media.Films|911|classification.ores.articletopic/Culture.Literature|948|classification.ores.articletopic/Geography.Regions.Asia.Asia*|902","Q3086527","tt0255198","Godzilla vs. Megaguirus","not exact match",NA,NA
"The Fan (banda sonora)","classification.ores.articletopic/Culture.Media.Books|734|classification.ores.articletopic/Culture.Media.Films|689|classification.ores.articletopic/Geography.Regions.Asia.Asia*|511|classification.ores.articletopic/Culture.Biography.Biography*|641|classification.ores.articletopic/Culture.Media.Media*|968","Q7733373","tt0116277","The Fan","not exact match",NA,NA
"Premios y nominaciones de True Grit","classification.ores.articletopic/History and Society.Society|718|classification.ores.articletopic/Culture.Media.Films|998|classification.ores.articletopic/Culture.Media.Media*|969","Q6604877","tt1403865","True Grit","not exact match",NA,NA
"Disney Illusion Island","classification.ores.articletopic/Culture.Media.Films|531|classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Internet_culture|1000|classification.ores.articletopic/Culture.Media.Video_games|1000","Q113875958","tt28517727","Disney Illusion Island","match",NA,NA
"Volando sobre California","classification.ores.articletopic/Culture.Media.Media*|977|classification.ores.articletopic/Culture.Media.Entertainment|593|classification.ores.articletopic/Culture.Media.Films|994","Q2775778","tt0253725","Soarin'","not exact match",NA,NA
"Premios y nominaciones de Minari","classification.ores.articletopic/Culture.Media.Media*|956|classification.ores.articletopic/Culture.Media.Films|996|classification.ores.articletopic/History and Society.Society|910","Q105638859","tt10633456","Minari","not exact match",NA,NA
"Ciudad Delta","classification.ores.articletopic/Culture.Media.Media*|912|classification.ores.articletopic/Culture.Media.Entertainment|585|classification.ores.articletopic/Culture.Media.Films|562","Q16549349","tt0093870","RoboCop","not exact match",NA,NA
"Patricia Douglas","classification.ores.articletopic/Culture.Biography.Biography*|926|classification.ores.articletopic/Culture.Biography.Women|782|classification.ores.articletopic/Culture.Media.Films|754|classification.ores.articletopic/Culture.Media.Media*|705","Q105862435","tt0912586","Girl 27","not exact match",NA,NA
"Señora ama","classification.ores.articletopic/Culture.Media.Media*|904|classification.ores.articletopic/Culture.Media.Films|712","Q6126661","tt0573613","Señora Ama II","not exact match",NA,NA
"Hollywood Center Studios","classification.ores.articletopic/Geography.Regions.Americas.North America|755|classification.ores.articletopic/Culture.Media.Films|617|classification.ores.articletopic/Culture.Media.Media*|903","Q5882664","tt0020960","Hell's Angels","not exact match",NA,NA
"KAY/O (personaje)","classification.ores.articletopic/Culture.Media.Media*|999|classification.ores.articletopic/Culture.Literature|999|classification.ores.articletopic/Culture.Media.Video_games|998|classification.ores.articletopic/Culture.Internet_culture|995|classification.ores.articletopic/Culture.Media.Films|658","Q116145339","tt12104902","Valorant","not exact match",NA,NA
"Carmen Serret","classification.ores.articletopic/Culture.Biography.Biography*|992|classification.ores.articletopic/Culture.Media.Media*|948|classification.ores.articletopic/Culture.Media.Films|679","Q116136843","tt0372092","Si lo sé... no vengo","not exact match",NA,NA
"Premios y nominaciones de The Artist","classification.ores.articletopic/History and Society.Society|408|classification.ores.articletopic/Culture.Media.Media*|822|classification.ores.articletopic/Culture.Media.Films|975","Q462527","tt1655442","The Artist","not exact match",NA,NA
"Breach (personaje)","classification.ores.articletopic/Culture.Media.Media*|995|classification.ores.articletopic/Culture.Literature|994|classification.ores.articletopic/Culture.Media.Video_games|987|classification.ores.articletopic/Culture.Internet_culture|972|classification.ores.articletopic/Culture.Media.Films|577","Q116142150","tt12104902","Valorant","not exact match",NA,NA
"Jaime Maestro","classification.ores.articletopic/Culture.Media.Media*|993|classification.ores.articletopic/Culture.Media.Films|979","Q43867285","tt4429160","Red Shoes and the Seven Dwarfs","not exact match",NA,NA
"From Dusk Till Dawn (franquicia)","classification.ores.articletopic/Culture.Media.Films|743|classification.ores.articletopic/Culture.Media.Media*|980|classification.ores.articletopic/Culture.Media.Entertainment|415|recommendation.link/exists|1","Q5505399","tt0120860","From Dusk Till Dawn 2: Texas Blood Money","not exact match",NA,NA
"Science Fiction/Double Feature","classification.ores.articletopic/Culture.Media.Films|813|classification.ores.articletopic/Culture.Media.Music|520|classification.ores.articletopic/Culture.Media.Media*|935|recommendation.image/exists|1","Q2260209","tt0073629","The Rocky Horror Picture Show","not exact match",NA,NA
"Desperté con un sueño","classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000","Q121444317","tt26346352","I Woke Up with a Dream","not exact match",NA,NA
"Presentaciones de Ecuador para el Óscar a la mejor película internacional","classification.ores.articletopic/Geography.Regions.Americas.South America|733|classification.ores.articletopic/Culture.Media.Films|643|classification.ores.articletopic/Culture.Media.Media*|765","Q6569775","tt0382621","Cronicas","not exact match",NA,NA
"Brave Story","classification.ores.articletopic/Culture.Literature|998|classification.ores.articletopic/Culture.Visual arts.Visual arts*|989|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|999|classification.ores.articletopic/Culture.Internet culture|963|classification.ores.articletopic/Culture.Media.Video games|982|classification.ores.articletopic/Culture.Media.Films|292|classification.ores.articletopic/Culture.Media.Media*|946","Q1314114","tt0778631","Brave Story","match",NA,NA
"Jugando por el mundo","classification.ores.articletopic/Culture.Media.Media*|980|classification.ores.articletopic/Culture.Media.Films|839|classification.ores.articletopic/Culture.Media.Television|777","Q5665056","tt1980952","Disney Friends for Change Games","not exact match",NA,NA
"Betsabé Ruiz","classification.ores.articletopic/Culture.Media.Media*|972|classification.ores.articletopic/Culture.Media.Films|962","Q106514898","tt0066160","The Werewolf Versus the Vampire Woman","not exact match",NA,NA
"Thriller social","classification.ores.articletopic/Culture.Media.Films|984|classification.ores.articletopic/Culture.Media.Media*|982","Q38608778","tt5600714","Laal Rang","not exact match",NA,NA
"Festival Internacional de Cine UNAM","classification.ores.articletopic/Culture.Media.Media*|921|classification.ores.articletopic/Culture.Media.Films|986|classification.oneoff.T301028/mexico","Q2883000","tt1899224","La historia en la mirada","not exact match",NA,NA
"Juana Banana","classification.ores.articletopic/Culture.Media.Films|1000|classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Geography.Regions.Americas.South_America|507","Q116447831","tt11537034","Herbaria","not exact match",NA,NA
"Adentro mío estoy bailando","classification.ores.articletopic/Culture.Media.Films|1000|classification.ores.articletopic/Culture.Media.Media*|1000","Q121420035","tt26448952","The Klemzer Project","not exact match",NA,NA
"Bump n' Grind","classification.ores.articletopic/Culture.Media.Music|991|classification.ores.articletopic/Culture.Media.Media*|993|classification.ores.articletopic/Culture.Media.Films|999","Q2928151","tt0472896","R. Kelly: The R. in R&B - The Video Collection","not exact match",NA,NA
"Thor (banda sonora)","classification.ores.articletopic/Culture.Media.Media*|933|classification.ores.articletopic/Culture.Media.Films|865|classification.ores.articletopic/Culture.Media.Music|557","Q7796048","tt0800369","Thor","not exact match",NA,NA
"Abuelas, una película sobre (y con) Abuelas de Plaza de Mayo","classification.ores.articletopic/Culture.Media.Media*|999|classification.ores.articletopic/Culture.Media.Films|1000","Q118327525","tt7847688","Abuelas, una película sobre (y con) Abuelas de Plaza de Mayo.","not exact match",NA,NA
"Mi novia está de madre","classification.ores.articletopic/Culture.Media.Media*|769|classification.ores.articletopic/Culture.Media.Films|920","Q6827071","tt1050729","Mi novia está... de madre!","not exact match",NA,NA
"Asociación de Críticos de Cine de San Luis","classification.ores.articletopic/Culture.Media.Media*|974|classification.ores.articletopic/Culture.Media.Films|994","Q3495286","tt0375063","Sideways","not exact match",NA,NA
"Temas en Minority Report","classification.ores.articletopic/Culture.Media.Films|266|classification.ores.articletopic/Culture.Literature|872|classification.ores.articletopic/Culture.Media.Media*|957|classification.ores.articletopic/Culture.Media.Books|574","Q2894957","tt0181689","Minority Report","not exact match",NA,NA
"Gabby","classification.ores.articletopic/Culture.Media.Media*|991|classification.ores.articletopic/Culture.Media.Films|998","Q1284474","tt3661462",NA,NA,NA,NA
"Digital Frontier","classification.ores.articletopic/Culture.Literature|900|classification.ores.articletopic/Culture.Media.Video games|588|classification.ores.articletopic/Culture.Media.Media*|831|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|915|classification.ores.articletopic/Geography.Regions.Asia.Asia*|755|classification.ores.articletopic/Geography.Regions.Asia.East Asia|851|classification.ores.articletopic/Culture.Media.Films|271|recommendation.link/exists|1|recommendation.image/exists|1","Q5275866","tt1174954","Resident Evil: Degeneration","not exact match",NA,NA
"MTV Movie Awards 2014","classification.ores.articletopic/Culture.Media.Television|864|classification.ores.articletopic/Culture.Media.Films|739|classification.ores.articletopic/Culture.Media.Media*|969","Q15901338","tt3578774","2014 MTV Movie Awards","not exact match",NA,NA
"Mojo (obra)","classification.ores.articletopic/Culture.Media.Media*|920|classification.ores.articletopic/Culture.Media.Films|789","Q6895107","tt119690",NA,NA,NA,NA
"Cine de Palestina","classification.ores.articletopic/Geography.Regions.Asia.Asia*|993|classification.ores.articletopic/Geography.Regions.Asia.West Asia|997|classification.ores.articletopic/Culture.Media.Films|712","Q2973211","tt0115895","Chronicle of a Disappearance","not exact match",NA,NA
