"title","weighted_tags","wikibase_item","FilmID","primaryTitle","status","QID.imdb","imdb.status"
"Bajirao Mastani (banda sonora)","classification.ores.articletopic/Geography.Regions.Asia.Asia*|881|classification.ores.articletopic/Geography.Regions.Asia.South Asia|828|classification.ores.articletopic/Culture.Media.Films|638|classification.ores.articletopic/Culture.Media.Music|255|classification.ores.articletopic/Culture.Media.Media*|914","Q25095228","tt3735246","Bajirao Mastani","not exact match",NA,NA
"Ficción Stalag","classification.ores.articletopic/Geography.Regions.Asia.Asia*|880|classification.ores.articletopic/Geography.Regions.Asia.West Asia|678|classification.ores.articletopic/Culture.Media.Media*|917|classification.ores.articletopic/Culture.Media.Films|459|classification.ores.articletopic/History and Society.History|209|classification.ores.articletopic/Culture.Philosophy and religion|469","Q7597174","tt1479963","Stalags","not exact match",NA,NA
"Heartbreakers (álbum)","classification.ores.articletopic/Culture.Media.Films|794|classification.ores.articletopic/Geography.Regions.Asia.Asia*|828|classification.ores.articletopic/Geography.Regions.Asia.South Asia|915|classification.ores.articletopic/Culture.Biography.Biography*|545|classification.ores.articletopic/Culture.Sports|100","Q3783950","tt0087397","Heartbreakers","not exact match",NA,NA
"A Wind Named Amnesia (película)","classification.ores.articletopic/Culture.Media.Media*|999|classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|974|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|909|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|500|classification.ores.articletopic/Culture.Literature|893|classification.ores.articletopic/Culture.Media.Films|999","Q115691312","tt0108570","A Wind Named Amnesia","not exact match",NA,NA
"Cine de Sudán","classification.ores.articletopic/Culture.Media.Media*|782|classification.ores.articletopic/Geography.Regions.Africa.Northern_Africa|967|classification.ores.articletopic/Geography.Regions.Africa.Africa*|955|classification.ores.articletopic/Culture.Media.Films|705|recommendation.image_section/exists|1|recommendation.image/exists|1","Q6804692","tt3429942","Tajouj","not exact match",NA,NA
"Showscan","classification.ores.articletopic/Culture.Media.Media*|943|classification.ores.articletopic/Culture.Media.Films|995","Q993598","tt0058990","Brainstorm","not exact match",NA,NA
"¿Qué hacemos con los hijos?","classification.ores.articletopic/Culture.Media.Media*|798|classification.ores.articletopic/Culture.Media.Films|692","Q6172473","tt0062533","¿Qué hacemos con los hijos?","match",NA,NA
"La fabulosa historia de Diego Marín","classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000","Q23758680","tt0162954","La fabulosa historia de Diego Marín","match",NA,NA
"Athletic Model Guild","classification.ores.articletopic/Culture.Media.Films|887|classification.ores.articletopic/Culture.Media.Media*|928","Q755616","tt0187712","Beefcake","not exact match",NA,NA
"The Music Critic","classification.ores.articletopic/Culture.Media.Music|515|classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000","Q121334964","tt14444756","The Music Critic","match",NA,NA
"The Freak","classification.ores.articletopic/Culture.Media.Films|986|classification.ores.articletopic/Culture.Media.Media*|968","Q9086821","tt0381082","Charlie Chaplin: The Forgotten Years","not exact match",NA,NA
"Bukan Bintang Biasa","classification.ores.articletopic/Geography.Regions.Asia.Southeast Asia|853|classification.ores.articletopic/Culture.Media.Films|973|classification.ores.articletopic/Geography.Regions.Asia.Asia*|973|classification.ores.articletopic/Culture.Media.Media*|967","Q16171664","tt1063598","Extraordinary Star","not exact match",NA,NA
"Juan Pablo Mendive","classification.ores.articletopic/Culture.Biography.Biography*|912|classification.ores.articletopic/Culture.Media.Media*|766|classification.ores.articletopic/Culture.Media.Films|607","Q118560532","tt9020594","Immigrants Eat It","not exact match",NA,NA
"Cine de Omán","classification.ores.articletopic/Culture.Media.Media*|929|classification.ores.articletopic/Culture.Media.Films|827|classification.ores.articletopic/Geography.Regions.Asia.Asia*|737","Q2973205","tt0843995","The Dawn","not exact match",NA,NA
"Flashpoint (álbum de Tangerine Dream)","classification.ores.articletopic/Culture.Media.Films|893|classification.ores.articletopic/Culture.Media.Media*|725|classification.ores.articletopic/Culture.Media.Music|903|classification.ores.articletopic/Geography.Regions.Asia.South Asia|282|classification.ores.articletopic/Culture.Sports|76|classification.ores.articletopic/Geography.Regions.Europe.Southern Europe|752|classification.ores.articletopic/Geography.Regions.Asia.West Asia|984|classification.ores.articletopic/Geography.Regions.Asia.Asia*|648","Q600052","tt0087268","Flashpoint","not exact match",NA,NA
"XXXchurch.com","classification.ores.articletopic/Culture.Media.Media*|877|classification.ores.articletopic/STEM.STEM*|458|classification.ores.articletopic/Culture.Media.Films|759|classification.ores.articletopic/History and Society.Society|354|recommendation.image/exists|1","Q8042642","tt0451127","Missionary Positions","not exact match",NA,NA
"Wavelength (álbum)","classification.ores.articletopic/Culture.Media.Films|794|classification.ores.articletopic/Geography.Regions.Asia.Asia*|828|classification.ores.articletopic/Geography.Regions.Asia.South Asia|915|classification.ores.articletopic/Culture.Biography.Biography*|545|classification.ores.articletopic/Culture.Sports|100","Q2266707","tt0086571","Wavelength","not exact match",NA,NA
"Inquisición (obra de teatro)","classification.ores.articletopic/Culture.Media.Films|658|classification.ores.articletopic/Culture.Performing_arts|615|classification.ores.articletopic/Culture.Media.Media*|507","Q5916842","tt0573421","Inquisición","not exact match",NA,NA
"Chelsea Sexton","classification.ores.articletopic/Geography.Regions.Americas.North_America|803|classification.ores.articletopic/Culture.Biography.Biography*|989|classification.ores.articletopic/Culture.Media.Films|500|classification.ores.articletopic/Culture.Media.Media*|803","Q5090132","tt1413496","Revenge of the Electric Car","not exact match",NA,NA
"El Hombre con las Suelas Doradas","classification.ores.articletopic/Culture.Media.Media*|972|classification.ores.articletopic/Geography.Regions.Asia.West Asia|568|classification.ores.articletopic/Geography.Regions.Asia.Asia*|721|classification.ores.articletopic/Culture.Media.Films|998","Q7750142","tt0282799","Layali ibn awa","not exact match",NA,NA
"The Gun Woman","classification.ores.articletopic/Culture.Media.Films|999|classification.ores.articletopic/Culture.Media.Media*|990","Q3521176","tt0009137","The Gun Woman","match",NA,NA
"KM Produce","classification.ores.articletopic/Culture.Media.Media*|974|classification.ores.articletopic/Culture.Media.Films|957|classification.ores.articletopic/History_and_Society.Business_and_economics|692|classification.ores.articletopic/Geography.Regions.Asia.Asia*|592|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|531","Q860069","tt1173487","Dark Love: Rape","not exact match",NA,NA
"Premios de Shaun the Sheep Movie","classification.ores.articletopic/Culture.Media.Media*|931|classification.ores.articletopic/Culture.Media.Films|975|classification.ores.articletopic/History and Society.Society|810","Q25037027","tt2872750","Shaun the Sheep Movie","not exact match",NA,NA
"Agustín Barovero","classification.ores.articletopic/Culture.Biography.Biography*|995|classification.ores.articletopic/Culture.Media.Films|926|classification.ores.articletopic/Culture.Media.Media*|847","Q118698044","tt11481668","El tiempo compartido","not exact match",NA,NA
"Teleview","classification.ores.articletopic/Culture.Media.Films|764|classification.ores.articletopic/Culture.Media.Media*|670","Q3982997","tt0014391","Radio-Mania","not exact match",NA,NA
"Catastrópico","classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000","Q120970994","tt5158306","Catastrópico","match",NA,NA
"Películas de Estados Unidos de 2018","classification.ores.articletopic/Culture.Media.Films|997|classification.ores.articletopic/Culture.Media.Media*|982","Q59491804","tt6730898","Lazer Team 2","not exact match",NA,NA
"Atsuko Hirayanagi","classification.ores.articletopic/Geography.Regions.Asia.East_Asia|665|classification.ores.articletopic/Culture.Biography.Biography*|997|classification.ores.articletopic/Culture.Media.Films|989|classification.ores.articletopic/Culture.Media.Media*|970|classification.ores.articletopic/Geography.Regions.Asia.Asia*|737","Q52424233","tt3672582","Oh Lucy!","not exact match",NA,NA
"Episodios de City Homicide","classification.ores.articletopic/History and Society.Education|453|classification.ores.articletopic/Culture.Media.Films|270|classification.ores.articletopic/Geography.Regions.Europe.Eastern Europe|979|classification.ores.articletopic/STEM.Physics|979|classification.ores.articletopic/Geography.Regions.Europe.Northern Europe|834|classification.ores.articletopic/Geography.Regions.Europe.Europe*|976|classification.ores.articletopic/Culture.Media.Television|874|classification.ores.articletopic/Culture.Media.Media*|981|classification.ores.articletopic/STEM.STEM*|949|classification.ores.articletopic/Culture.Visual arts.Visual arts*|998|classification.ores.articletopic/History and Society.Politics and government|738","Q6567334","tt1024932","City Homicide","not exact match",NA,NA
"Queen Adran","classification.ores.articletopic/Culture.Literature|1000|classification.ores.articletopic/Culture.Biography.Women|965|classification.ores.articletopic/Culture.Media.Films|961|classification.ores.articletopic/Culture.Media.Media*|896|classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|847|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|705","Q7270167","tt452903",NA,NA,NA,NA
"The Cut (película)","classification.ores.articletopic/Culture.Media.Media*|955|classification.ores.articletopic/Culture.Media.Films|973|classification.ores.articletopic/Geography.Regions.Africa.Africa*|986","Q60737640","tt8413566","Disconnect","not exact match",NA,NA
"A Long Night","classification.ores.articletopic/Culture.Media.Media*|875|classification.ores.articletopic/Culture.Media.Films|940","Q79355449","tt6783894","A Long Night","match",NA,NA
"Sabri Kaliç","classification.ores.articletopic/Culture.Media.Media*|956|classification.ores.articletopic/Culture.Media.Films|919|classification.ores.articletopic/Culture.Biography.Biography*|731","Q6100836","tt1966660","Ölüm Yolculugu","not exact match",NA,NA
"Mensaje interrumpido","classification.ores.articletopic/Culture.Media.Films|1000|classification.ores.articletopic/Culture.Media.Media*|999","Q106944739","tt14602030","Mensaje interrumpido","match",NA,NA
"Mi novia otaku","classification.ores.articletopic/Culture.Media.Media*|998|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|507|classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|692|classification.ores.articletopic/Culture.Media.Films|1000","Q122925802","tt28775464","My Otaku Girlfriend","not exact match",NA,NA
"Chinas (película)","classification.ores.articletopic/Culture.Media.Films|1000|classification.ores.articletopic/Culture.Media.Media*|1000","Q122973966","tt21282898","Chinas","not exact match",NA,NA
