"title","weighted_tags","wikibase_item","PersonID","primaryName","status","QID.imdb","imdb.status"
"Marcia Wallace","classification.ores.articletopic/Culture.Biography.Biography*|990|classification.ores.articletopic/Culture.Media.Television|797|classification.ores.articletopic/Culture.Biography.Women|901|classification.ores.articletopic/Culture.Media.Music|293|classification.ores.articletopic/Geography.Regions.Americas.North America|702","Q264603","nm0908761","Marcia Wallace","match",NA,NA
"Fred Rogers","classification.ores.articletopic/Geography.Regions.Americas.North_America|946|classification.ores.articletopic/Culture.Media.Music|926|classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Media.Media*|938","Q1275768","nm0736872","Fred Rogers","match",NA,NA
"Gillian Elisa","classification.ores.articletopic/Geography.Regions.Europe.Northern Europe|692|classification.ores.articletopic/Culture.Biography.Biography*|636|classification.ores.articletopic/Culture.Media.Media*|664|classification.ores.articletopic/Culture.Media.Television|718","Q5562229","nm0253687","Gillian Elisa","match",NA,NA
"Frankie Muniz","classification.ores.articletopic/Geography.Regions.Americas.North America|699|classification.ores.articletopic/Culture.Sports|153|classification.ores.articletopic/Culture.Biography.Biography*|970","Q310275","nm0005260","Frankie Muniz","match",NA,NA
"Jason Marsden","classification.ores.articletopic/Geography.Regions.Americas.North America|579|classification.ores.articletopic/Culture.Media.Television|791|classification.ores.articletopic/Culture.Biography.Biography*|631|classification.ores.articletopic/Culture.Media.Media*|959","Q739105","nm0005189","Jason Marsden","match",NA,NA
"Clive Swift","classification.ores.articletopic/Culture.Biography.Biography*|808|classification.ores.articletopic/Culture.Media.Television|577|classification.ores.articletopic/Culture.Media.Media*|865|recommendation.link/exists|1","Q776860","nm842578",NA,NA,NA,NA
"Al Pacino","classification.ores.articletopic/Culture.Media.Films|300|classification.ores.articletopic/Culture.Media.Media*|784|classification.ores.articletopic/Culture.Sports|50|classification.ores.articletopic/Culture.Biography.Biography*|731|classification.ores.articletopic/Geography.Regions.Americas.North America|748","Q41163","nm0000199","Al Pacino","match",NA,NA
"Sarah Patterson","classification.ores.articletopic/Culture.Media.Films|908|classification.ores.articletopic/Geography.Regions.Europe.Eastern Europe|945|classification.ores.articletopic/Culture.Biography.Biography*|600|classification.ores.articletopic/Geography.Regions.Europe.Europe*|619|classification.ores.articletopic/Culture.Media.Media*|903","Q467760","nm0666395","Sarah Patterson","match",NA,NA
"Paul Robeson","classification.ores.articletopic/Geography.Regions.Americas.North America|864|classification.ores.articletopic/Culture.Biography.Biography*|965|classification.ores.articletopic/History and Society.History|356|classification.ores.articletopic/History and Society.Society|387|classification.ores.articletopic/Culture.Philosophy and religion|500","Q273233","nm0732079","Paul Robeson","match",NA,NA
"Paul Reubens","classification.ores.articletopic/Culture.Media.Media*|569|classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Geography.Regions.Americas.North_America|679|classification.ores.articletopic/Culture.Media.Films|705","Q720581","nm0000607","Paul Reubens","match",NA,NA
