"title","wikibase_item","Studio"
"Freiwurf (Film)","Q784211","studio = | Genre = [[Soundtrack]] "
"Der Angriff der Gegenwart auf die übrige Zeit","Q7714702","studio = [[Kairos-Film]]<br />[[Städtische Bühnen Frankfurt am Main]]<br />[[Zweites Deutsches Fernsehen]] (ZDF) "
"Mina Kiá","Q58942575","studio = | released = September 28, 2017 runtime = 45 minutes "
