"title","wikibase_item","CompanyID","QID.imdb"
"ÍNN","Q8078568","co0280241",NA
"Ridley Scott","Q56005","co0074212",NA
"Smekkleysa","Q579423","co0207015",NA
"Zik Zak","Q14481463","co0046271",NA
