"wikibase_item","PersonID","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"Q11818451","nm0542357","Piro Mani","1932","2021","director,actor","tt15315266,tt15261446,tt0354176,tt15269490"
"Q1738867","nm0028932","Zoya Andreyeva","\N","\N","writer","tt0237489"
"Q15079045","nm0109584","Helge Brinkerback","1918","1983","actor","tt0044604"
"Q2425373","nm13073915","Ratko Radovanovic","\N","\N",NA,"tt15788208,tt21107616"
"Q4356617","nm0007895","Alex Abbiss","\N","\N","producer,actor","tt0431661,tt0827175,tt0349664,tt0193007"
"Q2346231","nm3948350","Steve Burtt","\N","\N",NA,"tt1673457"
"Q25806","nm4217362","Klevis Bega","\N","\N","actor","tt1815586,tt6462710,tt2050589,tt1683055"
"Q26250974","nm0161159","Tin-Nam Chun","\N","\N","writer,script_department,miscellaneous","tt0429078,tt0913968,tt1075419,tt1403130"
"Q11008361","nm2603248","Koço Qendro","1927","\N","actor","tt0350505,tt29249632,tt0354122,tt0296267"
"Q16008468","nm0198715","Donna Damerel","1912","1941","actress","tt0025542"
"Q94862455","nm1980787","Joseph Wiener-Braunsberg","\N","\N","writer","tt0470838"
"Q122763183","nm5080234","Marek Sanak","\N","\N","cinematographer","tt2180516,tt0441074"
"Q11764092","nm1046373","Luftar Pajo","1941","\N","actor","tt0353402,tt0295982,tt0295383,tt0171346"
"Q122958678","nm9112043","Marcel Opalinski","\N","\N","actor","tt26732848,tt1094354,tt2264054,tt9040760"
"Q407741","nm2054767","Tiahoga Ruge","\N","\N","director,producer,writer","tt11394188,tt1985066,tt0483707"
"Q3194367","nm1891678","Mic Neumann","\N","\N","producer,director,writer","tt0455262"
"Q273999","nm3469807","Aleksandra Ponyatovskaya","\N","\N","writer","tt1441129,tt1441130"
"Q97316998","nm6492396","Katya Skakun","\N","\N","producer,actress,miscellaneous","tt8923736,tt14241108,tt5148210,tt5716994"
"Q18741362","nm2708574","Elena Uzhinova","\N","\N","writer,art_director,director","tt1405565,tt0130985,tt2606820,tt3364880"
"Q236954","nm1822274","Joshua","1982","2008","actor","tt0477457,tt0442823,tt0312843"
"Q467621","nm2763930","Django Stewart","\N","\N","actor","tt8377434,tt5766642,tt1081919,tt0058796"
"Q2061182","nm0556488","Sasha Maslansky","1969","\N","miscellaneous,camera_department,producer","tt1639088,tt0110857,tt4068842,tt0100530"
"Q271273","nm0680789","Shelley Phillips","\N","\N","actress,stunts","tt6683502,tt0192164,tt0112579,tt5565090"
"Q2911053","nm9171376","Jeki Zaborov","\N","\N",NA,"tt5268890"
"Q5591005","nm3361017","Lana Esslinger","2000","\N","actress","tt5255524,tt1520907,tt1391884,tt2168924"
"Q3090004","nm4372493","Jean-François Malle","\N","\N","producer","tt0054758"
"Q99638855","nm2210461","Kimberly Adair","1978","2020","actress,miscellaneous","tt0452046,tt2066069,tt2140113,tt2170435"
"Q715461","nm0741947","Daniela Rosen","1946","2013","actress","tt0063494,tt0310156,tt0282763,tt0062449"
"Q293067","nm0212943","Roy Dean","1925","2002","actor","tt0051312,tt0058805,tt1661095,tt0040051"
"Q362072","nm0490667","Hans Laube","\N","\N","miscellaneous","tt0151530,tt0054271"
"Q3530677","nm1040542","Mike Korologos","\N","\N","writer","tt0052520"
"Q4475449","nm0414310","Adrian Jacobs","1929","1997","actor","tt0113175"
"Q5585177","nm0331714","Harry Gostelow","1964","\N","actor","tt2235695,tt1475582,tt1076240,tt0138097"
"Q6771816","nm0205208","Myra Jones","1916","1988","miscellaneous,actress","tt0042702,tt0049829,tt0054215,tt0048960"
"Q518796","nm0530088","Encarnación López","1897","1945","actress,music_department,miscellaneous","tt1628763,tt0006690,tt0014415"
"Q558837","nm0617914","Titti Mörk","\N","\N","script_department,assistant_director","tt0119249,tt0104350,tt0809946,tt0205027"
"Q1131456","nm1955208","Connie Bremer","\N","\N",NA,"tt0465467"
"Q260570","nm3974786","Fever Ray","\N","\N","soundtrack,composer,miscellaneous","tt1528071,tt1486185,tt1600524,tt0498381"
"Q28647560","nm0031490","Albert Antonucci","\N","\N","miscellaneous","tt0039887,tt0040966,tt0041947"
"Q178527","nm2672029","Ken Browning","\N","\N","actor","tt1043513,tt1155717,tt1201151,tt1557624"
"Q234089","nm0041144","Megan Atwater","\N","\N","actress","tt0151397"
"Q443085","nm0057427","Jérôme Barrier","\N","\N","actor","tt0090874"
"Q96292","nm0052296","Erik Bannenberg","1961","\N","cinematographer,camera_department,editor","tt0157583,tt0266017,tt0253987,tt0262139"
"Q962037","nm0007801","Brahim Abbadzi","\N","\N","actor","tt0098796"
"Q99529","nm0047790","Michelle Baines","\N","\N","costume_department","tt0409459,tt0770828,tt0343818,tt0376994"
"Q100684326","nm3438877","Leif Sandqvist","\N","\N","writer,director,actor","tt6620412,tt1640186,tt7683892,tt1430141"
"Q104722529","nm11851130","Linghe Zhang","1997","\N","actor","tt13086598,tt14922556,tt21388150,tt23732672"
"Q69697229","nm12174956","Im Sung-jae","1987","\N","actor","tt20869502,tt11535228,tt20600022,tt24640580"
"Q110406244","nm1637366","Ken Raika","\N","\N","director,animation_department,assistant_director","tt13821744,tt11297416,tt28259541,tt28727526"
"Q95550743","nm9468150","Sa-Bong Yoon","\N","\N","actress","tt12560270,tt24224842,tt24640580,tt8750956"
"Q24837081","nm6924234","Huai-Yun Zhan","1998","\N","actor","tt27671363,tt27850500,tt4044970,tt6072662"
"Q111899432","nm11530014","Hanzhi Xiang","2002","\N","actress","tt28115920,tt12215998,tt13598988,tt17322662"
"Q109329436","nm12083218","Chih-Siou","\N","\N",NA,"\N"
"Q110405487","nm2896544","Yue-Yun Lin","\N","\N","actress","tt0071729,tt0314064,tt1244565,tt1759650"
"Q68069111","nm14468089","Ping Ng","\N","\N","actress","tt26244196"
"Q17361426","nm6138923","Shô Hirano","\N","\N","actor","tt3433570,tt9816396,tt23062408,tt6861402"
"Q10908444","nm4144035","Nam Hoi Sap-Sam Long","1910","\N","writer,director","tt3552366,tt14416318,tt3376622,tt1754289"
"Q116226379","nm11793832","Shuang Yuan","\N","\N","director","tt12845006,tt28036189,tt23332944"
"Q9096581","nm4185117","Jin-Erh Cheng","\N","\N","actor","tt2846484,tt2229632,tt6616844,tt4587564"
"Q8971452","nm3550106","Kuo-hsien Ma","\N","\N","actor","tt13034054,tt24515530,tt26690684,tt7827458"
"Q78116339","nm9884628","Yu-Ping Wang","\N","\N","actress","tt23023988,tt16296066,tt13388018,tt10732758"
"Q97166617","nm11600693","Isaac Yang","\N","\N","actor","tt12369160,tt27850500,tt15445340,tt27503181"
"Q97176494","nm12735546","Mike Lin","\N","\N","actor","tt13388018,tt15438100,tt15964690,tt11205260"
"Q88071155","nm13154937","Lai-Ying Tang","\N","\N","actress","tt15244854,tt16236420,tt18283752,tt26493446"
"Q109410737","nm13387163","Yu-Jing Hong","\N","\N","actor","tt22072834,tt22742964,tt18968540,tt12921022"
"Q22975033","nm10463675","Rae-Hyung Cha","\N","\N","actor","tt11570202,tt12504214,tt5918028,tt7299298"
"Q9355429","nm0461912","Michelle Ko","\N","\N","actress","tt0253068,tt0284510"
"Q104723120","nm14001084","Boris Wang","1999","\N","actor","tt19434166,tt21876642,tt22029840,tt25382986"
"Q105717557","nm11329980","Yu-Ting Liu","\N","\N","actress","tt10419158,tt6273196"
"Q109318747","nm13163823","Yûsei Yagi","\N","\N","actor","tt16259218,tt19783642,tt27190932,tt22187898"
"Q21094420","nm0159499","Sam Christopher Chow","\N","\N","actor","tt0099912,tt0096032,tt0097394,tt0097060"
"Q97350828","nm1397466","Lisbeth Bøgh","\N","\N","animation_department,art_department,miscellaneous","tt0271263,tt0107289,tt0168856,tt0104622"
"Q9017379","nm1794888","Paul Che","\N","\N","actor","tt1634122,tt0465580,tt10165900,tt0434008"
"Q47665777","nm7861345","87gongzhu","\N","\N","actress","tt19655892,tt8443704"
"Q15903850","nm2327398","Chun-Tong Yip","\N","\N","actor","tt0111829,tt0827967"
"Q16770385","nm5805398","Yûta Kishi","\N","\N","actor","tt3265406,tt8319778,tt6936468,tt27501845"
"Q7206856","nm3911700","Kei-Chan Tang","\N","\N","actor,music_department,writer","tt0205191,tt1653948,tt0082936,tt0199019"
"Q19850139","nm6868056","Yan Jiang","\N","\N","actress","tt7904740,tt7759858,tt6794972,tt15738790"
"Q2278731","nm3297915","Kevin Shih Hung Chen","1976","\N","actor","tt1252595,tt6071060,tt2585798,tt1640488"
"Q116226641","nm9884974","Boquan Ma","\N","\N","actor","tt11152064,tt11428184,tt11502628,tt8894324"
"Q120697069","nm2859311","Liang-Ge Hsiao","\N","\N","actor","tt0188762,tt1807072,tt3748044,tt3397580"
"Q17159782","nm5301216","Yûta Jingûji","\N","\N","actor","tt15541252,tt2427556,tt9552352,tt20425898"
"Q21040416","nm2904564","Kang-Ling Sung","\N","\N","actress","tt10059682,tt0819818,tt0075203,tt1700480"
"Q11657733","nm11215133","Ryohei Abe","\N","\N","actor","tt3265406,tt7014382,tt15162634,tt14282010"
"Q110107515","nm10234073","Kris Sun Zu Jun","\N","\N","actor","tt20672760,tt6175760,tt9587412,tt9193596"
"Q18052749","nm3333611","Dae-hwan Oh","1979","\N","actor","tt2025506,tt6256692,tt7243750,tt2351310"
"Q4392220","nm4941780","Taiga Kyômoto","\N","\N","actor","tt14544830,tt3433570,tt3409718,tt19845354"
"Q112966490","nm13207454","Shin So Hyun","\N","\N","actress","tt16403560"
"Q18175830","nm5710042","Kim Jae Hwa","\N","\N","actor","tt2593336"
"Q359325","nm10193295","Tonina Matamalas","\N","\N","director,writer,animation_department","tt9134992,tt15807040"
"Q19795102","nm12515651","Han Eu-Ddeum","\N","\N","actress","tt26315488,tt14518284"
"Q97300667","nm11052767","Shen Li","\N","\N","actor","tt24252088,tt7872144,tt11273352,tt9680630"
"Q97347054","nm9585732","Fengtian He","\N","\N","actor","tt10773384,tt9632208,tt11285768,tt15509598"
"Q6409466","nm12402678","Matsushima Sou","\N","\N",NA,"tt3255862"
"Q55731662","nm11606987","Ahn Tae-Hwan","\N","\N","actor","tt12246190,tt12415644,tt13067118,tt26314750"
"Q110405586","nm11106604","Devin Pan","\N","\N","actor","tt26687035,tt15742308,tt21936550,tt11836470"
"Q19598756","nm7009684","Min-Sang Kim","1968","\N","actor","tt12560270,tt14482296,tt6356086,tt11769798"
"Q460431","nm1577275","Grete Winton","1919","1999",NA,"tt0213372,tt0328499"
"Q114690490","nm11031987","Liu Yi Tong","\N","\N","actor","tt27655047,tt12193104,tt11372998,tt11061532"
"Q6692548","nm2881479","Zhongrui Chi","\N","\N","actor","tt6584554,tt0341669,tt2017052,tt1163129"
"Q28417636","nm14201234","Shao-ting Lin","\N","\N","actor","tt23018080"
"Q20944072","nm6020340","Ye-ji Kong","\N","\N","actress","tt6058878,tt26693803,tt3265450,tt4708348"
"Q16077024","nm8274265","Iraqa","\N","\N","actress","tt4325992,tt5868716"
"Q105704922","nm13986714","Kim Geon-U","\N","\N","actor","tt21919870"
"Q120696849","nm0157741","Frankie Chi-Leung Chan","\N","\N","actor,producer,art_department","tt0105174,tt0102293,tt0105851,tt0101490"
"Q11468200","nm3213982","Ikusaburô Yamazaki","1986","\N","actor","tt14288036,tt12221504,tt5508538,tt6194486"
"Q11701685","nm8686501","Han-Na Lee","1998","\N","actress","tt3693428,tt3211198,tt3696210,tt27838483"
"Q229202","nm1541312","Marigold Sharman","1933","2012","actress","tt0165593,tt0380953,tt0164301,tt0129717"
"Q8994339","nm12104714","Chiao Lee","\N","\N","writer","tt13552312,tt13552562"
"Q114690772","nm10436408","Yiran Zhou","\N","\N","actress","tt23333066,tt18689962,tt11502620,tt17023860"
"Q97346943","nm8789593","Xingyu Lu","\N","\N","actor","tt12458154,tt14390970,tt15964324,tt11161854"
"Q538868","nm3135094","Joe Manchin III","1947","\N",NA,"tt1065120,tt1787816,tt0247880,tt1731764"
"Q116226408","nm12215442","Wei-hsi Li","\N","\N","actor","tt13304210"
"Q97347552","nm10623094","Ting-Hsuan Chen","\N","\N","actor","tt26733528,tt10909554,tt7834636"
"Q7216273","nm3413668","Kai Wai Chun","\N","\N","actor","tt21086474,tt1194624,tt4280012,tt1535492"
"Q27888815","nm7031645","Tie-Hsiang Ban","1957","\N","actor","tt6352718,tt9652984,tt5231950,tt4663630"
"Q56283665","nm9534292","Hunt Chang","\N","\N","actor","tt7834636,tt4967094"
"Q111429936","nm11856677","Kim No-Jin","\N","\N","actress","tt14518610,tt12525622,tt12998268,tt22191360"
"Q104722516","nm9038050","Jingxuan Liao","\N","\N","actor","tt6967268"
"Q111823794","nm11761048","Tong Thanayut Thakoonauttaya","\N","\N","actor","tt11546860,tt19370256,tt13033542,tt28686328"
"Q3178728","nm4941533","Jesse","1996","\N","actor","tt27453633,tt14544830,tt26744484,tt3265406"
"Q626950","nm3046205","Keiichirô Koyama","\N","\N","actor,soundtrack","tt8952826,tt7260466,tt0824021"
"Q8982343","nm0512820","Lingyu Li","\N","\N","actor","tt0209189"
"Q11399575","nm0441419","Yôichi Katô","\N","\N","writer,executive","tt4168022,tt21104890,tt0131179,tt8161914"
"Q11114210","nm4086450","Hon-Wai Leung","\N","\N","actor","tt16194960,tt28755361,tt0182965,tt0185188"
"Q65056305","nm1668362","Peter Beaumont","\N","\N","actor","tt0063362"
"Q109412954","nm8238517","April Liu","\N","\N","actress","tt6096888,tt7073222,tt9915156,tt7062944"
"Q9186182","nm4514442","Ryôsuke Yamamoto","1995","\N","actor","tt4727580,tt5081340,tt5811926,tt6306178"
"Q117747440","nm3554494","Chieh Hou","\N","2019","actor","tt2862614,tt2182253,tt1604900,tt4426576"
"Q8981223","nm8261855","Qi Lu","1953","\N","actor,director","tt28130049,tt18500966,tt1239402,tt0105895"
"Q861999","nm5575098","William Cassidy","\N","\N",NA,"tt1916719,tt0426347"
"Q20039957","nm4941909","Yûgo Kôchi","\N","\N","actor","tt5996990,tt14282010,tt10443410,tt22174400"
"Q65053139","nm5142277","Man-sze Yu","\N","\N","actress","tt2008006"
"Q1677579","nm4419312","Jacob Lew","\N","\N",NA,"tt0426347,tt2331119,tt0270116,tt0149490"
"Q65031692","nm0130271","Lun Chia","1942","\N","actor","tt0082231,tt0076281,tt0079265,tt0091140"
"Q120696749","nm10506447","Sung Joon Park","\N","\N","actor","tt14895216,tt13271834,tt12531492,tt26228312"
"Q5354418","nm5300760","Ryôsuke Hashimoto","\N","\N","actor","tt3108210,tt2747342,tt15739030"
"Q721871","nm1060863","James Risch","\N","\N","art_department","tt0097815"
"Q24887830","nm9548742","Kousei Yuuki","\N","\N","actor","tt7446086,tt15655208,tt11478014,tt9332122"
"Q5361982","nm2028614","Shinya Ueda","\N","\N","actor","tt27470538,tt3029558,tt12069732,tt1989387"
"Q104723838","nm14201233","Lin-yuan Huang","\N","\N","actress","tt23018080"
"Q4253305","nm4707191","Tasuku Nagase","1993","\N","actor","tt2952076,tt2632184,tt2238472,tt2519428"
"Q112966179","nm5383258","Tung-yen Chou","\N","\N","director,cinematographer,writer","tt19857546,tt2543736,tt4883482,tt7354430"
"Q112966297","nm8530840","Wei Zhang","\N","\N","writer","tt20770974,tt5686372,tt10703664,tt1674766"
"Q120696939","nm9738964","Deng Ke","\N","\N","producer,director,writer","tt10410130,tt12477660,tt28116044,tt9531862"
"Q6846090","nm5149797","Steve Palazzo","\N","\N","visual_effects","tt0123338,tt0168846"
"Q111700540","nm1282703","Kea Tso","1916","1997","director,writer,music_department","tt13587662,tt2750248,tt2288169,tt0247292"
"Q97171809","nm5607370","Chung-Min Yin","\N","\N","actor","tt14246954,tt6129128,tt14597334"
"Q53330288","nm8126241","Matt Gnaizda","\N","\N","producer,writer","tt5713106,tt6182808,tt5713266,tt5751176"
"Q116226959","nm1285304","Futang Wang","1932","2005","actor","tt0089916,tt0342893,tt1163129,tt2016857"
"Q120834056","nm1251558","Lan Gu","\N","\N","actor","tt0334736,tt0339269"
"Q1941306","nm2073120","Mike Rogers","\N","\N","cinematographer,director,producer","tt6561202,tt1722580,tt5700402,tt8640994"
"Q84473868","nm0862503","Chengren Tian","\N","\N","actor","tt1054024,tt0344581,tt5295280,tt0263490"
"Q97191372","nm0525824","Wan-Pin Cheng","\N","\N","writer","tt7053684,tt7914688"
"Q76406530","nm1250623","Dezhang Bai","1931","2019","actor,director,writer","tt0356504,tt28477467,tt9686514,tt0350759"
"Q6653636","nm0583966","Miaomiao Liu","\N","\N","editor,director,actress","tt0439884,tt0465676,tt0279520,tt6628322"
"Q580823","nm0868015","Reggie Torian","1950","2016","actor","tt7401108,tt0072284"
"Q30074901","nm0659040","Yu Pan","\N","\N","actress,writer","tt0354611,tt4108872,tt0207964"
"Q714162","nm3158266","John Seigenthaler Sr.","1927","2014","editor","tt13091824,tt0290358,tt1305067,tt0258545"
"Q109415117","nm10480195","Hexuan Guo","\N","\N","actor","tt18252108,tt7605074,tt10773262,tt12368430"
"Q18815655","nm3886583","Ji-woong Wi","\N","\N","actor","tt1814665,tt1465518,tt1606384,tt1773020"
"Q5301573","nm2039444","Douglas Kennedy","\N","\N",NA,"tt1240986,tt0185800,tt0344647,tt0344646"
"Q110109983","nm13669072","Po-Yun Yu","\N","\N","actor","tt27940946,tt20248384,tt22477934,tt28663766"
"Q96715966","nm12759169","Ryusei Iwata","\N","\N","actor","tt6105880,tt15048598,tt6528290,tt14377480"
"Q60993149","nm4344411","Ping Zhang","\N","\N","actor","tt3399796,tt2750312,tt6721720,tt1851021"
"Q113367533","nm12766048","Stella Moris","\N","\N",NA,"tt15275848,tt15066072"
"Q108913327","nm0607695","Luca Morsella","\N","\N","director,assistant_director,writer","tt1706605,tt0230448,tt5735554,tt0087843"
"Q120834058","nm1275042","Duo Cao","1929","2005","actor","tt6450578,tt6584254,tt1163129,tt0340043"
"Q725376","nm0711279","Judy Rasmuson","\N","\N","camera_department","tt0190435"
"Q117746204","nm0437619","Li Tung","1941","\N","actor","tt5420884,tt0202006,tt0121738,tt3186702"
"Q374900","nm0878988","Tracy Tynan","1952","\N","costume_designer,producer,director","tt0115862,tt0092654,tt0092666,tt0988095"
"Q2750857","nm4470633","Luis Martínez Noval","\N","2013",NA,"tt0424702,tt0419321"
