"title","weighted_tags","wikibase_item","PersonID","primaryName","status","QID.imdb","imdb.status"
"Pertti Ylermi Lindgren","classification.ores.articletopic/Geography.Regions.Europe.Northern_Europe|996|classification.ores.articletopic/Geography.Regions.Europe.Europe*|971|classification.ores.articletopic/Culture.Biography.Biography*|685","Q5475386","nm0511855","Pertti Ylermi Lindgren","match",NA,NA
"Luettelo vuonna 2020 kuolleista henkilöistä","classification.ores.articletopic/Culture.Biography.Biography*|672|recommendation.link/exists|1","Q78748936","nm0517506","Annie Ross","not exact match",NA,NA
"Julia Robertsin filmografia","classification.ores.articletopic/Culture.Sports|37|classification.ores.articletopic/Culture.Media.Films|610|classification.ores.articletopic/Culture.Media.Media*|796|classification.ores.articletopic/Culture.Biography.Biography*|753","Q17145457","nm0000210","Julia Roberts","not exact match",NA,NA
"Luettelo tunnetuista transihmisistä","classification.ores.articletopic/Culture.Biography.Biography*|538|classification.ores.articletopic/History_and_Society.Society|991","Q2062354","nm9651588","Abigail Thorn","not exact match",NA,NA
"Mirjam Himberg","classification.ores.articletopic/Culture.Biography.Biography*|979|classification.ores.articletopic/Culture.Media.Films|831|classification.ores.articletopic/Culture.Media.Media*|808|classification.ores.articletopic/Geography.Regions.Europe.Europe*|585","Q11882987","nm475021",NA,NA,"nm0385377",NA
"Luettelo tunnetuista sokeista","classification.ores.articletopic/Culture.Biography.Biography*|408","Q2256009","nm0176839","Ry Cooder","not exact match",NA,NA
"Tom Stoppard","classification.ores.articletopic/Culture.Biography.Biography*|361|classification.ores.articletopic/Culture.Performing arts|994|recommendation.link/exists|1","Q294773","nm000177",NA,NA,"nm0001779",NA
"Carice van Houten","classification.ores.articletopic/Culture.Biography.Biography*|838|classification.ores.articletopic/Culture.Biography.Women|834","Q232384","nm396924",NA,NA,"nm0396924",NA
"Alfred Dreyfus","classification.ores.articletopic/History and Society.History|197|classification.ores.articletopic/Geography.Regions.Europe.Europe*|931|classification.ores.articletopic/History and Society.Military and warfare|854|classification.ores.articletopic/Geography.Regions.Europe.Western Europe|979|classification.ores.articletopic/Culture.Biography.Biography*|860","Q171826","nm0000377","Richard Dreyfuss","not exact match",NA,NA
"Vanessa Marcil","classification.ores.articletopic/Culture.Media.Media*|712|classification.ores.articletopic/Culture.Media.Television|531|classification.ores.articletopic/Geography.Regions.Americas.North_America|912|classification.ores.articletopic/Culture.Biography.Biography*|999|classification.ores.articletopic/Culture.Media.Entertainment|877|classification.ores.articletopic/Culture.Media.Films|914|recommendation.image/exists|1","Q231584","nm000522",NA,NA,"nm0000522",NA
"Linda Cardellinin filmografia","classification.ores.articletopic/Culture.Media.Media*|889|classification.ores.articletopic/Culture.Literature|754|classification.ores.articletopic/Culture.Biography.Biography*|446|classification.ores.articletopic/Culture.Media.Films|351","Q86753793","nm0004802","Linda Cardellini","not exact match",NA,NA
"Ashanti (laulaja)","classification.ores.articletopic/Culture.Media.Music|1000|classification.ores.articletopic/Geography.Regions.Americas.North_America|737|classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Media.Media*|1000","Q161877","nm1215338",NA,NA,"nm0038680",NA
"Carl-Kristian Rundmanin filmografia ja esiintymiset","classification.ores.articletopic/Geography.Regions.Europe.Europe*|718|classification.ores.articletopic/Culture.Biography.Biography*|629","Q108352417","nm0750234","Carl-Kristian Rundman","not exact match",NA,NA
"Guti","classification.ores.articletopic/Geography.Regions.Europe.Europe*|723|classification.ores.articletopic/Geography.Regions.Europe.Southern Europe|969|classification.ores.articletopic/Culture.Sports|949|classification.ores.articletopic/Culture.Biography.Biography*|920","Q194461","nm1899558","Guti","match",NA,NA
"Bette Davisin filmografia ja esiintymiset","classification.ores.articletopic/Culture.Biography.Biography*|725|classification.ores.articletopic/Culture.Media.Films|701|classification.ores.articletopic/Culture.Media.Media*|947","Q4859096","nm0000012","Bette Davis","not exact match",NA,NA
"Paul Shaffer","classification.ores.articletopic/Culture.Media.Media*|977|classification.ores.articletopic/Culture.Media.Music|907|classification.ores.articletopic/Geography.Regions.Americas.North_America|724|classification.ores.articletopic/Culture.Media.Television|907|classification.ores.articletopic/Culture.Biography.Biography*|952|classification.ores.articletopic/Culture.Media.Entertainment|899","Q963626","nm0787322",NA,NA,"nm0787238",NA
"Måns Groundstroem","classification.ores.articletopic/Culture.Biography.Biography*|726|classification.ores.articletopic/Culture.Media.Media*|897|classification.ores.articletopic/Culture.Media.Music|967","Q11883800","nm8523802","Akipekka Alanko","not exact match","nm2494288",NA
"Luettelo tunnetuista skitsofreenikoista","classification.ores.articletopic/Culture.Biography.Biography*|793","Q6633251","nm0001966","Clara Bow","not exact match",NA,NA
"Viisasteleva sydän","classification.ores.articletopic/Culture.Biography.Biography*|408|classification.ores.articletopic/Culture.Literature|992|classification.ores.articletopic/Culture.Media.Books|989|classification.ores.articletopic/Culture.Media.Media*|949","Q333179","nm0000807","Jane Austen","not exact match",NA,NA
"Tangerine Dream","classification.ores.articletopic/Culture.Media.Media*|970|classification.ores.articletopic/Culture.Media.Music|961|classification.ores.articletopic/Culture.Biography.Biography*|893|recommendation.image_section/exists|1","Q153616","nm0296209","Edgar Froese","not exact match","nm1725839",NA
"Siobhán Donaghy","classification.ores.articletopic/Culture.Media.Music|817|classification.ores.articletopic/Culture.Biography.Women|771|classification.ores.articletopic/Culture.Biography.Biography*|989|classification.ores.articletopic/Culture.Media.Media*|808","Q236240","nm1104281",NA,NA,"nm0231908",NA
"Penélope Cruzin filmografia","classification.ores.articletopic/Culture.Media.Films|971|classification.ores.articletopic/Culture.Biography.Women|671|classification.ores.articletopic/Culture.Biography.Biography*|952","Q6351478","nm0004851","Penélope Cruz","not exact match",NA,NA
"Matthew Gray Gubler","classification.ores.articletopic/Culture.Media.Media*|745|classification.ores.articletopic/Culture.Biography.Biography*|909","Q313501","nm1693763",NA,NA,"nm1131557",NA
"Brendan Coyle","classification.ores.articletopic/Geography.Regions.Europe.Northern_Europe|843|classification.ores.articletopic/Culture.Media.Media*|658|classification.ores.articletopic/Culture.Media.Films|893|classification.ores.articletopic/Geography.Regions.Europe.Europe*|607|classification.ores.articletopic/Culture.Biography.Biography*|996","Q908668","nm185354",NA,NA,"nm0185354",NA
"Ilkka Olavi","classification.ores.articletopic/Culture.Media.Media*|907|classification.ores.articletopic/Culture.Biography.Biography*|615|classification.ores.articletopic/Geography.Regions.Europe.Europe*|523","Q11864520","nm3786916","Ilkka Olavi","match",NA,NA
"Julian Sands","classification.ores.articletopic/Culture.Biography.Biography*|946|classification.ores.articletopic/Culture.Media.Films|962|classification.ores.articletopic/Culture.Media.Media*|890","Q363518","nm00001696",NA,NA,"nm0001696",NA
"Diane Cilento","classification.ores.articletopic/History and Society.Politics and government|761|classification.ores.articletopic/Geography.Regions.Oceania|724|classification.ores.articletopic/Culture.Biography.Biography*|937|classification.ores.articletopic/Culture.Biography.Women|865","Q238871","nm0162284",NA,NA,"nm0162283",NA
"Wong Kar-wai","classification.ores.articletopic/Culture.Biography.Biography*|450|classification.ores.articletopic/Culture.Media.Media*|852|classification.ores.articletopic/Culture.Media.Films|747|classification.ores.articletopic/Geography.Regions.Asia.East Asia|821|classification.ores.articletopic/Geography.Regions.Asia.Asia*|854","Q55431","nm0281508","Ruben Fleischer","not exact match","nm0939182",NA
"IU (laulaja)","classification.ores.articletopic/Culture.Biography.Biography*|792|classification.ores.articletopic/Geography.Regions.Asia.Asia*|892|classification.ores.articletopic/History and Society.Society|492|classification.ores.articletopic/Culture.Media.Music|905|classification.ores.articletopic/Geography.Regions.Asia.East Asia|989|classification.ores.articletopic/Culture.Media.Media*|904","Q20145","nm4653224",NA,NA,"nm3889963",NA
"Maaria Wirkkala","classification.ores.articletopic/Culture.Biography.Biography*|705|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|538","Q11880404","nm0868039","Timo Torikka","not exact match",NA,NA
"Ihor Bjelanov","classification.ores.articletopic/Geography.Regions.Asia.Asia*|819|classification.ores.articletopic/Geography.Regions.Europe.Europe*|943|classification.ores.articletopic/Geography.Regions.Asia.West Asia|299|classification.ores.articletopic/History and Society.Military and warfare|954|classification.ores.articletopic/Culture.Biography.Biography*|961|classification.ores.articletopic/Geography.Regions.Asia.North Asia|995|classification.ores.articletopic/Geography.Regions.Europe.Eastern Europe|988|classification.ores.articletopic/History and Society.Society|572|classification.ores.articletopic/Culture.Sports|991","Q311410","nm2934136","Igor Belanov","not exact match",NA,NA
"Lee Hazlewood","classification.ores.articletopic/Culture.Media.Media*|954|classification.ores.articletopic/Culture.Media.Music|914|classification.ores.articletopic/Culture.Biography.Biography*|982|classification.ores.articletopic/Geography.Regions.Americas.North America|614","Q364781","nm372040",NA,NA,"nm0372040",NA
"Jan Nyquist","classification.ores.articletopic/Culture.Biography.Biography*|909|classification.ores.articletopic/Geography.Regions.Europe.Europe*|607","Q16989506","nm0638823",NA,NA,"nm0638817",NA
"Hyuna","classification.ores.articletopic/Culture.Biography.Biography*|948|classification.ores.articletopic/Culture.Media.Music|647|classification.ores.articletopic/Geography.Regions.Asia.Asia*|788|classification.ores.articletopic/Culture.Media.Media*|914|classification.ores.articletopic/Geography.Regions.Asia.East Asia|870","Q234066","nm5032977",NA,NA,"nm4941752",NA
"Toby Fox","classification.ores.articletopic/Culture.Biography.Biography*|805|classification.ores.articletopic/Culture.Media.Video games|983|classification.ores.articletopic/Culture.Internet culture|992|classification.ores.articletopic/Culture.Media.Media*|969","Q23919389","nm7761079",NA,NA,"nm4912259",NA
"Luettelo tunnetuista HIV-positiivisista","classification.ores.articletopic/Geography.Regions.Americas.North America|678|classification.ores.articletopic/History and Society.Society|350|classification.ores.articletopic/Culture.Biography.Biography*|870","Q831380","nm0082843","John Bindon","not exact match",NA,NA
"Martin Kove","classification.ores.articletopic/Culture.Media.Media*|546|classification.ores.articletopic/Culture.Biography.Biography*|867","Q508795","nm0468379",NA,NA,"nm0184392",NA
"Alex Borstein","classification.ores.articletopic/Culture.Biography.Biography*|986|classification.ores.articletopic/Culture.Biography.Women|766|classification.ores.articletopic/Culture.Media.Media*|907","Q116219","nm097504",NA,NA,"nm0097504",NA
"Joan Rivers","classification.ores.articletopic/Culture.Philosophy and religion|440|classification.ores.articletopic/Culture.Media.Media*|867|classification.ores.articletopic/STEM.Libraries & Information|999|classification.ores.articletopic/Culture.Media.Entertainment|643|classification.ores.articletopic/Culture.Media.Music|170|classification.ores.articletopic/Culture.Biography.Biography*|889|classification.ores.articletopic/Culture.Biography.Women|941|classification.ores.articletopic/History and Society.History|348|classification.ores.articletopic/History and Society.Society|334|classification.ores.articletopic/Culture.Literature|804|recommendation.link/exists|1","Q240933","nm1672",NA,NA,"nm0001672",NA
"Peter Jacobson","classification.ores.articletopic/Culture.Biography.Biography*|629|classification.ores.articletopic/Culture.Media.Media*|794|classification.ores.articletopic/Geography.Regions.Americas.North America|716|classification.ores.articletopic/Culture.Media.Television|712","Q313516","nm0414907",NA,NA,"nm0414772",NA
"Luettelo tunnetuista kuuroista","classification.ores.articletopic/Culture.Biography.Biography*|793","Q2194933","nm0100581","Linda Bove","not exact match",NA,NA
"Kirsten Dunstin filmografia","classification.ores.articletopic/Culture.Media.Media*|942|classification.ores.articletopic/Culture.Biography.Biography*|902|classification.ores.articletopic/Culture.Media.Films|828","Q85314351","nm0000379","Kirsten Dunst","not exact match",NA,NA
"Angelina Jolien filmografia","classification.ores.articletopic/Culture.Media.Films|376|classification.ores.articletopic/Culture.Biography.Biography*|512|classification.ores.articletopic/Culture.Media.Media*|906","Q16878343","nm0001401","Angelina Jolie","not exact match",NA,NA
"Daniela Ruah","classification.ores.articletopic/Culture.Media.Television|886|classification.ores.articletopic/Culture.Media.Media*|757|classification.ores.articletopic/Geography.Regions.Europe.Europe*|638|classification.ores.articletopic/Culture.Biography.Biography*|930","Q235491","nm1378167","Kate Sweedler","not exact match","nm2079733",NA
"Seinen tuntematon","classification.ores.articletopic/Culture.Biography.Women|807|classification.ores.articletopic/Geography.Regions.Europe.Europe*|756|classification.ores.articletopic/Culture.Biography.Biography*|349|classification.ores.articletopic/Geography.Regions.Europe.Western Europe|913","Q284354","nm2477870","Ruth Ann Koesun","not exact match",NA,NA
"Jennifer Lawrencen filmografia","classification.ores.articletopic/Culture.Media.Media*|995|classification.ores.articletopic/Culture.Biography.Biography*|976|classification.ores.articletopic/Culture.Biography.Women|787|classification.ores.articletopic/Culture.Media.Films|999","Q20916609","nm2225369","Jennifer Lawrence","not exact match",NA,NA
"Kate O’Mara","classification.ores.articletopic/Culture.Biography.Women|936|classification.ores.articletopic/Culture.Biography.Biography*|974","Q460245","nm0641817",NA,NA,"nm0140933",NA
"Nicole Kidmanin filmografia","classification.ores.articletopic/History and Society.History|152|classification.ores.articletopic/Culture.Media.Media*|755|classification.ores.articletopic/Culture.Biography.Biography*|739|classification.ores.articletopic/Culture.Media.Films|482","Q17417468","nm0000173","Nicole Kidman","not exact match",NA,NA
"Chuck Connors","classification.ores.articletopic/Geography.Regions.Americas.North America|887|classification.ores.articletopic/Culture.Sports|237|classification.ores.articletopic/Culture.Biography.Biography*|864","Q705738","nm0175200",NA,NA,"nm0168035",NA
"David Cassidy","classification.ores.articletopic/Culture.Media.Music|483|classification.ores.articletopic/Geography.Regions.Americas.North America|761|classification.ores.articletopic/Culture.Biography.Biography*|955|classification.ores.articletopic/Culture.Media.Media*|902|recommendation.image_section/exists|1","Q457306","nm144180",NA,NA,"nm0144180",NA
"Robin Williamsin filmografia","classification.ores.articletopic/Culture.Biography.Biography*|811|classification.ores.articletopic/Culture.Media.Media*|891","Q17157149","nm0000245","Robin Williams","not exact match",NA,NA
"Margot Robbien filmografia","classification.ores.articletopic/Culture.Media.Films|982|classification.ores.articletopic/Geography.Regions.Oceania|988|classification.ores.articletopic/Culture.Media.Media*|994|classification.ores.articletopic/Culture.Biography.Women|952|classification.ores.articletopic/Culture.Media.Television|926|classification.ores.articletopic/Culture.Biography.Biography*|993","Q89350371","nm3053338","Margot Robbie","not exact match",NA,NA
"Peter Vaughan","classification.ores.articletopic/Culture.Media.Media*|861|classification.ores.articletopic/Culture.Biography.Biography*|940","Q930691","nm458104",NA,NA,"nm0891092",NA
"Mira Eskelinen","classification.ores.articletopic/History_and_Society.Society|1000|classification.ores.articletopic/Culture.Biography.Biography*|743|classification.ores.articletopic/Culture.Media.Entertainment|585|classification.ores.articletopic/Culture.Media.Media*|577","Q106460863","nm6625590","Mira Eskelinen","match",NA,NA
"Marlon Brandon filmografia","classification.ores.articletopic/Culture.Media.Films|850|classification.ores.articletopic/Culture.Media.Media*|841|classification.ores.articletopic/Culture.Biography.Biography*|711","Q3305025","nm0000008","Marlon Brando","not exact match",NA,NA
