"title","weighted_tags","wikibase_item","FilmID","primaryTitle","status","QID.imdb","imdb.status"
"Noémie Lvovsky","classification.ores.articletopic/Geography.Regions.Europe.Europe*|822|classification.ores.articletopic/Culture.Biography.Biography*|959|classification.ores.articletopic/Culture.Media.Media*|930|classification.ores.articletopic/Culture.Media.Films|962|classification.ores.articletopic/Culture.Biography.Women|777|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|835","Q440609","tt0208554","Life Doesn't Scare Me","not exact match",NA,NA
"Nicholas Kepros","classification.ores.articletopic/Culture.Media.Media*|812|classification.ores.articletopic/Culture.Biography.Biography*|712|classification.ores.articletopic/Geography.Regions.Americas.North_America|629|classification.ores.articletopic/Culture.Media.Films|554","Q23829615","tt0086879","Amadeus","not exact match",NA,NA
"Giulia Di Quilio","classification.ores.articletopic/Culture.Media.Media*|577|classification.ores.articletopic/Culture.Media.Films|538|classification.ores.articletopic/Culture.Biography.Biography*|961","Q3769258","tt2256385","Lady Burlesque","not exact match",NA,NA
"Paola Della Pasqua","classification.ores.articletopic/Culture.Media.Media*|798|classification.ores.articletopic/Culture.Literature|531|classification.ores.articletopic/Culture.Media.Films|607","Q3893552","tt9063722","A piacer vostro","not exact match",NA,NA
"Puntate di The Defenders","classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|990|classification.ores.articletopic/Culture.Literature|982|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|981|classification.ores.articletopic/Culture.Media.Media*|966|classification.ores.articletopic/Culture.Media.Television|826|classification.ores.articletopic/Culture.Media.Films|658","Q39072275","tt4230076","The Defenders","not exact match",NA,NA
"Camille Keaton","classification.ores.articletopic/Culture.Media.Films|880|classification.ores.articletopic/Culture.Biography.Biography*|999|classification.ores.articletopic/Culture.Media.Media*|793","Q2323644","tt0077713","I Spit on Your Grave","not exact match",NA,NA
"Iris Berben","classification.ores.articletopic/Culture.Biography.Women|839|classification.ores.articletopic/Geography.Regions.Europe.Europe*|822|classification.ores.articletopic/Culture.Media.Media*|863|classification.ores.articletopic/Culture.Biography.Biography*|977|classification.ores.articletopic/Culture.Media.Films|538|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|798","Q71662","tt0441723","Die Patriarchin","not exact match",NA,NA
"Clu Gulager","classification.ores.articletopic/Geography.Regions.Americas.North_America|718|classification.ores.articletopic/Culture.Biography.Biography*|996|classification.ores.articletopic/Culture.Media.Films|812|classification.ores.articletopic/Culture.Media.Media*|737","Q943390","tt0216670","A Day with the Boys","not exact match",NA,NA
"Fred Schepisi","classification.ores.articletopic/Culture.Biography.Biography*|943|classification.ores.articletopic/Culture.Media.Media*|919|classification.ores.articletopic/Culture.Media.Films|956|classification.ores.articletopic/Geography.Regions.Oceania|777","Q703727","tt0094924","A Cry in the Dark","not exact match",NA,NA
"Fredric Lehne","classification.ores.articletopic/Culture.Media.Films|782|classification.ores.articletopic/Culture.Media.Media*|880|classification.ores.articletopic/Culture.Biography.Biography*|994|classification.ores.articletopic/Geography.Regions.Americas.North_America|585","Q1364838","tt0096808","Amityville Horror: The Evil Escapes","not exact match",NA,NA
"Episodi di Jessica Jones (terza stagione)","classification.ores.articletopic/Culture.Media.Media*|974|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|946|classification.ores.articletopic/Culture.Media.Television|826|classification.ores.articletopic/Culture.Literature|939|classification.ores.articletopic/Culture.Media.Films|592|classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|964|recommendation.image/exists|1","Q55322357","tt2357547","Jessica Jones","not exact match",NA,NA
"Django (serie)","classification.ores.articletopic/Culture.Media.Films|901|classification.ores.articletopic/Culture.Media.Media*|917","Q3954442","tt3313446","Django Lives!","not exact match",NA,NA
"Fabian","classification.ores.articletopic/Culture.Biography.Biography*|890|classification.ores.articletopic/Culture.Media.Media*|996|classification.ores.articletopic/Culture.Media.Films|718|classification.ores.articletopic/Culture.Media.Music|554","Q280978","tt1078885","Deep in the Valley","not exact match",NA,NA
"Gary Weeks","classification.ores.articletopic/Culture.Media.Media*|912|classification.ores.articletopic/Culture.Media.Films|798|classification.ores.articletopic/Culture.Biography.Biography*|985","Q5526127","tt1037154","Deadland","not exact match",NA,NA
"Episodi di Bob Hearts Abishola (quarta stagione)","classification.ores.articletopic/Culture.Media.Media*|986|classification.ores.articletopic/Culture.Media.Television|890|classification.ores.articletopic/Culture.Media.Films|754|classification.ores.articletopic/Geography.Regions.Americas.North_America|629|classification.ores.articletopic/Culture.Media.Entertainment|607","Q115668061","tt10329024","Bob Hearts Abishola","not exact match",NA,NA
"Anita Mui","classification.ores.articletopic/Culture.Media.Music|782|classification.ores.articletopic/Culture.Media.Films|651|classification.ores.articletopic/Culture.Media.Media*|986|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|992|classification.ores.articletopic/Geography.Regions.Asia.Asia*|977|classification.ores.articletopic/Culture.Biography.Biography*|884","Q232621","tt0385004","House of Flying Daggers","not exact match",NA,NA
"Michael Winner","classification.ores.articletopic/Culture.Media.Media*|793|classification.ores.articletopic/Culture.Media.Films|637","Q722890","tt0183489","Man with a Gun","not exact match",NA,NA
"Kasi Lemmons","classification.ores.articletopic/Culture.Media.Films|979|classification.ores.articletopic/Culture.Biography.Biography*|877|classification.ores.articletopic/Culture.Media.Media*|979","Q459933","tt0119080","Eve's Bayou","not exact match",NA,NA
"Jack Hill (regista)","classification.ores.articletopic/Culture.Biography.Biography*|891|classification.ores.articletopic/Culture.Media.Media*|877|classification.ores.articletopic/Culture.Media.Films|395","Q722764","tt0073778","Switchblade Sisters","not exact match",NA,NA
"Wallace Beery","classification.ores.articletopic/Culture.Media.Media*|974|classification.ores.articletopic/Culture.Media.Films|968|classification.ores.articletopic/Culture.Biography.Biography*|962","Q322179","tt0032034","Thunder Afloat","not exact match",NA,NA
"Episodi di Peacemaker","classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|960|classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|953|classification.ores.articletopic/Culture.Literature|930|classification.ores.articletopic/Culture.Media.Media*|907|classification.ores.articletopic/Culture.Media.Films|569","Q110700726","tt13146488","Peacemaker","not exact match",NA,NA
"Kris Evans","classification.ores.articletopic/Culture.Media.Media*|998|classification.ores.articletopic/Culture.Biography.Biography*|999|classification.ores.articletopic/History_and_Society.Society|855|classification.ores.articletopic/Culture.Media.Films|1000","Q1170810","tt2171777","BelAmi 3D","not exact match",NA,NA
"When You Wish Upon a Star","classification.ores.articletopic/Culture.Media.Music|892|classification.ores.articletopic/Culture.Media.Media*|978|classification.ores.articletopic/Culture.Media.Films|922|recommendation.image/exists|1","Q2734098","tt0032910","Pinocchio","not exact match",NA,NA
"Alicia von Rittberg","classification.ores.articletopic/Culture.Biography.Biography*|979|classification.ores.articletopic/Culture.Media.Films|867|classification.ores.articletopic/Culture.Media.Media*|904|classification.ores.articletopic/Culture.Biography.Women|585","Q1254834","tt1995390","Our Kind of Traitor","not exact match",NA,NA
"Rupert Wyatt","classification.ores.articletopic/Culture.Media.Films|301|classification.ores.articletopic/Culture.Biography.Biography*|874|classification.ores.articletopic/Culture.Media.Media*|770","Q8296","tt0961728","The Escapist","not exact match",NA,NA
"Giannandrea Pecorelli","classification.ores.articletopic/Culture.Media.Media*|975|classification.ores.articletopic/Culture.Biography.Biography*|974|classification.ores.articletopic/Culture.Media.Films|798","Q3763410","tt0772187","Notte prima degli esami","not exact match",NA,NA
"Laura Poitras","classification.ores.articletopic/Geography.Regions.Americas.North_America|507|classification.ores.articletopic/Culture.Media.Media*|985|classification.ores.articletopic/Culture.Biography.Biography*|803|classification.ores.articletopic/Culture.Media.Films|989","Q6499321","tt21374850","All the Beauty and the Bloodshed","not exact match",NA,NA
"Cristiano Bortone","classification.ores.articletopic/Culture.Biography.Biography*|890|classification.ores.articletopic/Culture.Media.Media*|941|classification.ores.articletopic/Culture.Media.Films|987","Q1140352","tt3021744","10 Rules","not exact match",NA,NA
"Raimondo Crociani","classification.ores.articletopic/Culture.Media.Media*|870|classification.ores.articletopic/Culture.Biography.Biography*|622|classification.ores.articletopic/Culture.Media.Films|959","Q3929577","tt0418018","It's Not Me","not exact match",NA,NA
"Cannon Films","classification.ores.articletopic/Culture.Media.Films|993|classification.ores.articletopic/Culture.Media.Media*|991","Q1033465","tt0087727","Missing in Action","not exact match",NA,NA
"Paul Blackthorne","classification.ores.articletopic/Culture.Media.Media*|874|classification.ores.articletopic/Culture.Biography.Biography*|988|classification.ores.articletopic/Culture.Media.Films|749","Q545016","tt0178866","Rhythm & Blues","not exact match",NA,NA
"Zoran Korach","classification.ores.articletopic/Culture.Biography.Biography*|985|classification.ores.articletopic/Culture.Media.Media*|972|classification.ores.articletopic/Culture.Media.Films|754|classification.ores.articletopic/Culture.Media.Television|507","Q17392420","tt0844441","True Blood","not exact match",NA,NA
"Max Skladanowsky","classification.ores.articletopic/Geography.Regions.Europe.Europe*|629|classification.ores.articletopic/Culture.Media.Films|798|classification.ores.articletopic/Culture.Biography.Biography*|973|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|777|classification.ores.articletopic/Culture.Media.Media*|592","Q61654","tt0113151","Die Gebrüder Skladanowsky","not exact match",NA,NA
"Vestito verde di Keira Knightley","classification.ores.articletopic/Culture.Visual arts.Visual arts*|994|classification.ores.articletopic/Culture.Visual arts.Fashion|995|classification.ores.articletopic/Culture.Media.Films|729","Q109285466","tt0783233","Atonement","not exact match",NA,NA
"Fantawestern","classification.ores.articletopic/Culture.Media.Media*|989|classification.ores.articletopic/Culture.Literature|515|classification.ores.articletopic/Culture.Media.Entertainment|812|classification.ores.articletopic/Culture.Media.Films|615","Q775169","tt1781812","Exit Humanity","not exact match",NA,NA
"Damián Szifrón","classification.ores.articletopic/Culture.Media.Media*|636|classification.ores.articletopic/Geography.Regions.Americas.South America|935|classification.ores.articletopic/Culture.Media.Films|715","Q5212638","tt0462570","On Probation","not exact match",NA,NA
"Alex de Renzy","classification.ores.articletopic/Culture.Biography.Biography*|361|classification.ores.articletopic/Culture.Media.Media*|996|classification.ores.articletopic/Culture.Media.Films|998","Q942589","tt0078112","Pretty Peaches","not exact match",NA,NA
"Sora Aoi","classification.ores.articletopic/Geography.Regions.Asia.Asia*|731|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|880|classification.ores.articletopic/Culture.Media.Films|812|classification.ores.articletopic/Culture.Media.Media*|968|recommendation.image_section/exists|1","Q287027","tt1208717","Hormones","not exact match",NA,NA
"Cinema cinese","classification.ores.articletopic/Culture.Media.Media*|878|classification.ores.articletopic/Culture.Media.Films|802|classification.ores.articletopic/Geography.Regions.Asia.Asia*|985|classification.ores.articletopic/Geography.Regions.Asia.East Asia|996|recommendation.link/exists|1","Q842792","tt3522960","Yan Ruisheng","not exact match",NA,NA
"Thure Lindhardt","classification.ores.articletopic/Geography.Regions.Europe.Northern_Europe|962|classification.ores.articletopic/Culture.Media.Media*|896|classification.ores.articletopic/Culture.Media.Films|743|classification.ores.articletopic/Culture.Biography.Biography*|941|classification.ores.articletopic/Geography.Regions.Europe.Europe*|917|recommendation.image/exists|1","Q508739","tt0212215","A Place Nearby","not exact match",NA,NA
"Jacqueline Arenal","classification.ores.articletopic/Culture.Biography.Biography*|987|classification.ores.articletopic/Culture.Media.Media*|914|classification.ores.articletopic/Culture.Media.Films|884|classification.ores.articletopic/Culture.Biography.Women|880|classification.ores.articletopic/Geography.Regions.Americas.Central_America|771","Q9010497","tt8574186","Havana Kyrie","not exact match",NA,NA
"Paul Lukas","classification.ores.articletopic/Culture.Media.Films|907|classification.ores.articletopic/Culture.Biography.Biography*|914|classification.ores.articletopic/Culture.Media.Media*|957","Q182057","tt0275310","Don't Be a Sucker","not exact match",NA,NA
"Esther Rolle","classification.ores.articletopic/Culture.Biography.Women|737|classification.ores.articletopic/Geography.Regions.Americas.North_America|658|classification.ores.articletopic/Culture.Biography.Biography*|996|classification.ores.articletopic/Culture.Media.Films|658|classification.ores.articletopic/Culture.Media.Media*|749|recommendation.image_section/exists|1","Q465676","tt0068103","Maude","not exact match",NA,NA
"Rodrigo Cortés","classification.ores.articletopic/Culture.Media.Media*|812|classification.ores.articletopic/Culture.Biography.Biography*|754|classification.ores.articletopic/Culture.Media.Films|939","Q1887437","tt1748179","Red Lights","not exact match",NA,NA
"Metà di un sole giallo","classification.ores.articletopic/Culture.Media.Books|962|classification.ores.articletopic/Culture.Literature|961|classification.ores.articletopic/Culture.Media.Media*|940|classification.ores.articletopic/Culture.Media.Films|269","Q3235393","tt2215077","Half of a Yellow Sun","not exact match",NA,NA
"Oliver! (musical)","classification.ores.articletopic/Culture.Media.Films|585|classification.ores.articletopic/Culture.Media.Media*|986|classification.ores.articletopic/Culture.Performing_arts|766|classification.ores.articletopic/Culture.Media.Music|665","Q1483458","tt0724669","Meet The Beatles","not exact match",NA,NA
"Taylor Negron","classification.ores.articletopic/Culture.Media.Media*|901|classification.ores.articletopic/Geography.Regions.Americas.North_America|679|classification.ores.articletopic/Culture.Media.Films|554|classification.ores.articletopic/Culture.Biography.Biography*|996","Q3516498","tt0127624","A Kid in Aladdin's Palace","not exact match",NA,NA
"Ryūhei Kitamura","classification.ores.articletopic/Culture.Media.Media*|930|classification.ores.articletopic/Culture.Media.Films|972|classification.ores.articletopic/Geography.Regions.Asia.Asia*|534|classification.ores.articletopic/Culture.Biography.Biography*|762","Q2088074","tt0362417","Aragami","not exact match",NA,NA
"Nicholas Stoller","classification.ores.articletopic/Culture.Media.Media*|977|classification.ores.articletopic/Culture.Biography.Biography*|787|classification.ores.articletopic/Culture.Media.Films|910","Q2624066","tt1204342","The Muppets","not exact match",NA,NA
"José Padilha","classification.ores.articletopic/Geography.Regions.Americas.South_America|658|classification.ores.articletopic/Culture.Media.Films|996|classification.ores.articletopic/Culture.Media.Media*|985|classification.ores.articletopic/Culture.Biography.Biography*|993","Q1332810","tt1234721","RoboCop","not exact match",NA,NA
"Mike Lane","classification.ores.articletopic/Culture.Media.Films|546|classification.ores.articletopic/Culture.Media.Media*|971|classification.ores.articletopic/Culture.Biography.Biography*|980","Q6847607","tt0712916","The Hunted","not exact match",NA,NA
"Jason James Richter","classification.ores.articletopic/Culture.Media.Media*|531|classification.ores.articletopic/Culture.Biography.Biography*|998|classification.ores.articletopic/Culture.Media.Films|538","Q711078","tt6664076",NA,NA,NA,NA
"Beauty and the Beast (Disney)","classification.ores.articletopic/Culture.Media.Media*|977|classification.ores.articletopic/Culture.Media.Films|616|classification.ores.articletopic/Culture.Media.Music|757|recommendation.image_section/exists|1","Q2454384","tt0101414","Beauty and the Beast","not exact match",NA,NA
"Jewel De'Nyle","classification.ores.articletopic/STEM.Biology|88|classification.ores.articletopic/Culture.Biography.Biography*|868|classification.ores.articletopic/Culture.Media.Media*|994|classification.ores.articletopic/Culture.Media.Films|998","Q268165","tt0428703","Last Movie","not exact match",NA,NA
"Arte erotica femminile","classification.ores.articletopic/Culture.Media.Media*|964|classification.ores.articletopic/Culture.Media.Films|990|classification.ores.articletopic/STEM.Biology|705|classification.ores.articletopic/History and Society.Society|635|classification.ores.articletopic/Culture.Biography.Women|787|classification.ores.articletopic/Culture.Biography.Biography*|795|recommendation.link/exists|1","Q5852303","tt0193938","Femme","not exact match",NA,NA
"Sadomasochismo nella fiction","classification.ores.articletopic/Culture.Media.Media*|874|classification.ores.articletopic/Culture.Media.Films|507","Q451532","tt0060668","Marat/Sade","not exact match",NA,NA
"Red Digital Cinema Camera Company","classification.ores.articletopic/Culture.Media.Films|975|classification.ores.articletopic/Culture.Media.Media*|973","Q1257270","tt1251751","Crossing the Line","not exact match",NA,NA
"Allison Hayes","classification.ores.articletopic/Culture.Media.Films|953|classification.ores.articletopic/Culture.Biography.Biography*|996|classification.ores.articletopic/Culture.Media.Media*|859","Q4356472","tt0052445","Bat Masterson","not exact match",NA,NA
"Fabrizio Bozzetti","classification.ores.articletopic/Culture.Biography.Biography*|692|classification.ores.articletopic/Culture.Media.Films|887|classification.ores.articletopic/Geography.Regions.Europe.Southern_Europe|955|classification.ores.articletopic/Geography.Regions.Europe.Europe*|851|classification.ores.articletopic/Culture.Media.Media*|914","Q110943176","tt26446199","Non morirò di fame","not exact match",NA,NA
"Kimberly Peirce","classification.ores.articletopic/Culture.Media.Films|326|classification.ores.articletopic/Geography.Regions.Americas.North America|673|classification.ores.articletopic/Culture.Biography.Biography*|879|classification.ores.articletopic/History and Society.Society|465","Q73761","tt0228507","The Last Good Breath","not exact match",NA,NA
"Sam McDaniel","classification.ores.articletopic/Culture.Biography.Biography*|839|classification.ores.articletopic/Culture.Media.Films|296","Q7407878","tt0609361","The Great Train Robbery","not exact match",NA,NA
"Yōjirō Takita","classification.ores.articletopic/Culture.Media.Films|982|classification.ores.articletopic/Geography.Regions.Asia.Asia*|658|classification.ores.articletopic/Culture.Biography.Biography*|665|classification.ores.articletopic/Culture.Media.Media*|968","Q788070","tt0098689","The Yen Family","not exact match",NA,NA
"Riconoscimenti ottenuti da American Beauty","classification.ores.articletopic/Culture.Media.Films|994|classification.ores.articletopic/History and Society.Society|707|classification.ores.articletopic/Culture.Media.Media*|930","Q3834723","tt0169547","American Beauty","not exact match",NA,NA
"Marco Amenta","classification.ores.articletopic/Culture.Media.Films|535|classification.ores.articletopic/Culture.Biography.Biography*|442|classification.ores.articletopic/Geography.Regions.Europe.Europe*|768","Q3290042","tt3693106","Berlusconi, le roi Silvio","not exact match",NA,NA
"Franco Bernini (regista)","classification.ores.articletopic/Culture.Media.Media*|500|classification.ores.articletopic/Culture.Media.Films|743|classification.ores.articletopic/Culture.Biography.Biography*|999|classification.ores.articletopic/Geography.Regions.Europe.Europe*|538","Q1442535","tt0381186","Firenze, il nostro domani","not exact match",NA,NA
"The Clone Wars Legacy","classification.ores.articletopic/Culture.Media.Media*|993|classification.ores.articletopic/Culture.Media.Films|999","Q18415455","tt4073900","In Search of the Crystal","not exact match",NA,NA
"Episodi di Agente speciale (quarta stagione)","classification.ores.articletopic/Culture.Media.Media*|760|classification.ores.articletopic/Culture.Media.Films|538","Q3468836","tt0516884","Silent Dust","not exact match",NA,NA
"Michael Lindsay-Hogg","classification.ores.articletopic/Culture.Media.Media*|989|classification.ores.articletopic/Culture.Media.Music|615|classification.ores.articletopic/Culture.Media.Films|737|classification.ores.articletopic/Culture.Biography.Biography*|523","Q3308337","tt0083390","Brideshead Revisited","not exact match",NA,NA
"CAM (casa discografica)","classification.ores.articletopic/Culture.Media.Media*|955|classification.ores.articletopic/Geography.Regions.Europe.Southern_Europe|538|classification.ores.articletopic/Geography.Regions.Europe.Europe*|665|classification.ores.articletopic/Culture.Media.Films|592","Q3648478","tt10870396","Even... Unknown Terror","not exact match",NA,NA
"Macchina da presa digitale","classification.ores.articletopic/Culture.Media.Films|962|classification.ores.articletopic/Culture.Media.Media*|983","Q6145694","tt0169388","Windhorse","not exact match",NA,NA
"Mina Sundwall","classification.ores.articletopic/Culture.Biography.Biography*|998|classification.ores.articletopic/Culture.Biography.Women|644|classification.ores.articletopic/Culture.Media.Films|658|classification.ores.articletopic/Culture.Media.Media*|803","Q52086537","tt2512724","Victoria Rowell/Dot Jones/Carlos Mencia/Linda Blair","not exact match",NA,NA
"Cacciatore (Biancaneve)","classification.ores.articletopic/Culture.Media.Media*|934|classification.ores.articletopic/Culture.Media.Films|974","Q3649320","tt1843230","Once Upon a Time","not exact match",NA,NA
"Bobby Jordan","classification.ores.articletopic/Geography.Regions.Americas.North_America|592|classification.ores.articletopic/Culture.Media.Media*|943|classification.ores.articletopic/Culture.Biography.Biography*|997|classification.ores.articletopic/Culture.Media.Films|948","Q4935226","tt0717156","Jesse James","not exact match",NA,NA
"Melissa Hill","classification.ores.articletopic/Culture.Biography.Women|737|classification.ores.articletopic/Culture.Biography.Biography*|957|classification.ores.articletopic/Culture.Media.Media*|996|classification.ores.articletopic/Culture.Media.Films|989","Q447395","tt3021798","Beyond Fucked: A Zombie Odyssey","not exact match",NA,NA
"Pierce Gagnon","classification.ores.articletopic/Culture.Media.Media*|966|classification.ores.articletopic/Culture.Media.Entertainment|530|classification.ores.articletopic/Culture.Media.Films|407|classification.ores.articletopic/Geography.Regions.Americas.North America|628","Q3382695","tt0455407","The Crazies","not exact match",NA,NA
"The Executioners (film 2018)","classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000","Q119777998","tt6185998","The Executioners","not exact match",NA,NA
"Episodi di Pursuit","classification.ores.articletopic/Culture.Media.Media*|969|classification.ores.articletopic/Culture.Media.Films|699","Q16553555","tt0051304","Pursuit","not exact match",NA,NA
"Lorelei Linklater","classification.ores.articletopic/Culture.Biography.Biography*|275|classification.ores.articletopic/Culture.Media.Media*|895|classification.ores.articletopic/Culture.Media.Films|989","Q16731631","tt0287717","Spy Kids 2: Island of Lost Dreams","not exact match",NA,NA
"Johnnie Keyes","classification.ores.articletopic/Culture.Biography.Biography*|766|classification.ores.articletopic/Culture.Media.Films|998|classification.ores.articletopic/Culture.Media.Media*|990","Q6267033","tt5168832","After Porn Ends 2","not exact match",NA,NA
"Tamara Smart","classification.ores.articletopic/Culture.Media.Films|798|classification.ores.articletopic/Culture.Media.Media*|960|classification.ores.articletopic/Culture.Biography.Biography*|569","Q57509520","tt6402362","Hard Sun","not exact match",NA,NA
"I tre moschettieri (film 1961)","classification.ores.articletopic/Geography.Regions.Europe.Western Europe|887|classification.ores.articletopic/Culture.Media.Media*|862|classification.ores.articletopic/Geography.Regions.Europe.Europe*|880|classification.ores.articletopic/Culture.Media.Films|921","Q1218097","tt0055549","The Three Musketeers: Part I - The Queen's Diamonds","not exact match",NA,NA
"Britt Lomond","classification.ores.articletopic/Culture.Media.Media*|644|classification.ores.articletopic/Culture.Biography.Biography*|999|classification.ores.articletopic/Culture.Media.Films|637","Q1029359","tt0556758","The Baron of Arizona","not exact match",NA,NA
"Essanay Film Manufacturing Company","classification.ores.articletopic/Geography.Regions.Americas.North America|920|classification.ores.articletopic/Culture.Media.Films|929|classification.ores.articletopic/Culture.Media.Media*|914","Q1368540","tt0236517","Mr. Flip","not exact match",NA,NA
"Christian Bisceglia","classification.ores.articletopic/Culture.Media.Media*|967|classification.ores.articletopic/Culture.Media.Films|996|classification.ores.articletopic/Culture.Biography.Biography*|997|recommendation.image/exists|1","Q16657845","tt2378191","The Haunting of Helena","not exact match",NA,NA
"Stefano Lorenzi (regista)","classification.ores.articletopic/Geography.Regions.Europe.Europe*|629|classification.ores.articletopic/Geography.Regions.Europe.Southern_Europe|699|classification.ores.articletopic/Culture.Media.Films|874|classification.ores.articletopic/Culture.Media.Media*|970","Q90334702","tt0478421","Nunca máis","not exact match",NA,NA
"Lamberto Caimi","classification.ores.articletopic/Geography.Regions.Europe.Europe*|855|classification.ores.articletopic/Culture.Media.Films|884|classification.ores.articletopic/Geography.Regions.Europe.Southern_Europe|847|classification.ores.articletopic/Culture.Media.Media*|803|classification.ores.articletopic/Culture.Biography.Biography*|651","Q3826316","tt0052281","Time Stood Still","not exact match",NA,NA
"Noée Abita","classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|749|classification.ores.articletopic/Culture.Media.Films|907|classification.ores.articletopic/Culture.Media.Media*|754|classification.ores.articletopic/Geography.Regions.Europe.Europe*|718|classification.ores.articletopic/Culture.Biography.Biography*|960","Q47091445","tt8287690","Genesis","not exact match",NA,NA
"Ed Oxenbould","classification.ores.articletopic/Culture.Media.Films|495|classification.ores.articletopic/Culture.Media.Media*|921|classification.ores.articletopic/History and Society.Politics and government|864|classification.ores.articletopic/Culture.Biography.Biography*|750|classification.ores.articletopic/Geography.Regions.Oceania|953|recommendation.image/exists|1","Q18391895","tt2095511","Jerusalem Revisited","not exact match",NA,NA
"Nick Mancuso","classification.ores.articletopic/Culture.Biography.Biography*|924|classification.ores.articletopic/Culture.Media.Media*|754|classification.ores.articletopic/Culture.Media.Films|607","Q1365438","tt0103193","Bride of Violence","not exact match",NA,NA
"Salvo Cuccia","classification.ores.articletopic/Culture.Media.Media*|851|classification.ores.articletopic/Culture.Biography.Biography*|831|classification.ores.articletopic/Culture.Media.Films|724","Q3946291","tt0491763","Détour De Seta","not exact match",NA,NA
"Gattlin Griffith","classification.ores.articletopic/Culture.Media.Films|531|classification.ores.articletopic/Culture.Media.Media*|743|classification.ores.articletopic/Culture.Biography.Biography*|989","Q3099305","tt0298516","Reckoning","not exact match",NA,NA
"Donatella Baglivo","classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Media.Films|968|classification.ores.articletopic/Culture.Media.Media*|930|classification.ores.articletopic/Geography.Regions.Europe.Southern_Europe|718|classification.ores.articletopic/Geography.Regions.Europe.Europe*|629","Q3713688","tt22494142","D O M","not exact match",NA,NA
"Jimmy Tatro","classification.ores.articletopic/Geography.Regions.Americas.North_America|718|classification.ores.articletopic/Culture.Media.Entertainment|863|classification.ores.articletopic/Culture.Biography.Biography*|874|classification.ores.articletopic/Culture.Media.Films|822|classification.ores.articletopic/Culture.Media.Media*|936","Q17417513","tt6877772","American Vandal","not exact match",NA,NA
"Teddy Award","classification.ores.articletopic/Culture.Media.Films|981|classification.ores.articletopic/History and Society.Society|825|classification.ores.articletopic/Culture.Media.Media*|787|classification.ores.articletopic/Culture.Biography.Biography*|318|classification.ores.articletopic/Culture.Sports|53|recommendation.image_section/exists|1","Q182836","tt0009878","Different from the Others","not exact match",NA,NA
"Filmografia di H. G. Wells","classification.ores.articletopic/Culture.Media.Media*|993|classification.ores.articletopic/Culture.Media.Films|932|classification.ores.articletopic/Culture.Media.Entertainment|705","Q65130892","tt0037635","Dead of Night","not exact match",NA,NA
"Marco: Haha o tazunete sanzen ri","classification.ores.articletopic/Culture.Media.Media*|835|classification.ores.articletopic/Culture.Literature|994|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|996|classification.ores.articletopic/Culture.Media.Films|855|classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|998","Q118188978","tt0264837","Visiting Marco","not exact match",NA,NA
"Henry Victor","classification.ores.articletopic/Culture.Media.Films|521|classification.ores.articletopic/Culture.Media.Media*|785|classification.ores.articletopic/Culture.Biography.Biography*|573","Q382045","tt0015493","White Shadows","not exact match",NA,NA
"Keystone Cops","classification.ores.articletopic/Culture.Media.Entertainment|540|classification.ores.articletopic/Culture.Media.Films|738|classification.ores.articletopic/Culture.Media.Media*|947","Q1633572","tt0026565","Keystone Hotel","not exact match",NA,NA
"Due cuori e un tesoro","classification.ores.articletopic/Culture.Media.Media*|987|classification.ores.articletopic/Culture.Media.Television|760|classification.ores.articletopic/Culture.Media.Films|507","Q110455689","tt10768278","Christmas Scavenger Hunt","not exact match",NA,NA
"Il trafugatore di salme","classification.ores.articletopic/Culture.Media.Films|313|classification.ores.articletopic/Culture.Media.Books|857|classification.ores.articletopic/Culture.Media.Media*|950|classification.ores.articletopic/Culture.Literature|903","Q2411893","tt0037549","The Body Snatcher","not exact match",NA,NA
"Carmen Cartellieri","classification.ores.articletopic/Culture.Media.Media*|615|classification.ores.articletopic/Geography.Regions.Europe.Europe*|523|classification.ores.articletopic/Culture.Biography.Biography*|998|classification.ores.articletopic/Culture.Media.Films|629|recommendation.image/exists|1","Q86028","tt0131403","Frauen aus der Wiener Vorstadt","not exact match",NA,NA
"Stacy Haiduk","classification.ores.articletopic/Culture.Media.Films|874|classification.ores.articletopic/Culture.Biography.Biography*|998|classification.ores.articletopic/Culture.Media.Media*|839|classification.ores.articletopic/Culture.Biography.Women|665","Q293254","tt0164016","Desert Thunder","not exact match",NA,NA
