"title","weighted_tags","wikibase_item","PersonID","primaryName","status","QID.imdb","imdb.status"
"Alessandro Nesta","classification.ores.articletopic/Culture.Sports|995|classification.ores.articletopic/Culture.Biography.Biography*|912","Q227892","nm0626522","Alessandro Nesta","match",NA,NA
"Anne Bancroft","classification.ores.articletopic/Culture.Biography.Women|880|classification.ores.articletopic/Culture.Biography.Biography*|817|classification.ores.articletopic/Geography.Regions.Americas.North_America|500|classification.ores.articletopic/Culture.Media.Films|877|classification.ores.articletopic/Culture.Media.Media*|904|recommendation.image_section/exists|1","Q183532","nm0000843","Anne Bancroft","match",NA,NA
"Tim Roth","classification.ores.articletopic/Culture.Biography.Biography*|839|classification.ores.articletopic/Culture.Media.Media*|932|classification.ores.articletopic/Culture.Media.Films|899","Q203804","nm0000619","Tim Roth","match",NA,NA
"Kelly Reilly","classification.ores.articletopic/Culture.Media.Media*|812|classification.ores.articletopic/Culture.Biography.Biography*|979|classification.ores.articletopic/Geography.Regions.Europe.Europe*|507|classification.ores.articletopic/Culture.Media.Films|901|classification.ores.articletopic/Culture.Biography.Women|851","Q236167","nm0717709","Kelly Reilly","match",NA,NA
"Tiny Tim (musicista)","classification.ores.articletopic/Culture.Media.Media*|975|classification.ores.articletopic/Culture.Media.Music|953|classification.ores.articletopic/Culture.Biography.Biography*|972","Q979347","nm0864097","Tiny Tim","not exact match",NA,NA
"Alessandro Gassmann","classification.ores.articletopic/Culture.Media.Media*|637|classification.ores.articletopic/Culture.Media.Films|585|classification.ores.articletopic/Culture.Biography.Biography*|955","Q1276918","nm0002094","Vittorio Gassman","not exact match",NA,NA
"Sarah Jessica Parker","classification.ores.articletopic/Geography.Regions.Americas.North_America|629|classification.ores.articletopic/Culture.Media.Media*|974|classification.ores.articletopic/Culture.Media.Films|974|classification.ores.articletopic/Culture.Biography.Women|658|classification.ores.articletopic/Culture.Biography.Biography*|893","Q170530","nm0000572","Sarah Jessica Parker","match",NA,NA
"Eva Mendes","classification.ores.articletopic/Culture.Media.Films|941|classification.ores.articletopic/Geography.Regions.Americas.North_America|812|classification.ores.articletopic/Culture.Biography.Women|679|classification.ores.articletopic/Culture.Biography.Biography*|961|classification.ores.articletopic/Culture.Media.Media*|946|recommendation.image_section/exists|1","Q170606","nm0578949","Eva Mendes","match",NA,NA
"Leslie Nielsen","classification.ores.articletopic/Culture.Media.Media*|963|classification.ores.articletopic/Culture.Media.Films|863|classification.ores.articletopic/Geography.Regions.Americas.North_America|754|classification.ores.articletopic/Culture.Biography.Biography*|952|recommendation.image_section/exists|1","Q82786","nm0380965","Jean Hersholt","not exact match",NA,NA
"Ron Howard","classification.ores.articletopic/Culture.Media.Films|984|classification.ores.articletopic/Culture.Media.Media*|994|classification.ores.articletopic/Geography.Regions.Americas.North_America|500|classification.ores.articletopic/Culture.Biography.Biography*|531|recommendation.image_section/exists|1","Q103646","nm0000165","Ron Howard","match",NA,NA
