"title","wikibase_item","Studio"
"Roger Sanchez","Q714423","studio = |album live = "
"Sarah Huckabee Sanders","Q27986907","studio = Laurea in lettere<br/>Laurea in scienze politiche "
"Venom Snake","Q21083289","studio = [[Konami]] "
"Allacciate le cinture! Viaggiando si impara","Q1189204","studio = [[South Carolina ETV]]<br />[[Nelvana]]<br />[[Scholastic Entertainment]]<br />[[Bardel Entertainment]] "
"Le fiabe son fantasia","Q573892","studio = [[Nippon Animation]] "
"Barbie Fairytopia - La magia dell'arcobaleno","Q3634768","studio = [[Mattel"
"Zurg","Q1625719","studio = [[Walt Disney Studios (Burbank)"
"Dmitrij Timofeevič Jazov","Q48041","studio = |alma mater = "
"Chris Frantz","Q2695530","studio = 16 "
"Christine and the Queens","Q15838567","studio = 2 "
"Alan White (batterista 1949)","Q355669","studio = |album live = "
"Combattler V","Q2603402","studio = [[Sunrise (azienda)"
"I Fantastici Quattro (serie animata 2006)","Q1444658","studio = [[Marvel Enterprises]] "
"Micah P. Hinson","Q941783","studio = 6 "
"Richard Sanderson","Q490559","studio = |album live = "
"La Pantera Rosa (serie animata)","Q4396649","studio = [[Metro-Goldwyn-Mayer"
"Paolo Ormi","Q24718598","studio = 6 "
"Pokémon Generazioni","Q26912012","studio = [[Oriental Light and Magic]] "
"Chloe Bailey","Q108489502","studio = 1 "
"Rosana (cantante)","Q450901","studio = |album live = "
"Norberto Napolitano","Q2577277","studio = |album live = "
"Gilbert O'Sullivan","Q454807","studio = |album live = "
"Dorothy Dandridge","Q229251","studio = |album live = "
"Unkle","Q2032426","studio = 5 "
"Uchu kyodai - Fratelli nello spazio","Q39043","studio = [[A-1 Pictures]] "
"Il fantastico mondo di Richard Scarry","Q735263","studio = [[Cinar]] "
"Nicky Hopkins","Q28348","studio = |album live = "
"Pretty Star - Sognando l'Aurora","Q902228","studio = [[Tatsunoko Production]] "
"Melissa Etheridge","Q270669","studio = 14 "
"Juny peperina inventatutto","Q3811350","studio = [[Toei Animation]] "
"Everlast (cantante)","Q453048","studio = 5 "
"Ferruccio Spinetti","Q3743815","studio = 29 "
"Wrongonyou","Q96082087","studio = 3 "
"Agnes Obel","Q271916","studio = 4 }} {{Bio "
"Natsume degli spiriti","Q641767","studio = [[Brain's Base]] "
"Larkin Poe","Q3217956","studio = 4 "
"Theatre of Darkness: Yamishibai","Q14539183","studio = ILCA "
"Johnny Strong","Q1702414","studio = |opere audiovisive = }} {{Bio "
"Brock Peters","Q580587","studio = |album live = "
"Black Dynamite","Q4920709","studio = Ars Nova Entertainment "
"Grizzy e i lemming - Pelosi e dispettosi","Q28726261","studio = [[Studio Hari]] "
"Shinreigari/Ghost Hound","Q613823","studio = [[Production I.G]] "
"I Casagrande","Q65065824","studio = [[Nickelodeon (Stati Uniti d'America)"
"Deltora Quest (serie animata)","Q2551824","studio = [[Oriental Light and Magic]] "
"Siobhán Donaghy","Q236240","studio = 2 "
"Jónsi","Q315650","studio = 5 "
"Puddle of Mudd","Q907540","studio = 6 "
"Marcellino pane e vino (serie animata)","Q3289521","studio = [[Nippon Animation]] "
"Master P","Q722042","studio = |url = http://trutanksoldiers.com }} {{Bio "
"Bumblefoot","Q358842","studio = |album live = "
"Giovanni Tommaso","Q1526397","studio = |album live = "
"Casiopea","Q1047729","studio = 33 "
"Nils Lofgren","Q504954","studio = |album live = "
"Ma Rainey","Q239533","studio = |album live = "
"Maria Laura Baccarini","Q3290977","studio = |album live = "
"Haibane renmei","Q1479392","studio = [[Radix]] "
"PopPixie","Q1507728","studio = [[Rainbow (azienda)"
"Black Rebel Motorcycle Club","Q166120","studio = 8 "
"Andrea Chimenti","Q3615603","studio = 9 "
"Michele Perniola","Q15111851","studio = |album live = "
"Ninet Tayeb","Q444518","studio = 6 }} {{Bio "
"How Not to Summon a Demon Lord","Q48472924","studio = [[Ajia-do Animation Works]] "
"IAM (gruppo musicale)","Q1653033","studio = 8 "
"Viktor Lutze","Q57703","studio = |alma mater = "
"Emeli Sandé","Q470429","studio = 4 "
"Chvrches","Q5118436","studio = 4 "
"Fate/kaleid liner Prisma Illya","Q182652","studio = [[Silver Link]] "
"Steve Smith (batterista)","Q943448","studio = |album live = "
"Eddy Grant","Q399890","studio = 16 "
"Dani Filth","Q503157","studio = |album live = "
"John Foxx","Q953768","studio = |album live = "
"Mars (manga 1976)","Q3827013","studio = [[KSS (studio)"
"Romeo × Juliet","Q1416758","studio = [[Gonzo (azienda)"
"Ernst Toller","Q57266","studio = |alma mater = "
"Kimi no koto ga dai dai dai dai daisuki na 100-nin no kanojo","Q91729152","studio = [[Bibury Animation Studios]] "
"Lupin III - Un diamante per sempre","Q1437024","studio = [[TMS Entertainment]] "
"Hey, Arnold!","Q832054","studio = [[Games Animation Inc. Nickelodeon]] "
"The Trashmen","Q1536429","studio = 1 "
"Normani","Q28148022","studio = }} {{Bio "
"Il conte di Montecristo (serie animata)","Q906811","studio = [[Gonzo (azienda)"
"Fetty Wap","Q19361511","studio = 2 "
"El Alfa","Q58257004","studio = 3 "
"Nina Nesbitt","Q510361","studio = 3 "
"Abraham Mateo","Q330316","studio = 4 "
"Robocar Poli","Q492339","studio = |studio nota = "
"The Creatures (gruppo musicale italiano)","Q48838138","studio = 7 "
"Robottino","Q3939327","studio = [[Dynamic Productions]] "
"Royce da 5'9""","Q314909","studio = 8 "
"Buddy Daddies","Q115087947","studio = [[P.A.Works]] "
"Spider Riders","Q516453","studio = [[Cookie Jar Entertainment]] "
"A. R. Rahman","Q108560","studio = |album live = "
"Titti turista tuttofare","Q3991955","studio = [[Warner Bros. Animation]] "
"Lázaro Cárdenas del Río","Q296718","studio = |alma mater = "
"Dick Dale","Q346785","studio = 12 "
"Nadija Dorofjejeva","Q16698229","studio = 1 "
"Dead Mount Death Play","Q102254026","studio = [[Geek Toys]] "
"Jadakiss","Q451958","studio = 5 "
"Rivers Cuomo","Q343069","studio = |album live = "
"Laurence Tolhurst","Q2296195","studio = 8 <small>(con i Cure)</small><br />3 <small>(con i Levinhurst)</small><br />1 <small>(con i Presence)</small> "
"Mary e il giardino dei misteri","Q1119968","studio = [[Aubec]] "
"Claudia Brücken","Q441317","studio = 4 "
"Insane Clown Posse","Q929731","studio = 15 "
"Ikon (gruppo musicale sudcoreano)","Q18161349","studio = 2 "
"Eric Adams","Q353800","studio = |album live = "
"Oh Se-hun","Q10802388","studio = |colonne sonore = "
"Verdine White","Q1028601","studio = |album live = "
"Phil Taylor","Q717066","studio = 9 <small>(con i Motörhead)</small><br />1 <small>(con i Web of Spider)</small> "
"Cordae","Q56073470","studio = 2 }}{{Bio "
"Capitan Cavey e le Teen Angels","Q864240","studio = Hanna-Barbera Productions "
"Tim Hauser","Q515113","studio = 1 "
"Melissa (cantante)","Q3854229","studio = 2 "
"Il formidabile mondo di Bo","Q1990232","studio = Halifax Film<br />Decode Entertainment<br />[[CBC Television]] "
"Barbie - Il segreto delle fate","Q659793","studio = [[mattel"
"Gli Impossibili","Q1031016","studio = [[Hanna-Barbera]] "
"Junior M.A.F.I.A.","Q2735737","studio = 2 "
"In giro per la giungla","Q525094","studio = [[Spider Eye Productions]] "
"Chobits","Q221369","studio = [[Madhouse (azienda)"
"Taeyang","Q482991","studio = 3 "
"Renato Angiolillo","Q1380425","studio = |alma mater = "
"The Vamps","Q15042553","studio = 3 }} I '''The Vamps''' sono un gruppo [[pop rock]] [[Regno Unito"
"Rickie Lee Jones","Q258846","studio = 10 + 1 EP "
"Gundam - Origini","Q1403072","studio = [[Sunrise (azienda)"
"Emilia Mernes","Q68110339","studio = 1 "
"Godzilla - Punto di singolarità","Q100977481","studio = [[Bones (azienda)"
"Birdman (rapper)","Q361661","studio = 7 "
"David Bryan","Q310098","studio = 2 "
"'Ali 'Abd Allah Saleh","Q483672","studio = |alma mater = "
"A-Kite","Q1743872","studio = Green Bunny "
"Autechre","Q247237","studio = 12 "
"Bernie Marsden","Q722240","studio = |album live = "
"Éric Dupond-Moretti","Q3591105","studio = |professione = Avvocato penalista "
"Transformers: War for Cybertron Trilogy (serie animata)","Q65091279","studio = Rooster Teeth Studios "
"Pippi Calzelunghe (serie animata)","Q653789","studio = [[Svensk Filmindustri]] "
"Teddy Pendergrass","Q449371","studio = |album live = "
"Anita Baker","Q255697","studio = 7 "
"The Skatalites","Q845449","studio = 22 "
"Thievery Corporation","Q546930","studio = 5 "
"Seohyun","Q240082","studio = |album live = "
"Francesco Moneti","Q3750315","studio = |album live = "
"Richie Ramone","Q712834","studio = 3 "
"Isekai Quartet","Q60168285","studio = [[Studio Puyukai"
"Daniel Caesar","Q29589083","studio = 2 }} {{Bio "
"Thompson Twins","Q1500069","studio = 8 "
"Cecil Taylor","Q363908","studio = |album live = "
"Jabber Jaw","Q2569415","studio = [[Hanna-Barbera]] "
"The Chameleons","Q1755731","studio = |album live = "
"Oscar Avogadro","Q733111","studio = |album live = "
"Æon Flux (serie animata)","Q127310","studio = [[Colossal Pictures]] "
"Luka Šulić","Q4527507","studio = 2 "
"Ibrahim Maalouf","Q2574452","studio = |album live = "
"Justice League Dark: Apokolips War","Q86755534","studio = [[Warner Bros. Animation]] "
"Alexander Haig","Q107957","studio = Bachelor of Science <br/> [[Master in business administration]] <br/> Master of Arts }} {{militare "
"L'isola del tesoro (serie animata 1978)","Q709637","studio = [[Tokyo Movie Shinsha]] "
"Lou Rawls","Q455821","studio = |album live = }} {{Bio "
"Noel Hogan","Q2704746","studio = |album live = "
"Piccola, bianca Sibert","Q897775","studio = BZZ Films "
"Jason Isbell","Q6162757","studio = 7 "
"Alla ricerca della Valle Incantata 14 - Il viaggio dei coraggiosi","Q19427412","studio = [[Universal Animation Studios]] "
"Luke Combs","Q23884740","studio = 4 "
"Im Si-wan","Q82788","studio = 2 <small>(con gli ZE:A)</small> "
"Horace Silver","Q365560","studio = |album live = "
"Joaquín Sabina","Q363577","studio = 14 "
"Al Corley","Q578612","studio = 3 "
"Ari Up","Q2013235","studio = |album live = "
"Villainous (serie animata)","Q30335961","studio = [[A.I. Animation Studios]] "
"Richard Anthony","Q774501","studio = |album live = "
"Fivio Foreign","Q95698148","studio = 1 "
"Eladio Carrión","Q109953383","studio = 3 "
"Belle and Sebastian","Q691568","studio = 9 "
"Jack Casady","Q968070","studio = |album live = "
"Caroline Loeb","Q452612","studio = 3 "
"Arthur Brown","Q708782","studio = 6 "
"Baby Felix & friends","Q1639257","studio = [[Radix Ace Entertainment"
"Campino","Q506601","studio = 14 "
"Roger Whittaker","Q436759","studio = |album live = "
"Nana Mizuki","Q229347","studio = 8 "
"Jewelpet","Q2634885","studio = [[Studio Comet]] "
"Sven-Bertil Taube","Q1360483","studio = |album live = "
"The Return of the King (film 1980)","Q115285","studio = [[Rankin/Bass]] "
"Four Tet","Q959655","studio = 12 (7 + 5 remix) "
"Sun College","Q2062345","studio = [[Toei Animation]] "
"Adam Granduciel","Q4679143","studio = 9 "
"Mike Baird","Q3857351","studio = |album live = "
"Vermeil in Gold","Q111190454","studio = [[Staple Entertainment]] "
"Wendy Melvoin","Q460852","studio = |album live = "
"Noah Kahan","Q53832755","studio = 3 }} {{Bio "
"Pat Buchanan","Q149127","studio = |alma mater = "
"Wedding Peach - I tanti segreti di un cuore innamorato","Q701372","studio = [[KSS (studio)"
"Slick Rick","Q708620","studio = 4 "
"Peeping Tom (gruppo musicale)","Q1853822","studio = 1 "
"Oliver Riedel","Q45520","studio = 5 "
"Digimon Frontier","Q311940","studio = [[Toei Animation]] "
"Mikami - Agenzia acchiappafantasmi","Q707472","studio = [[Toei Animation]] "
"Lou Marini","Q633103","studio = |album live = "
"Özcan Deniz","Q307737","studio = 11 "
"Ulysse 31","Q1637108","studio = [[DiC Entertainment]] "
"Aidan Zammit","Q3607079","studio = |album live = "
"Nico Tirone","Q3876092","studio = 3 "
"Anahí","Q169461","studio = 5 "
"Pras Michel","Q380634","studio = 3 "
"Ivy Queen","Q292135","studio = |album live = "
"Il Gorilla Lilla","Q2333540","studio = [[Hanna-Barbera Productions]] "
"Cone McCaslin","Q350314","studio = 9 "
"The Jayhawks","Q1508351","studio = 7 "
"Arsenie Todiraș","Q365400","studio = 3 "
"Udo Dirkschneider","Q70577","studio = 24 "
"Shirlie Holliman","Q7498894","studio = |album live = "
"Matt Cardle","Q925947","studio = 4 "
"Lou Monte","Q538676","studio = |album live = "
"Dellera (cantante)","Q3938758","studio = |album live = "
"Paul Kossoff","Q707293","studio = 6 "
"Squirrel Boy","Q962173","studio = [[Cartoon Network Studios]] "
"Stu Cook","Q920073","studio = |album live = "
"U-God","Q733198","studio = 5 "
"Fancy Lala","Q2418770","studio = [[Pierrot (azienda)"
"Cedella Marley","Q243113","studio = |album live = "
"Mother Mother","Q2739716","studio = 8 "
"Brendon Small","Q2496575","studio = |band attuale = "
"Izïa Higelin","Q3156516","studio = 4 }} {{Bio "
"Bruno Battisti D'Amario","Q3645639","studio = |album live = "
"Joey Kramer","Q848601","studio = |album live = "
"I nostri eroi alla riscossa","Q585593","studio = [[Academy of Television Arts & Sciences]] "
"Terry Allen","Q1279401","studio = |album live = "
"My Adventures with Superman","Q119774569","studio = [[Warner Bros. Animation]] "
"Ed, Edd & Eddy: Il grande film","Q2892188","studio = A.k.a Cartoon "
"Squitto lo scoiattolo","Q2061201","studio = [[Nelvana]] "
"Earl Sweatshirt","Q1033188","studio = 3 }} {{Bio "
"Nikolaj Viktorovič Podgornyj","Q295781","studio = |alma mater = "
"I-Zenborg","Q2278068","studio = [[Tsuburaya Production]] "
"Alessandro Centofanti","Q3609918","studio = 7 "
"Mägo de Oz","Q849822","studio = 10 "
"Ketanji Brown Jackson","Q6395324","studio = |alma mater = "
"Trilli e la creatura leggendaria","Q18581780","studio = [[Disneytoon Studios]] "
"Trixie Mattel","Q23905339","studio = 3 "
"Emilia (cantante)","Q234106","studio = 5 "
"Desireless (cantante)","Q464305","studio = |album live = "
"Mick Karn","Q707460","studio = |album live = "
"Severina Vučković","Q229449","studio = 10 "
"Matt Berninger","Q6788342","studio = |album live = "
"Ezra Koenig","Q2914736","studio = |album live = "
"Butthole Surfers","Q1018174","studio = 9 "
"Wander (serie animata)","Q4018081","studio = [[Walt Disney Television Animation]] "
"Super Lovers","Q16912470","studio = [[Studio Deen]] "
"Gli zonzoli","Q798576","studio = [[Nelvana]] "
"Go! Princess Pretty Cure","Q18392373","studio = [[Toei Animation]] "
"Corinne Bailey Rae","Q231472","studio = 3 "
"Utada Hikaru","Q234598","studio = 11 "
"Jörg Meuthen","Q15907132","studio = Laurea in Economia "
"Mari Krajmbreri","Q65153800","studio = 4 "
"Basia Trzetrzelewska","Q444573","studio = |album live = "
"The Reincarnation of the Strongest Exorcist in Another World","Q110735879","studio = [[Studio Blanc]] "
"The BusBoys","Q7720709","studio = 5 "
"Marcello Giordani","Q1439672","studio = |album live = "
"Tina Arena","Q239917","studio = |album live = "
"Frankie Laine","Q342774","studio = |album live = "
"Jerry Yan","Q706232","studio = 18 "
"Thousand Foot Krutch","Q671780","studio = 8 }} I '''Thousand Foot Krutch''' (spesso abbreviati in '''TFK''', '''1000FK''') sono un [[gruppo musicale]] [[christian metal]] [[Canada"
"Kum Kum","Q3200342","studio = [[Sunrise (azienda)"
"The Arabian Prince","Q2256420","studio = 3 "
"Il diario di Barbie","Q2544387","studio = [[Mattel "
"Cappadonna","Q969016","studio = 12 "
"Fletcher (cantante)","Q61996247","studio = 1 }} {{Bio "
"Mory Kanté","Q551576","studio = 10 "
"Song Yuqi","Q55287306","studio = |album live = "
"Manuel Fraga Iribarne","Q276043","studio = |alma mater = "
"Rekkit Rabbit","Q2260113","studio = [[Marathon Media]] "
"Corto Maltese (serie animata)","Q63522247","studio = Ellipse Animation "
"Doug Clifford","Q545776","studio = |album live = "
"Steven Universe: il film","Q55861675","studio = [[Cartoon Network Studios]] "
"Kelly Jones (cantante)","Q725516","studio = 1 "
"Gli orsetti del cuore (serie animata)","Q13357954","studio = [[DiC Entertainment]] "
"Suite Pretty Cure","Q1202553","studio = [[Toei Animation]] "
"New Radicals","Q1757622","studio = 1 }} I '''New Radicals''' sono stati un [[gruppo musicale]] [[rock alternativo]] [[Stati Uniti d'America"
"Wang Chung","Q2030370","studio = |album live = "
"Mahōka kōkō no rettōsei","Q5357270","studio = [[Madhouse (azienda)"
"Luis Moreno-Ocampo","Q557631","studio = |alma mater = [[Università di Buenos Aires]] "
"Choi Soo-young","Q233385","studio = |album live = "
"Inu × Boku SS","Q1657773","studio = [[David Production]] "
"Jacob Latimore","Q3076630","studio = 1 "
"Ėl'vira Nabiullina","Q74746","studio = Laurea in economia "
"Noa Kirel","Q43139030","studio = 1 "
"Romolo Balzani","Q3940874","studio = |album live = "
"Tamino (musicista)","Q30301517","studio = 1 "
"Joe Morello","Q448995","studio = |album live = "
"Luísa Sonza","Q43193714","studio = 3 "
"Joan Manuel Serrat","Q312753","studio = |album live = "
"Dwight Yoakam","Q713099","studio = |album live = "
"L'olimpiade della risata","Q2601647","studio = [[Hanna-Barbera]] "
"Annunzio Paolo Mantovani","Q505683","studio = |album live = "
"Appleseed","Q91499","studio = [[Bandai Visual]] "
"Slim Whitman","Q1928449","studio = |album live = "
"Ray Davies","Q357455","studio = |album live = "
"Natalia Kills","Q236531","studio = 2 "
"Average White Band","Q583556","studio = |album live = "
"Budgie (batterista)","Q2074381","studio = 11 <small>(con i Siouxsie and the Banshees)</small><br />4 <small>(con i Creatures)</small><br />1 <small>(con le Slits)</small> "
"Jeezy","Q342447","studio = 10 "
"Zou (serie animata)","Q794273","studio = Cyber Group Studios "
"Cavalera Conspiracy","Q1051751","studio = 6 "
"La maga Chappy","Q1617818","studio = [[Toei Animation]] "
"Elastica","Q1060797","studio = 2 "
"Dave Sabo","Q713733","studio = |album live = "
"Shin Getter Robot (serie animata)","Q3616151","studio = [[Dynamic Planning]] "
"Come dopo la pioggia","Q20044164","studio = [[Wit Studio]] "
"Park Chan-yeol","Q7137681","studio = |album live = "
"Gianni Dei","Q3763495","studio = 9 "
"Aleksej Vorob'ëv","Q315181","studio = |album live = "
"Steve Norman","Q3973377","studio = 7 con la band "
"Tim Minchin","Q23527","studio = |album live = "
"John Smith (Disney)","Q3809622","studio = [[Walt Disney Pictures"
"The Fratellis","Q1127565","studio = 5 "
"Chester Thompson","Q1070766","studio = 1 "
"Sly Stone","Q713829","studio = |album live = "
"Marília Mendonça","Q24040310","studio = 3 "
"Madlib","Q503031","studio = 21 "
"The Tom & Jerry Show (serie animata 1975)","Q2570867","studio = [[Hanna-Barbera Productions]] "
"Buon anno con Winnie the Pooh","Q179411","studio = [[Walt Disney Television Animation]] "
"Onyx (gruppo musicale)","Q936693","studio = 5 "
"Sanjay and Craig","Q11717396","studio = Forest City Rockers "
"Cheb Mami","Q441266","studio = |album live = "
"Moa Kikuchi","Q15944159","studio = 7 "
"Xiumin","Q10834841","studio = |album live = "
"Screamin' Jay Hawkins","Q455754","studio = |album live = "
"Stacey Kent","Q431506","studio = |album live = "
"WC (rapper)","Q443065","studio = 4 }} {{Bio "
"Bratz (serie animata)","Q7803245","studio = [[4Kids Entertainment]] "
"Alexander Rybak","Q131259","studio = 5 "
"Necro","Q359474","studio = 6 "
"James Shaffer","Q314343","studio = 14 "
"Cage the Elephant","Q68061","studio = 5 "
"3T (gruppo musicale)","Q29779","studio = 3 "
"Peter Gordeno","Q2075220","studio = |album live = "
"Dev Hynes","Q2311177","studio = |raccolte = }} {{Bio "
"Barbie e il canto di Natale","Q284162","studio = [[Mattel"
"Mark Mothersbaugh","Q1351259","studio = |url = }} {{Bio "
"L'ape Maia (serie animata 2012)","Q16521698","studio = [[Studio 100 Animation]] "
"Snowy White","Q450815","studio = 17 "
"Sonny Boy Williamson II","Q454692","studio = |album live = "
"Igor Cavalera","Q201459","studio = |album live = "
"Log Horizon","Q1195326","studio = [[Satelight]] "
"Lauv","Q30122224","studio = 2 "
"Pere Aragonès","Q16169026","studio = Laurea in Giurisprudenza "
"Marina Sena","Q109454019","studio = 2 "
"Simon Tong","Q924058","studio = |album live = "
"William Goldsmith","Q447720","studio = |album live = "
"Asking Alexandria","Q731642","studio = 8 "
"Omar Hakim","Q1350353","studio = |album live = "
"My First Girlfriend Is a Gal","Q28416286","studio = [[NAZ (azienda)"
"Mobile Suit Gundam 0083: Stardust Memory","Q2271087","studio = [[Sunrise (azienda)"
"All Time Low","Q909731","studio = 9 "
"Il mago di Oz (serie animata)","Q2454867","studio = [[Panmedia]] "
"Logan Miller","Q128828","studio = |album live = "
"Denny Laine","Q434367","studio = |album live = "
"Jencarlos Canela","Q1100542","studio = 3 "
"Blixa Bargeld","Q316528","studio = |album live = "
"Edmonda Aldini","Q3719432","studio = 4 "
"Vinny Appice","Q360498","studio = |album live = "
"Fabio Pignatelli","Q5427858","studio = |album live = "
"Chuggington","Q781698","studio = [[Ludorum PLC]] "
"DJ BoBo","Q192108","studio = 13 "
"Carmen Sandiego (serie animata)","Q30607230","studio = HMH Productions "
"Baskup - Tony Parker","Q2887250","studio = |rete = [[M6 (rete televisiva)"
"Sleater-Kinney","Q1891322","studio = 10 "
"Gaio Chiocchio","Q3757301","studio = 3 "
"Chitose Get You!!","Q2700406","studio = [[Silver Link]] "
"I Fantastici Quattro (serie animata 1967)","Q947661","studio = [[Hanna-Barbera]] "
"Cristian Castro","Q2409501","studio = | album live = "
"Jessica Sutta","Q202662","studio = |album live = "
"Queen Emeraldas","Q567373","studio = [[Oriental Light and Magic]] "
"Josef Terboven","Q57874","studio = |alma mater = "
"Djavan","Q939829","studio = |album live = "
"Les Charlots","Q2577992","studio = |album live = "
"Gillian Gilbert","Q271981","studio = |album live = "
"Star Wars: Young Jedi Adventures","Q116763978","studio = [[Lucasfilm Animation]] "
"Mister T (serie animata)","Q1563638","studio = [[Ruby-Spears"
"Donny Osmond","Q386053","studio = |album live = "
"Raphael (cantante spagnolo)","Q561205","studio = |album live = "
"Keshia Chanté","Q2749198","studio = 4 "
"Boogiepop Phantom","Q2140751","studio = [[Madhouse (azienda)"
"Marika (cantante)","Q11769944","studio = 4 "
"Jordin Sparks","Q215300","studio = 4 "
"Il giovane sognatore è un realista","Q113159258","studio = [[Studio Gokumi]] "
"Salif Keïta","Q313318","studio = |album live = "
"I figli dei Flintstones","Q3790800","studio = [[Hanna-Barbera]] "
"I 13 fantasmi di Scooby-Doo","Q1076646","studio = [[Hanna-Barbera Productions]] "
"The Niro","Q3988506","studio = 4 "
"William Jennings Bryan","Q205282","studio = |professione = Avvocato "
"Triumph (gruppo musicale)","Q1849053","studio = 11 "
"Ali Farka Touré","Q334947","studio = |album live = "
"Jan Garbarek","Q290083","studio = |album live = "
"Andy Williams","Q214548","studio = 42 "
"Re:Creators","Q28083229","studio = [[Troyca]] "
"Sterling Morrison","Q503886","studio = 6 "
"Apache 207","Q66725900","studio = 3 "
"Julee Cruise","Q272496","studio = 4 "
"Teknoman","Q1185522","studio = [[Tatsunoko]] "
"Russell Russell","Q3942888","studio = 3 }} {{Bio "
"Calexico (gruppo musicale)","Q1026652","studio = 11 "
"Tom Hamilton","Q317302","studio = |album live = "
"Celtic Woman","Q824088","studio = |album live = "
"Bone Thugs-n-Harmony","Q4444669","studio = 8 "
"Chowder - Scuola di cucina","Q756428","studio = [[Cartoon Network Studios]] "
"Mahō tsukai Pretty Cure!","Q21566775","studio = [[Toei Animation]] "
"Niente paura, c'è Alfred!","Q818733","studio = [[Telecable Benelux B.V.]] "
"24kGoldn","Q83751918","studio = 1 }} {{Bio "
"Palla al centro per Rudy","Q1260373","studio = [[Pierrot (azienda)"
"Yoann Lemoine","Q1888059","studio = 2 "
"Grace VanderWaal","Q26897673","studio = 1 }} {{Bio "
"Ivete Sangalo","Q235940","studio = 13 "
"The Gun Club","Q1398604","studio = 8 (2 EP) "
"Olu Dara","Q1357746","studio = 2 "
"Alabama Shakes","Q1933051","studio = 2 "
"Suisei no Gargantia","Q1707781","studio = [[Production I.G]] "
"Prayut Chan-o-cha","Q2108126","studio = Laurea in Scienze "
"Nancy Wilson (cantante)","Q467690","studio = |album live = "
"Bazzi","Q48720231","studio = 2 }} {{Bio "
"Wendy O. Williams","Q258498","studio = 4<br />5 <small>(con i Plasmatics)</small> "
"Alejandro Fernández","Q553528","studio = |album live = "
"Dara Rolins","Q3502562","studio = 12 "
"Tom Leeb","Q50328133","studio = 2 }} {{Bio "
"Blind Channel","Q27554412","studio = 4 "
"Tony Martin (cantante)","Q434220","studio = 16 "
"Käärijä","Q57943893","studio = 1 }} {{Bio "
"Spy Classroom","Q98867538","studio = [[Feel (azienda)"
"Jason Mraz","Q192515","studio = 8 "
"Hugh Masekela","Q246594","studio = | album live = "
"Dee Dee Bridgewater","Q233529","studio = 13 "
"I Wuzzles","Q2193488","studio = [[Walt Disney Pictures Television Animation Group]] "
"Bebe (cantante)","Q234037","studio = 4 "
"Takt op. Destiny","Q107355627","studio = [[MAPPA (azienda)"
"Sean Kingston","Q216934","studio = 4 "
"I Saurini e i viaggi del meteorite nero","Q3790441","studio = [[Animundi]] "
"Vai Diego","Q1220379","studio = [[Nickelodeon Animation Studio]] "
"Narada Michael Walden","Q542681","studio = |album live = "
"Samoth","Q457595","studio = |album live = "
"Dave Pirner","Q1173317","studio = |album live = "
"Rae Sremmurd","Q18123226","studio = 4 "
"Guardiani della Galassia (serie animata)","Q20649425","studio = [[Marvel Animation]] "
"Saad Lamjarred","Q19630169","studio = |album live = "
"Brian Welch","Q331733","studio = 11 "
"Mike Mills","Q364864","studio = 15 <small>(con i R.E.M.)</small><br />1 <small>(con gli Hindu Love Gods)</small> "
"Jacoby Shaddix","Q357851","studio = |album live = "
"He-Man and the Masters of the Universe (serie animata 2021)","Q108549399","studio = |rete = [[Netflix]] "
"Liar, Liar","Q106126351","studio = [[Geek Toys]] "
"Carlo Ludovico Ragghianti","Q2939213","studio = |alma mater = "
"Greg Walsh","Q3776453","studio = |album live = "
"Scooby-Doo & Scrappy-Doo","Q579082","studio = [[Hanna-Barbera]] "
"This Will Destroy You","Q776864","studio = 7 "
"DJ Lethal","Q382250","studio = |album live = "
"Sam Spade","Q2533737","studio = |data inizio = 1930 "
"Greg Kriesel","Q2465689","studio = 9 "
"Yello","Q639301","studio = 15 "
"Miguel (cantante)","Q73463","studio = 4 "
"Nawaz Sharif","Q134068","studio = |alma mater = "
"Robert Lee (cantante)","Q7346798","studio = |album live = "
"Henri Salvador","Q318060","studio = |album live = "
"Guaynaa","Q77552645","studio = 2 }} {{Bio "
"Space Goofs - Vicini, troppo vicini!","Q2487639","studio = [[Gaumont]] "
"Luna principessa argentata","Q576806","studio = [[Toei Animation]] "
"Millencolin","Q1338793","studio = 7 "
"Tim Hecker","Q3068648","studio = 9 "
"Stryper","Q1052564","studio = 11 "
"Park Jin-young (1994)","Q492313","studio = |album live = "
"Stefano Nosei","Q3972611","studio = |album live = "
"Federico De Robertis","Q99458614","studio = |album live = "
"Jasmine Guy","Q448141","studio = 1 "
"Zero no tsukaima","Q187976","studio = [[J.C.Staff]] "
"Bun Bun","Q3516581","studio = [[TV Tokyo]] "
"Riscopriamo le Americhe","Q1366599","studio = [[Procidis]] "
"Dan Auerbach","Q2418836","studio = |album live = }} {{Bio "
"Full Metal Panic! The Second Raid","Q6875529","studio = [[Kyoto Animation]] "
"Papyrus e i misteri del Nilo","Q2156081","studio = [[Dupuis (casa editrice)"
"Derek Sherinian","Q335598","studio = 9 "
"Winger (gruppo musicale)","Q522849","studio = 5 "
"3x3 occhi","Q229817","studio = [[Bandai Visual]] "
"Grey DeLisle","Q13938","studio = 5 "
"Randy Blythe","Q455474","studio = |album live = "
"Collericamente vostro ""Braccio di Ferro""","Q3596105","studio = [[Jack Kinney Productions]] "
"Labi Siffre","Q1799428","studio = |album live = "
