"title","wikibase_item","Studio"
"Plain White T's","Q169316","studio = 8 "
"Mao Mao e gli eroi leggendari","Q64355224","studio = [[Cartoon Network Studios]] "
"Pomme","Q42397176","studio = 2 "
"Chanel Terrero","Q85184404","studio = }} {{Bio "
"Yelawolf","Q168535","studio = 6 }} {{Bio "
"Esther Phillips","Q283069","studio = |album live = "
"Will Oldham","Q709464","studio = |album live = "
"Big Audio Dynamite","Q239474","studio = 9 "
"Sonny Sandoval","Q2465962","studio = |album live = "
"Starsailor (gruppo musicale)","Q1051417","studio = 5 "
"Tha Dogg Pound","Q1070141","studio = 11 "
"Rodrigo Bueno","Q321108","studio = |album live = "
"Mai-HiME","Q836752","studio = [[Sunrise (azienda)"
"Jon Oliva","Q918492","studio = 20 "
"Sébastien Tellier","Q370711","studio = 5 "
"Jasmine Thompson","Q15216612","studio = 3 "
"Vic Chesnutt","Q525698","studio = |album live = "
"Desiigner","Q23091498","studio = |album live = "
"Remy Ma","Q275437","studio = 2 "
"Vika Jigulina","Q263582","studio = |album live = }} {{Bio "
"Gunther Schuller","Q704154","studio = |album live = "
"The Tremeloes","Q177364","studio = 5 "
"Leslie Grace","Q5973792","studio = 2 "
"Giveon","Q96418479","studio = 1 "
"Trans-Siberian Orchestra","Q1360643","studio = 6 "
"Il duca della morte e la domestica oscura","Q105226167","studio = [[J.C.Staff]] "
"Chris de Burgh","Q178237","studio = 22 "
"Le avventure di Huckleberry Finn (serie animata)","Q2734205","studio = [[Group TAC]] "
"Birdman (serie animata)","Q2396238","studio = [[Hanna-Barbera Productions]] "
"Big Country","Q858738","studio = 9 "
"MC Solaar","Q918784","studio = 8 "
"Ewoks (serie animata)","Q714019","studio = [[Nelvana]] "
"Anna German","Q298022","studio = |album live = "
"Władysław Sikorski","Q153132","studio = |alma mater = "
"Nicole Fiorentino","Q980374","studio = |album live = "
"Summer Walker","Q61959478","studio = 2 "
"Billy Talent","Q154815","studio = 5 "
"Odetta","Q237633","studio = 20 "
"Jason Aldean","Q195439","studio = 10 "
"Robert DeLeo","Q924486","studio = |album live = "
"Attacco! A scuola coi giganti","Q20856829","studio = [[Production I.G]] "
"Willy William","Q17016749","studio = 1 }} {{Bio "
"Gakuen babysitters","Q20043608","studio = [[Brain's Base]] "
"Rosario Flores","Q251210","studio = 12 "
"Le avventure di Bernie","Q112228469","studio = [[Xilam]] "
"Angelina ballerina","Q548335","studio = Grand Slamm Children's Films "
"Kenny Kirkland","Q1382411","studio = 1 "
"Zacky Vengeance","Q657604","studio = 8 "
"Jammin' Apollon","Q1670019","studio = [[MAPPA (azienda)"
"The Weather Girls","Q707161","studio = |album live = "
"Robin Trower","Q709635","studio = |album live = "
"János Áder","Q57467","studio = [[Laurea]] in [[Giurisprudenza]] "
"Ryoji Ikeda","Q1971542","studio = |album live = "
"Dave Vanian","Q2293089","studio = |album live = "
"Sam Brown","Q284196","studio = |album live = "
"Lindsay Hoyle","Q689660","studio = |alma mater = "
"Doug E. Fresh","Q269645","studio = 5 "
"Ihsahn","Q386992","studio = 7 "
"Sublime (gruppo musicale)","Q591691","studio = 3 "
"Oliviero Malaspina","Q3881867","studio = 5 "
"Jhené Aiko","Q15929781","studio = 4 "
"Rapunzel - Prima del sì","Q28804247","studio = [[Walt Disney Pictures]], [[Disney Television Animation]], [[Mercury Filmworks]] "
"Lauren Harris","Q2068558","studio = 1 "
"Sheck Wes","Q56513324","studio = 1 "
"Steve Souza","Q578303","studio = |album live = "
"Le Chevalier D'Eon","Q320678","studio = [[Production I.G]] "
"Ashe (cantante)","Q55604295","studio = 2 "
"Magia Record","Q30926491","studio = [[Shaft (azienda)"
"Les McCann","Q562912","studio = |album live = "
"Kenshi Yonezu","Q11604296","studio = 5 }} {{Bio "
"Elisa Tovati","Q2154406","studio = 4 "
"Jeffrey Dunn","Q931561","studio = |album live = "
"Horace Andy","Q353454","studio = 19 "
"Andrea True","Q448294","studio = 3 }} {{Pornostar "
"Thelma Houston","Q465955","studio = |album live = "
"Scemo & più scemo (serie animata)","Q2569394","studio = [[Hanna-Barbera]] "
"The Vandals","Q1570297","studio = 10 "
"Julie rosa di bosco","Q1112243","studio = [[Dax International]] "
"Kaleidoscope (gruppo musicale statunitense)","Q1721989","studio = 5 "
"Astro Boy (serie animata 1980)","Q3391384","studio = [[Tezuka Productions]] "
"Hubert e Takako","Q16642471","studio = [[Xilam]] "
"Hindi Zahra","Q463514","studio = |album live = "
"Michael Nesmith","Q954997","studio = |album live = "
"Veruca Salt","Q2300681","studio = 4 "
"Roy Ayers","Q588551","studio = |album live = "
"Gotriniton","Q717544","studio = [[Ashi Production]] "
"Lupin III - Green vs Red","Q738678","studio = [[TMS Entertainment]] "
"Billy Powell","Q514034","studio = 13 "
"The-Dream","Q351055","studio = 5 "
"Trina (rapper)","Q257150","studio = 6 "
"Kodaline","Q2482563","studio = 3 }} I '''Kodaline''' ({{IPA"
"Joey McIntyre","Q740877","studio = |album live = "
"The Music","Q1807651","studio = 3 "
"La India","Q441805","studio = |album live = "
"Ween","Q2117518","studio = |album live = "
"Jax Jones","Q16995320","studio = 1 "
"Lee Hazlewood","Q364781","studio = |album live = "
"Mondo Generator","Q1944294","studio = 4 "
"Vito Bratta","Q1356153","studio = |album live = "
"Eroi a metà","Q116981499","studio = [[Cyber Group Studios]] "
"Eric Bloom","Q2454630","studio = |album live = "
"Ovino va in città","Q672978","studio = Curious Pictures "
"Bob Hite","Q887993","studio = |album live = "
"Erik Rutan","Q785552","studio = |album live = "
"Pinky, Elmyra & the Brain","Q1575205","studio = [[Amblin Entertainment]] "
"Roméo Dallaire","Q355188","studio = |alma mater = "
"Frou Frou (gruppo musicale)","Q2629330","studio = 1 }} I '''Frou Frou''' erano un duo di [[musica elettronica]] britannico formato da [[Imogen Heap]] e [[Guy Sigsworth]], che hanno pubblicato il loro unico album, ''[[Details (album)"
"Rozen Maiden","Q865487","studio = [[Nomad (azienda)"
"Lacrimosa (gruppo musicale)","Q625529","studio = 13 "
"James LoMenzo","Q1139388","studio = |album live = "
"Chamillionaire","Q299132","studio = 2 con [[Paul Wall]]<br />2 solista<br />3 in collaborazione con altri artisti "
"Udo Jürgens","Q155236","studio = 2 }} {{Bio "
"BraveStarr","Q902626","studio = [[Filmation]] "
"Aida Satta Flores","Q15059101","studio = 3 "
"Mavis Staples","Q441742","studio = |album live = "
"Willa Ford","Q262396","studio = |album live = "
"Tina Charles (cantante)","Q261365","studio = 12 "
"Waka Flocka Flame","Q571125","studio = 2 "
"C-Murder","Q913123","studio = }} {{Bio "
"P. P. Arnold","Q469825","studio = |album live = "
"Buon Natale, Charlie Brown!","Q1393337","studio = [[Lee Mendelson Films]] "
"Badly Drawn Boy","Q508888","studio = |album live = "
"NoMeansNo","Q1430380","studio = |album live = "
"Glen Benton","Q559273","studio = 11 + 2 demo "
"Horseland","Q956474","studio = [[Horseland LLC]] <br/> [[DIC Entertainment]] <br/> [[Cookie Jar Entertainment]] "
"India Martínez","Q2657608","studio = 7 "
"Country Joe and the Fish","Q869427","studio = 6 "
"Steven Severin","Q1345722","studio = 11 <small>(con i Siouxsie and the Banshees)</small><br />1 <small>(con i Glove)</small><br />4 <small>(da solista)</small> "
"Mini Ninjas (serie animata)","Q21065603","studio = Cyber Group Studios "
"Durga McBroom","Q527773","studio = |album live = "
"N.O.R.E.","Q53549","studio = 7 }} {{Bio "
"Lila Downs","Q23880","studio = 11 "
"Silver Surfer (serie animata)","Q786090","studio = [[Marvel Studios]] "
"Barry Dennen","Q809029","studio = |album live = "
"Moomin (serie animata 1969)","Q2337351","studio = [[Zuiyo"
"Martina e il campanello misterioso","Q1323883","studio = [[Shin'ei Doga]] "
"Three Dog Night","Q1474254","studio = 11 "
"Phạm Văn Đồng","Q358051","studio = |alma mater = "
"Patlabor (serie animata televisiva)","Q1752334","studio = [[Sunrise (azienda)"
"Jimena Barón","Q3808395","studio = 3 "
"Paul McCoy","Q766229","studio = 3 }} {{Bio "
"Cher Lloyd","Q230451","studio = 2 }} {{Bio "
"Hadley Fraser","Q552975","studio = |album live = "
"Willy Brezza","Q4020237","studio = 2 "
"Herbert Grönemeyer","Q275247","studio = |album live = "
"Franco De Vita","Q1442690","studio = 16 "
"Run the Jewels","Q15052731","studio = 4 "
"Barbie e il cavallo leggendario","Q15709914","studio = [[Mattel"
"Spirit (gruppo musicale)","Q1777553","studio = 15 "
"Ghost in the Shell: SAC 2045","Q89383919","studio = [[Production I.G]] "
"Pepero","Q2628581","studio = [[Wako Pro]] "
"Tasmin Archer","Q255991","studio = 4 "
"Paolo Gatti","Q21208108","studio = |album live = "
"Buck Dharma","Q2658340","studio = |album live = "
"Shakespears Sister","Q527789","studio = 4 "
"Omarion","Q361683","studio = 4 <small>'''(solista)'''</small><br />1 <small>'''(con [[Bow Wow]])'''</small><br />2 <small>'''(coi [[B2K]])'''</small> "
"Hebe Camargo","Q6105","studio = |album live = "
"Yazz","Q436051","studio = |album live = "
"Stanlio & Ollio (serie animata)","Q1630303","studio = [[Hanna-Barbera]] "
"Mille Petrozza","Q61730","studio = |album live = "
"Iyaz","Q317101","studio = 2 "
"Paul Buckmaster","Q374682","studio = |album live = "
"Garth Hudson","Q554422","studio = |album live = "
"John Carter Cash","Q947101","studio = |album live = "
"Trace Adkins","Q967817","studio = 12 "
"Droopy: Master Detective","Q2571162","studio = [[Hanna-Barbera Cartoons]] "
".hack//SIGN","Q932962","studio = [[Bee Train]] "
"Bilal (cantante)","Q860283","studio = 4 "
"Sezen Aksu","Q298139","studio = |album live = "
"Aston Barrett","Q709698","studio = |album live = 0 "
"Kwon Yu-ri","Q276158","studio = |album live = "
"Melba Moore","Q448876","studio = 24 "
"Il'ja Najšuller","Q23867507","studio = 2 }}{{Bio "
"Transformers: Robots in Disguise (serie animata 2000)","Q772381","studio = [[Gallop (azienda)"
"Warrel Dane","Q1088707","studio = |album live = "
"Ichiban ushiro no dai maō","Q495450","studio = [[Artland]] "
"Billy Eckstine","Q545464","studio = |album live = "
"Yeri","Q19940498","studio = |colonne sonore = "
"Luis de Guindos","Q225880","studio = Laurea in Scienze economiche e gestione di impresa "
"Seo Kang-joon","Q15972890","studio = |album live = "
"Bob Kulick","Q714371","studio = 6 "
"Rebecca Pidgeon","Q287572","studio = |album live = "
"Speed Grapher","Q1477323","studio = [[Gonzo (azienda)"
"Louis Barthou","Q271887","studio = |firma = }} {{Bio "
"Strike Anywhere","Q951170","studio = 4 + 3 EP "
"Eydie Gormé","Q262531","studio = |album live = "
"Jeff Walker","Q704663","studio = 8 "
"Tony Kaye (musicista)","Q381445","studio = |album live = "
"Cenerentola (serie animata)","Q2557696","studio = [[Tatsunoko"
"Karen Elson","Q2076087","studio = 2 "
"Abdullah Abdullah","Q317556","studio = |alma mater = [[Kabul Medical University]] "
"Dave Keuning","Q2312688","studio = 3 "
"Cherie Currie","Q237497","studio = 5 "
"Winnie the Pooh: Tempo di regali","Q1440523","studio = [[Buena Vista Home Entertainment]] "
"Trevor Bolder","Q387896","studio = |album live = "
"Jon Secada","Q946170","studio = |album live = "
"Dan Hartman","Q725964","studio = |album live = "
"Max Gallo","Q516318","studio = |professione = Scrittore, storico, giornalista }} {{Bio "
"Ace Ventura (serie animata)","Q82986","studio = [[Morgan Creek Productions]] "
"Tommy Dorsey","Q313529","studio = |album live = "
"Eddie Lang","Q338957","studio = |album live = "
"The Used","Q847970","studio = 8 "
"Operation Ivy","Q165846","studio = 2 "
"Bushido (rapper)","Q311961","studio = 9 "
"Barbie e il regno segreto","Q18326707","studio = [[Mattel"
"Roy Haynes","Q448235","studio = |album live = "
"Arnaldo Otegi","Q547356","studio = |alma mater = "
"Davido","Q16234484","studio = 3 "
"Voyage (cantante)","Q85990468","studio = 1 "
"Sergio Renda","Q3956244","studio = |album live = "
"Sam Butera","Q714277","studio = |album live = "
"Biz Markie","Q505882","studio = 5 "
"IOTA","Q5972922","studio = 4 "
"The All-American Rejects","Q214237","studio = 4 }} [[File:All american rejects.jpg"
"Tainy","Q2541526","studio = 2 }} {{Bio "
"Nicky Byrne","Q320224","studio = 10 "
"Trevor Pinnock","Q434774","studio = |album live = "
"Mark Greenway","Q732653","studio = |album live = "
"Lilly Wood and the Prick","Q3240920","studio = 2 "
"The Pharcyde","Q1856396","studio = |album live = "
"Hai to gensō no Grimgar","Q21127628","studio = [[A-1 Pictures]] "
"Seán Ó Riada","Q1398397","studio = |album live = "
"Justice League vs. Teen Titans","Q22251976","studio = [[Warner Bros. Animation]] "
"Tino Rossi","Q359026","studio = 25 "
"Chris Botti","Q714411","studio = |album live = "
"Wonder Mike","Q2054248","studio = 2 "
"Don Dokken","Q552119","studio = 2 "
"Camilo (cantante)","Q5644523","studio = 3 "
"Fabolous","Q349420","studio = 6 "
"Conan (serie animata)","Q2561069","studio = [[Sunbow Productions]] "
"James Bond Junior","Q2117860","studio = [[Murakami Wolf Swenson]] "
"Imbarchiamoci per un grande viaggio","Q1366625","studio = [[Procidis]] "
"Ridillo","Q3935220","studio = 8 "
"Puffy AmiYumi","Q920966","studio = 14 "
"Il poema del vento e degli alberi","Q1338432","studio = Herald Enterprise "
"I pronipoti incontrano gli antenati","Q2392121","studio = [[Hanna-Barbera"
"Carlos Lyra","Q567872","studio = |album live = "
"Moby Grape","Q669759","studio = 5 "
"Kevin Shields","Q1382495","studio = 3 con i My Bloody Valentine "
"Park Jin-young (1971)","Q483283","studio = 7 "
"Tony Sly","Q1676573","studio = 12 "
"Song Meiling","Q17135","studio = |alma mater = "
"Haganai - I Have Few Friends","Q482870","studio = [[Anime International Company"
"Gianni Basso","Q973476","studio = |album live = "
"Julio Jaramillo","Q1395127","studio = |album live = "
"Thomas Dolby","Q553790","studio = |album live = "
"Lampadino e Caramella nel MagiRegno degli Zampa","Q94981992","studio = Animundi S.R.L. "
"Lupin III - Il segreto del Diamante Penombra","Q1440621","studio = [[TMS Entertainment]] "
"Scooby-Doo e la scuola del brivido","Q1770445","studio = [[Hanna-Barbera]] "
"Jukka Nevalainen","Q288717","studio = |album live = "
"Brian McKnight","Q1153370","studio = 12 "
"Mobile Battleship Nadesico","Q701317","studio = [[Xebec]] "
"Krzysztof Piesiewicz","Q59549","studio = |alma mater = "
"Un calcio volante al mio demonio","Q44939441","studio = [[Nomad (azienda)"
"Amaia Montero","Q686070","studio = 4 "
"Angela Maraventano","Q3616771","studio = Diploma di terza media "
"Rudy Ray Moore","Q2174572","studio = |album live = "
"Bob Daisley","Q471783","studio = 32 "
"Sheikh Mujibur Rahman","Q191375","studio = |alma mater = [[Maulana Azad College]]<br>[[Università di Dacca]] "
"Acqua in bocca (serie animata)","Q3604644","studio = [[Maga Animation Studio]] "
"Scooby-Doo e il lupo mannaro","Q592768","studio = [[Hanna-Barbera]] "
"Kid vs. Kat - Mai dire gatto","Q749629","studio = [[Studio B Productions]]<br />[[WildBrain#Decode Entertainment"
"Gackt","Q44606","studio = 6 "
"Tom Scott","Q1651279","studio = |album live = "
"Akashic Records of Bastard Magical Instructor","Q23092030","studio = [[Liden Films]] "
"Momo (cantante)","Q3860350","studio = 2 "
"Love Affair (gruppo musicale britannico)","Q165691","studio = 2 "
"The Undertones","Q1501348","studio = 6 "
"David Ruffin","Q1176417","studio = |album live = "
"Alison Balsom","Q451849","studio = |album live = "
"Ren and Stimpy Adult Party Cartoon","Q6311398","studio = Spümcø "
"Philly Joe Jones","Q709873","studio = |album live = "
"Shutendoji (manga)","Q7505626","studio = [[Dynamic Planning]] "
"Marta Sánchez","Q457305","studio = |url = http://www.misssanchez.es }} {{Bio "
"Shane Lynch","Q290957","studio = |album live = "
"Jennifer Batten","Q292261","studio = |album live = "
"Alec Benjamin","Q19560068","studio = 2 }} {{Bio "
"Chuck Mosley","Q2625611","studio = 2 "
"Teen Days","Q3517109","studio = [[Cartoon One]] "
"Frank Iero","Q723430","studio = 6 "
"Matúš Vallo","Q12771236","studio = |alma mater = Facoltà di architettura dell'Università tecnica della Slovacchia, Università della Columbia "
"King Princess","Q55006878","studio = 2 "
"MNEK","Q6716905","studio = 1 "
"Jonathan Cain","Q2266567","studio = |album live = "
"Fancy Nancy Clancy","Q55639697","studio = [[Disney Television Animation]] "
"Young Dolph","Q23541285","studio = 7 "
"Enslaved","Q916688","studio = 16 "
"Lady Blackbird","Q110392368","studio = 1 }} '''Lady Blackbird''', [[pseudonimo]] di '''Marley Munroe''', è una cantautrice [[Stati Uniti d'America"
"Everett Dirksen","Q1382002","studio = |alma mater = [[Università del Minnesota]] "
"Lupe Fiasco","Q310116","studio = 7 }} {{Bio "
"Albert Lee","Q577975","studio = |album live = "
"Lupin III - All'inseguimento del tesoro di Harimao","Q1437012","studio = [[TMS Entertainment]] "
"Vanessa da Mata","Q432243","studio = |album live = "
"Daisy Lumini","Q3700928","studio = |raccolte = "
"Ray Cooper","Q1385135","studio = |album live = "
"Le nuove avventure di Braccio di Ferro","Q3282556","studio = [[Hanna-Barbera]] "
"Jeffrey Lee Pierce","Q1686463","studio = 6 con i The Gun Club, 2 come solista }} {{Bio "
"S.P.Q.R. - Sembrano Proprio Quasi Romani","Q1136225","studio = [[Hanna-Barbera]] "
"Vybz Kartel","Q1357035","studio = 6 "
"Barbie e le scarpette rosa","Q7473496","studio = [[Mattel"
"Rvssian","Q19968637","studio = |album live = "
"Jesse Stone","Q1632277","studio = |studio nota = "
"Snow (cantante)","Q94708","studio = 6 "
"Laura Marling","Q236735","studio = 7 "
"Bobby Vinton","Q363126","studio = 31 "
"Cuccioli della giungla","Q768933","studio = [[Walt Disney Television Animation]] "
"Steve Walsh (musicista)","Q583470","studio = |album live = "
"Hellyeah","Q281253","studio = 5 }} Gli '''Hellyeah''' sono un [[supergruppo (musica)"
"Mikael Gabriel","Q4847498","studio = 7 "
"Keith Forsey","Q1315512","studio = |album live = "
"Ian McLagan","Q952491","studio = |album live = "
"Renata Attivissimo","Q28540465","studio = |album live = "
"Jenny Luna","Q3807912","studio = 2 "
"Alan Rubin","Q1374127","studio = |album live = "
"Floogals","Q23057962","studio = [[Jellyfish Pictures]] "
"The Boss (personaggio)","Q3058775","studio = [[Konami]] "
"La voce delle stelle","Q264812","studio = [[CoMix Wave Films"
"Brunetta (cantante)","Q3645587","studio = 2 "
"Al lupo... al lupo","Q4733114","studio = [[Hanna-Barbera]] "
"Julian Marley","Q718404","studio = 4 "
"John Squire","Q1342312","studio = 2 }} {{Bio "
"Transformers: The Headmasters","Q2407494","studio = [[Toei Animation]] "
"Le avventure di Super Mario (serie animata 1990)","Q2918288","studio = [[DiC Entertainment]] "
"Al Jourgensen","Q713807","studio = 12 "
"La stirpe delle tenebre","Q696961","studio = [[J.C.Staff]] "
"Graham Bonnet","Q145633","studio = 9 "
"Fleet Foxes","Q852335","studio = 4 }} I '''Fleet Foxes''' sono un gruppo [[folk rock]]<ref name=""delrock""/> [[statunitense]] formatosi nel [[2006]] a [[Seattle]]. Il gruppo ha raggiunto la fama nel [[2008]] grazie all'[[Fleet Foxes (album)"
"Chucho Valdés","Q918872","studio = |album live = "
"The Zeta Project","Q2555917","studio = [[Warner Bros. Television]] "
"Code: Breaker","Q182476","studio = [[Kinema Citrus]] "
"Tim Maia","Q1262590","studio = |album live = "
"Fergie Frederiksen","Q959076","studio = |album live = "
"Kate and Julie","Q930562","studio = [[Sunrise (azienda)"
"Supa Strikas","Q3505048","studio = [[Strika Entertainment]] "
"Kim Jae-joong","Q169717","studio = |album live = "
"Tommy James and the Shondells","Q1932040","studio = |album live = "
"Getter Robot Go","Q3761509","studio = [[Toei Animation]] "
"Warren DeMartini","Q2256936","studio = |album live = "
"It's a Beautiful Day (gruppo musicale)","Q1525795","studio = 8 "
"Joe Budden","Q444832","studio = 4 }} {{Bio "
"Machine Robo Rescue","Q1051871","studio = [[Sunrise (azienda)"
"Joy (cantante)","Q17484113","studio = |colonne sonore = "
"Mortal Kombat: Defenders of the Realm","Q2596603","studio = [[Film Roman]] "
"Jason Donovan","Q287817","studio = 3 "
"Le incredibili avventure di Zorori","Q1209267","studio = [[Anbā Film Works]] "
"Gloria Groove","Q30933614","studio = 2 "
"Todrick Hall","Q16205820","studio = 7 "
"Rudy Sarzo","Q437645","studio = |album live = "
"Onii-chan wa oshimai!","Q55536517","studio = [[Studio Bind]] "
"Lupin III - L'amore da capo: Fujiko's Unlucky Days","Q3840833","studio = [[TMS Entertainment]] "
"The Slits","Q677115","studio = 4 "
"Ciao, Sabrina","Q2338821","studio = [[Ashi Production]] "
"Fábio Jr.","Q1630281","studio = |album live = "
"Babar e le avventure di Badou","Q797582","studio = [[The Clifford Ross Company]] "
"Freddie Gibbs","Q1246237","studio = 3 "
"Kate Voegele","Q233946","studio = 4 }} {{Bio "
"Nick Simper","Q346794","studio = |album live = "
"Ernst Rüdiger Starhemberg","Q78664","studio = |alma mater = "
"Jon Hassell","Q782528","studio = |album live = "
"MC Eiht","Q531913","studio = 14 "
"Piovono polpette (serie animata)","Q28233322","studio = [[Sony Pictures Animation]] "
"Albert Hammond","Q451075","studio = |album live = "
"Bad Manners","Q798739","studio = 9 "
"Lisa Whelchel","Q9022898","studio = |album live = "
"Eric Benét","Q739041","studio = 8 "
"Il laboratorio di Dexter - Viaggio nel futuro","Q5804816","studio = [[Hanna-Barbera Cartoons]] "
"Souad Massi","Q236370","studio = 5 "
"Gianni e Pinotto (serie animata)","Q6143982","studio = [[Hanna-Barbera]] "
"David Rhodes","Q955258","studio = |album live = "
"Madagascar - I 4 dell'oasi selvaggia","Q98967604","studio = [[Dreamworks Animation]] "
"Mero (rapper)","Q59198177","studio = 3 "
"Aspettando il Grande Cocomero","Q596994","studio = [[Lee Mendelson Films]] "
"Anatolij Borisovič Čubajs","Q201005","studio = |alma mater = "
"Lupin III - La pagina segreta di Marco Polo","Q3942809","studio = [[TMS Entertainment]] "
"Edie Brickell & New Bohemians","Q3719134","studio = 3 "
"Garry Tallent","Q1273265","studio = |album live = "
"Paul Whiteman","Q470182","studio = |album live = "
"Girls Aloud","Q205473","studio = 5 "
"Pascal Obispo","Q719307","studio = |album live = "
"Natal'ja Poklonskaja","Q15963668","studio = [[Relazioni internazionali]] "
"Morton Gould","Q1352656","studio = |album live = "
"Paul Mauriat","Q50788","studio = |album live = "
"William Butler (musicista)","Q3097555","studio = |album live = "
"Kian Egan","Q598728","studio = |album live = "
"Freddie Foxxx","Q2915047","studio = |album live = "
"Mike Muir","Q1933403","studio = |album live = "
"C.C. DeVille","Q1022340","studio = |album live = "
"Codice Angelo","Q762341","studio = [[TeamTO]] "
"Kenja no mago","Q30950646","studio = [[Silver Link]] "
"Marco Sabiu","Q3290164","studio = |album live = "
"Choi Si-won","Q153657","studio = 10 <small>(con i Super Junior)</small> "
"Stanley Myers","Q730252","studio = |album live = "
"Krayzie Bone","Q529555","studio = 4 }} {{Bio "
"Taffy (serie animata)","Q60965293","studio = [[Cyber Group Studios]] "
"Alessio Lega","Q2832851","studio = 10 "
"Russ Millions","Q65029167","studio = }} {{Bio "
"Ben Webster","Q438460","studio = |album live = "
"Robert Tepper","Q2531165","studio = 4 "
"La mia padroncina Inukai","Q111234587","studio = Quad "
"Mustii","Q20851399","studio = 2 }} {{Bio "
"Lupin III - Tutti i tesori del mondo","Q3840841","studio = [[TMS Entertainment]] "
"Eliades Ochoa","Q988845","studio = |album live = "
"Lady A","Q389870","studio = |album live = "
"Cheryl Bentyne","Q516580","studio = 9 "
"Ethan Kath","Q3733720","studio = 6 "
"Rebecca Black","Q18804","studio = |album live = "
"Andrés Calamaro","Q523995","studio = |album live = "
"Hwang Chan-sung","Q496362","studio = |album live = "
"The Amazing Spiez!","Q769797","studio = [[Marathon Group]] "
"La famiglia della giungla (serie animata)","Q1357944","studio = Klasky Csupo "
"Le fiabe di Hello Kitty","Q16571519","studio = [[Sanrio]], [[Grouper Production]] "
"Jens Johansson","Q182352","studio = |album live = "
"Kenny Dorham","Q498729","studio = |album live = "
"Jang Woo-young","Q488344","studio = 9 <small>(con i 2PM)</small> "
"Jim Hall","Q433054","studio = |album live = "
"Maurizio Giammarco","Q764555","studio = |album live = "
"Anthony Braxton","Q572924","studio = |album live = "
"Enrico Cremonesi","Q3725707","studio = |album live = "
"Cutie Honey Universe","Q48862544","studio = [[Ashi Productions]] "
"Underoath","Q913673","studio = 5 "
"Nick D'Virgilio","Q1244187","studio = 19 "
"Aimer","Q4697155","studio = 7 "
"Larva (serie animata)","Q12593926","studio = TUBA Entertainment "
"Heavy D","Q450714","studio = 9 "
"Ana Belén","Q235421","studio = |album live = "
"Jimmy Crespo","Q1041700","studio = 10 "
"Lil Scrappy","Q706324","studio = 2 "
"Milo (serie animata)","Q3314407","studio = [[Rai Fiction]] "
"The Bullitts","Q7720589","studio = 1 "
"Michail Pletnëv","Q512015","studio = |album live = "
"Emily della Luna Nuova (serie animata)","Q3724578","studio = [[TMS Entertainment]] "
"George Shearing","Q349346","studio = |album live = "
"Hagure yūsha no estetica","Q2626017","studio = [[Arms Corporation"
"Taking Back Sunday","Q283487","studio = 7 "
"Fear (gruppo musicale)","Q1231142","studio = 4 "
"Tom & Jerry all'arrembaggio","Q7818155","studio = [[Warner Bros. Animation]] "
"Zeca Pagodinho","Q169565","studio = |album live = "
"Killer Mike","Q671665","studio = 5 "
"Juice Newton","Q435679","studio = |album live = "
"Micky Dolenz","Q3239689","studio = | album live = "
"Hot Wheels Battle Force 5","Q3278689","studio = Nerd Corps Entertainment "
"Vince Staples","Q16235863","studio = 3 "
"Han Bennink","Q713575","studio = |album live = "
"Atreyu (gruppo musicale)","Q240703","studio = 5 "
"Emma Shapplin","Q235886","studio = 3 "
"Asobi asobase","Q48937390","studio = [[Lerche]] "
"The Vines","Q289405","studio = 6 "
"Jackie McLean","Q920490","studio = |album live = "
"Stefan Raab","Q6969","studio = |album live = "
"Fernando Fher Olvera","Q2545615","studio = |album live = "
"Janine Wissler","Q1682774","studio = |alma mater = "
"Milet (cantante)","Q61989561","studio = 2 "
"Piergiorgio Farina","Q3903028","studio = 10 "
"Eivør Pálsdóttir","Q272898","studio = 11 "
"EMF (gruppo musicale)","Q503037","studio = 3 "
"Lupin Hassei","Q3942784","studio = [[Tokyo Movie Shinsha]] "
"Yoghi, salsa e merende","Q1612838","studio = [[Hanna-Barbera]] "
"Street Fighter (serie animata)","Q952613","studio = InVision Entertainment "
"Dinosaucers","Q1211137","studio = [[DiC Entertainment"
"Win Butler","Q1349573","studio = 4 "
"Quilapayún","Q1140278","studio = 39 "
"Rob Thomas","Q754094","studio = |album live = "
"Le Tigre","Q1431678","studio = 3 "
"Forza campioni","Q3113311","studio = [[Ashi Productions]] "
"Quinn Sullivan","Q972251","studio = 3 "
"Patti Page","Q175759","studio = 41 "
"Augusto Graziani","Q3629636","studio = laurea in economia e commercio "
"La famiglia Spaghetti","Q3822261","studio = [[The Animation Band]] "
"Michael Monroe","Q1386535","studio = 8 + 1 EP "
"Il cavaliere dell'area di rigore","Q1189409","studio = [[Shin-Ei Animation]] "
"Archie e Sabrina","Q3282277","studio = [[Filmation]] "
"Eliane Elias","Q261027","studio = |album live = "
"Andy J. Forest","Q3616541","studio = |album live = "
"Roy Bittan","Q464238","studio = |album live = "
"El-P","Q1275039","studio = 4 "
"László Tőkés","Q535922","studio = Laurea in [[teologia]] "
"Jamala","Q2662517","studio = 5 "
"Omara Portuondo","Q237997","studio = |album live = "
"Lupin III - Il mistero delle carte di Hemingway","Q3130163","studio = [[TMS Entertainment]] "
"My Little Pony - Equestria Girls - Friendship Games","Q21014482","studio = [[Hasbro Studios]] "
"Armored Saint","Q688879","studio = 8 "
"Tom Keifer","Q2567490","studio = |album live = "
"John McGeoch","Q1346255","studio = |album live = "
"Atom Willard","Q351187","studio = 3 "
