"title","weighted_tags","wikibase_item","FilmID","primaryTitle","status","QID.imdb","imdb.status"
"Filmåret 1957","classification.ores.articletopic/Culture.Media.Media*|984|classification.ores.articletopic/Culture.Media.Films|998","Q829583","tt0051241","Åsa-Nisse i full fart","not exact match",NA,NA
"Bongo (film)","classification.ores.articletopic/Culture.Media.Media*|991|classification.ores.articletopic/Culture.Media.Films|999|classification.ores.articletopic/Geography.Regions.Americas.North_America|554","Q112306651","tt0039207","Bongo","not exact match",NA,NA
"Korset och stiletten","classification.ores.articletopic/Culture.Media.Media*|996|classification.ores.articletopic/Culture.Media.Films|921|classification.ores.articletopic/Culture.Philosophy_and_religion|737|recommendation.image/exists|1","Q3020505","tt0068428","The Cross and the Switchblade","not exact match",NA,NA
"Peepshow","classification.ores.articletopic/Geography.Regions.Americas.North America|547|classification.ores.articletopic/Culture.Media.Films|665|classification.ores.articletopic/STEM.Biology|676|classification.ores.articletopic/History and Society.Society|636|classification.ores.articletopic/Culture.Media.Media*|881","Q27410","tt0211915","Amélie","not exact match",NA,NA
"Filmåret 1933","classification.ores.articletopic/Culture.Media.Films|993|classification.ores.articletopic/Culture.Media.Media*|978","Q136043","tt0024729","Vi som går kjøkkenveien","not exact match",NA,NA
"Filmåret 1927","classification.ores.articletopic/Culture.Media.Films|964|classification.ores.articletopic/Culture.Media.Media*|829|recommendation.image/exists|1","Q848086","tt0018037","The Jazz Singer","not exact match",NA,NA
"Filmåret 1961","classification.ores.articletopic/Culture.Media.Media*|952|classification.ores.articletopic/Culture.Media.Films|976","Q829573","tt0055648","Åsa-Nisse bland grevar och baroner","not exact match",NA,NA
"The Bird Store","classification.ores.articletopic/Culture.Media.Media*|996|classification.ores.articletopic/Culture.Media.Films|999","Q3519999","tt0022688","The Bird Store","match",NA,NA
"Filmåret 1945","classification.ores.articletopic/Culture.Media.Films|987|classification.ores.articletopic/Culture.Media.Media*|968","Q602386","tt0038890","Rome, Open City","not exact match",NA,NA
"Ingen ängel (TV-serie)","classification.ores.articletopic/Culture.Media.Media*|963|classification.ores.articletopic/Culture.Media.Films|952|classification.ores.articletopic/Culture.Biography.Biography*|651","Q117079006","tt22189022","Ingen Ängel","not exact match",NA,NA
"Aron Levander","classification.ores.articletopic/Culture.Media.Media*|731|classification.ores.articletopic/Culture.Media.Films|787|classification.ores.articletopic/Culture.Biography.Biography*|724|classification.ores.articletopic/Geography.Regions.Europe.Europe*|718","Q65769410","tt2309405","Jordskott","not exact match",NA,NA
"Guldbaggegalan 2022","classification.ores.articletopic/Geography.Regions.Europe.Northern_Europe|964|classification.ores.articletopic/Culture.Media.Media*|956|classification.ores.articletopic/Culture.Media.Films|943|classification.ores.articletopic/Geography.Regions.Europe.Europe*|971","Q110669775","tt12637442","Clara Sola","not exact match",NA,NA
"Filmåret 1915","classification.ores.articletopic/Culture.Media.Media*|987|classification.ores.articletopic/Culture.Media.Films|996|recommendation.image/exists|1","Q577782","tt0004972","The Birth of a Nation","not exact match",NA,NA
"Filmåret 1924","classification.ores.articletopic/Culture.Media.Media*|851|classification.ores.articletopic/Culture.Media.Films|987|recommendation.image/exists|1","Q383716","tt0014109","The Saga of Gösta Berling","not exact match",NA,NA
"Filmåret 1895","classification.ores.articletopic/Culture.Media.Media*|952|classification.ores.articletopic/Culture.Media.Films|998|recommendation.image/exists|1","Q263453","tt0000014","The Waterer Watered","not exact match",NA,NA
"Thorne: Scaredycat","classification.ores.articletopic/Culture.Media.Media*|977|classification.ores.articletopic/Culture.Media.Films|877|classification.ores.articletopic/Geography.Regions.Europe.Europe*|679","Q96985116","tt1659253","Thorne: Scaredycat","match",NA,NA
"Filmåret 1923","classification.ores.articletopic/Culture.Media.Media*|912|classification.ores.articletopic/Culture.Media.Films|989|recommendation.image/exists|1","Q521398","tt0014320","The Nurtull Gang","not exact match",NA,NA
"Filmåret 1922","classification.ores.articletopic/Culture.Media.Films|989|classification.ores.articletopic/Culture.Media.Media*|882|recommendation.image/exists|1","Q913305","tt0012894","Anderssonskans Kalle","not exact match",NA,NA
"Stålmannen (kortfilmserie)","classification.ores.articletopic/Culture.Visual arts.Visual arts*|997|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|999|classification.ores.articletopic/Culture.Literature|994|classification.ores.articletopic/Culture.Media.Films|987","Q1975401","tt0034247","Superman: The Mad Scientist","not exact match",NA,NA
"Älskade Samir","classification.ores.articletopic/Culture.Media.Media*|946|classification.ores.articletopic/Culture.Media.Films|941|classification.ores.articletopic/Culture.Biography.Biography*|884","Q118288339","tt21929228","Älskade Samir","match",NA,NA
"Filmåret 1931","classification.ores.articletopic/Culture.Media.Media*|964|classification.ores.articletopic/History_and_Society.History|787|classification.ores.articletopic/Culture.Media.Films|955|recommendation.image/exists|1","Q848113","tt0023395","East of Shanghai","not exact match",NA,NA
"Filmåret 1920","classification.ores.articletopic/Culture.Media.Films|995|classification.ores.articletopic/Culture.Media.Media*|979|recommendation.image/exists|1","Q220391","tt0011439","The Mark of Zorro","not exact match",NA,NA
"Filmåret 1946","classification.ores.articletopic/Culture.Media.Films|974|classification.ores.articletopic/Culture.Media.Media*|946","Q221139","tt0039117","Åsa-Hanna","not exact match",NA,NA
"Filmåret 1912","classification.ores.articletopic/Culture.Media.Media*|877|classification.ores.articletopic/Culture.Media.Films|972|recommendation.image/exists|1","Q667653","tt0213210","Samhällets dom","not exact match",NA,NA
"Fantastic Friends","classification.ores.articletopic/Culture.Media.Media*|965|classification.ores.articletopic/Culture.Media.Films|874","Q120959725","tt18028428","Fantastic Friends","match",NA,NA
"Filmåret 1913","classification.ores.articletopic/Culture.Media.Films|991|classification.ores.articletopic/Culture.Media.Media*|965|recommendation.image/exists|1","Q913893","tt0003500","Vampyren","not exact match",NA,NA
