"title","weighted_tags","wikibase_item","PersonID","primaryName","status","QID.imdb","imdb.status"
"Ёкота, Мэгуми","classification.ores.articletopic/Geography.Regions.Asia.East_Asia|974|classification.ores.articletopic/Culture.Biography.Biography*|998|classification.ores.articletopic/Geography.Regions.Asia.Asia*|945","Q434562","nm2143840","Megumi Yokota","not exact match",NA,NA
"DJ Yella","classification.ores.articletopic/Geography.Regions.Europe.Northern Europe|745|classification.ores.articletopic/Culture.Biography.Biography*|812|classification.ores.articletopic/Culture.Media.Media*|981|classification.ores.articletopic/Culture.Media.Music|975","Q470609","nm1422255",NA,NA,"nm1021730",NA
"Золотоискательница","classification.ores.articletopic/Culture.Literature|887|classification.ores.articletopic/Culture.Biography.Biography*|969|classification.ores.articletopic/History_and_Society.Society|672|classification.ores.articletopic/Culture.Biography.Women|997|classification.ores.articletopic/History_and_Society.History|949","Q10290445","nm0431591","Peggy Hopkins Joyce","not exact match",NA,NA
"Адажио для струнного оркестра","classification.ores.articletopic/Culture.Media.Music|737|classification.ores.articletopic/Culture.Biography.Biography*|569|classification.ores.articletopic/Culture.Media.Media*|938|recommendation.image/exists|1","Q346715","nm0053462","Samuel Barber","not exact match",NA,NA
"Мендель, Юлия Владимировна","classification.ores.articletopic/Culture.Biography.Biography*|928|classification.ores.articletopic/Geography.Regions.Europe.Eastern_Europe|917|classification.ores.articletopic/Geography.Regions.Europe.Europe*|874","Q64347078","nm8118009","Iuliia Mendel","not exact match",NA,NA
"Список олимпийских гимнасток России","classification.ores.articletopic/Culture.Biography.Women|976|classification.ores.articletopic/History and Society.Society|535|classification.ores.articletopic/Culture.Sports|998|classification.ores.articletopic/Culture.Biography.Biography*|998","Q18109060","nm1931302","Elena Dolgopolova","not exact match",NA,NA
"Болоньини, Мауро","classification.ores.articletopic/Culture.Biography.Biography*|757|classification.ores.articletopic/Geography.Regions.Europe.Europe*|818","Q53008","nm0535777",NA,NA,"nm0006615",NA
"Фильмография Кэтрин Хепбёрн","classification.ores.articletopic/Culture.Media.Films|952|classification.ores.articletopic/Culture.Media.Media*|928|classification.ores.articletopic/Culture.Biography.Biography*|500","Q3513552","nm0000031","Katharine Hepburn","not exact match",NA,NA
"Петрийчук, Светлана Александровна","classification.ores.articletopic/Culture.Biography.Biography*|961|classification.ores.articletopic/Geography.Regions.Asia.Asia*|538","Q109486607","nm6664248","Svetlana Petriychuk","not exact match",NA,NA
"Рольф, Джон","classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Geography.Regions.Americas.North_America|679","Q433948","nm0833363","Glenn Strange","not exact match",NA,NA
"Ройтфельд, Карин","classification.ores.articletopic/Culture.Biography.Biography*|990|classification.ores.articletopic/Culture.Biography.Women|892|classification.ores.articletopic/Geography.Regions.Europe.Western Europe|820|classification.ores.articletopic/Culture.Visual arts.Visual arts*|842|classification.ores.articletopic/Culture.Visual arts.Fashion|973","Q656605","nm0737710","Jacques Roitfeld","not exact match",NA,NA
"Чёрный Красавчик","classification.ores.articletopic/Culture.Media.Media*|822|classification.ores.articletopic/STEM.STEM*|766|classification.ores.articletopic/Culture.Biography.Women|523|classification.ores.articletopic/Culture.Media.Entertainment|546|classification.ores.articletopic/Culture.Media.Books|592|classification.ores.articletopic/Culture.Literature|826|classification.ores.articletopic/STEM.Biology|665|classification.ores.articletopic/Culture.Biography.Biography*|562","Q880092","nm0786564","Anna Sewell","not exact match",NA,NA
"Шарма, Ракеш","classification.ores.articletopic/Culture.Biography.Biography*|713|classification.ores.articletopic/Geography.Regions.Asia.Asia*|982|classification.ores.articletopic/STEM.STEM*|820|classification.ores.articletopic/History and Society.Transportation|261|classification.ores.articletopic/Geography.Regions.Asia.South Asia|997","Q325205","nm1121180","Kapil Sharma","not exact match",NA,NA
"Донна Мартин","classification.ores.articletopic/Culture.Media.Television|576|classification.ores.articletopic/Culture.Media.Media*|931|classification.ores.articletopic/Culture.Literature|962|classification.ores.articletopic/Culture.Media.Entertainment|773|classification.ores.articletopic/Culture.Biography.Biography*|303","Q1409866","nm0001760","Tori Spelling","not exact match",NA,NA
"Список песен Тейлор Свифт","classification.ores.articletopic/Culture.Biography.Biography*|859|classification.ores.articletopic/Culture.Media.Media*|982|classification.ores.articletopic/Culture.Media.Music|974|classification.ores.articletopic/Culture.Biography.Women|651","Q16154951","nm2357847","Taylor Swift","not exact match",NA,NA
"Britney (альбом)","classification.ores.articletopic/Culture.Media.Media*|997|classification.ores.articletopic/Culture.Media.Music|996|classification.ores.articletopic/Culture.Biography.Biography*|531|recommendation.image_section/exists|1","Q208207","nm0005453","Britney Spears","not exact match",NA,NA
