"title","weighted_tags","wikibase_item","PersonID","primaryName","status","QID.imdb","imdb.status"
"Laura Natalia Esquivel","classification.ores.articletopic/Culture.Biography.Women|672|classification.ores.articletopic/Culture.Biography.Biography*|989|classification.ores.articletopic/Culture.Media.Music|737|classification.ores.articletopic/Culture.Media.Media*|980|classification.ores.articletopic/Geography.Regions.Americas.South_America|577|classification.oneoff.T301028/argentina","Q2306490","nm2980670",NA,NA,"nm2980399",NA
"Zach Galifianakis","classification.ores.articletopic/Culture.Media.Media*|874|classification.ores.articletopic/Culture.Media.Films|737|classification.ores.articletopic/Culture.Media.Entertainment|724|classification.ores.articletopic/Culture.Biography.Biography*|995|classification.ores.articletopic/Culture.Media.Music|554|classification.ores.articletopic/Geography.Regions.Americas.North_America|939","Q139325","nm302108",NA,NA,"nm0302108",NA
"Sung Kang","classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|531|classification.ores.articletopic/Culture.Media.Media*|893|classification.ores.articletopic/Geography.Regions.Asia.Asia*|523|classification.ores.articletopic/Culture.Media.Films|936|classification.ores.articletopic/Geography.Regions.Americas.North_America|692","Q317563","nm437646",NA,NA,"nm0437646",NA
"Srinivasa Ramanujan","classification.ores.articletopic/STEM.Mathematics|835|classification.ores.articletopic/Culture.Biography.Biography*|724|classification.ores.articletopic/STEM.STEM*|863|recommendation.image_section/exists|1","Q83163","nm3037162","Kevin White","not exact match",NA,NA
"Troye Sivan","classification.ores.articletopic/Geography.Regions.Oceania|724|classification.ores.articletopic/Culture.Media.Media*|995|classification.ores.articletopic/Culture.Media.Music|989|classification.ores.articletopic/Culture.Biography.Biography*|953|classification.ores.articletopic/History_and_Society.Society|600","Q1362028","nm293189",NA,NA,"nm2931989",NA
"Francisco Rabal","classification.ores.articletopic/Culture.Media.Films|893|classification.ores.articletopic/Culture.Media.Media*|855|classification.ores.articletopic/Culture.Biography.Biography*|924","Q343299","nm0704720",NA,NA,"nm0704719",NA
"Kate McKinnon","classification.ores.articletopic/Geography.Regions.Americas.North_America|839|classification.ores.articletopic/Culture.Media.Media*|943|classification.ores.articletopic/Culture.Media.Films|731|classification.ores.articletopic/Culture.Biography.Biography*|977|classification.ores.articletopic/History_and_Society.Society|679","Q723057","nm571952",NA,NA,"nm0571952",NA
"Vanilla Ice","classification.ores.articletopic/Culture.Media.Media*|921|classification.ores.articletopic/Culture.Biography.Biography*|825|classification.ores.articletopic/Culture.Media.Music|425|classification.ores.articletopic/Geography.Regions.Americas.North America|603","Q313578","nm406678",NA,NA,"nm0406678",NA
"Leticia Sabater","classification.ores.articletopic/Culture.Media.Media*|855|classification.ores.articletopic/Culture.Biography.Biography*|982","Q11054192","nm1382942",NA,NA,"nm0767499",NA
"Bebe Buell","classification.ores.articletopic/Culture.Media.Music|396|classification.ores.articletopic/Culture.Media.Media*|866|classification.ores.articletopic/History and Society.History|162|classification.ores.articletopic/Culture.Biography.Biography*|953|classification.ores.articletopic/Geography.Regions.Americas.North America|704|classification.ores.articletopic/Culture.Biography.Women|775","Q275593","nm119143",NA,NA,"nm0119143",NA
